_id,PUNTUACION_ACCESIBILIDAD,PUNTUACION_CALIDAD,COMENTARIOS,AREARECREATIVAID,FECHA
ES-278,1,1,DEFICIENTE,17746,2023-09-23T00:00:00Z
ES-2780,3,4,MUY BUENO,18500,2021-07-21T00:00:00Z
ES-2781,4,4,EXCELENTE,16675,2022-08-11T00:00:00Z
ES-2782,4,4,EXCELENTE,52225,2023-03-11T00:00:00Z
ES-2783,2,3,ACEPTABLE,16733,2023-04-15T00:00:00Z
ES-2784,5,5,EXCELENTE,17060,2022-02-07T00:00:00Z
ES-2785,5,5,EXCELENTE,17133,2021-04-15T00:00:00Z
ES-2786,5,5,EXCELENTE,18586,2023-07-14T00:00:00Z
ES-2787,1,1,DEFICIENTE,5195385,2022-11-28T00:00:00Z
ES-2788,2,2,ACEPTABLE,17896,2023-02-22T00:00:00Z
ES-2789,3,3,MUY BUENO,3573350,2023-10-25T00:00:00Z
ES-279,3,4,MUY BUENO,17424,2022-07-10T00:00:00Z
ES-2790,5,5,EXCELENTE,17533,2022-01-12T00:00:00Z
ES-2791,3,2,ACEPTABLE,52143,2023-07-01T00:00:00Z
ES-2792,3,4,MUY BUENO,7602249,2023-02-21T00:00:00Z
ES-2793,2,3,ACEPTABLE,18526,2022-11-08T00:00:00Z
ES-2794,4,3,MUY BUENO,7943776,2023-11-19T00:00:00Z
ES-2795,1,1,DEFICIENTE,17242,2022-05-22T00:00:00Z
ES-2796,1,2,REGULAR,17009,2021-05-10T00:00:00Z
ES-2797,4,5,EXCELENTE,5003366,2021-01-06T00:00:00Z
ES-2798,3,4,MUY BUENO,7802522,2023-05-21T00:00:00Z
ES-2799,2,3,ACEPTABLE,9424150,2022-02-18T00:00:00Z
ES-28,1,1,DEFICIENTE,52158,2022-09-26T00:00:00Z
ES-280,4,5,EXCELENTE,17996,2023-10-14T00:00:00Z
ES-2800,2,1,REGULAR,17278,2022-04-13T00:00:00Z
ES-2801,1,1,DEFICIENTE,18179,2023-04-18T00:00:00Z
ES-2802,2,3,ACEPTABLE,18481,2022-02-25T00:00:00Z
ES-2803,1,1,DEFICIENTE,5213825,2022-07-28T00:00:00Z
ES-2804,1,1,DEFICIENTE,52181,2022-12-03T00:00:00Z
ES-2805,4,4,EXCELENTE,17510,2021-07-23T00:00:00Z
ES-2806,2,3,ACEPTABLE,16861,2022-07-27T00:00:00Z
ES-2807,5,4,EXCELENTE,16745,2023-02-15T00:00:00Z
ES-2808,1,2,REGULAR,9293991,2021-10-28T00:00:00Z
ES-2809,2,1,REGULAR,18551,2021-02-19T00:00:00Z
ES-281,3,4,MUY BUENO,7107055,2022-06-07T00:00:00Z
ES-2810,3,3,MUY BUENO,17812,2022-01-02T00:00:00Z
ES-2811,1,2,REGULAR,17982,2023-08-25T00:00:00Z
ES-2812,5,5,EXCELENTE,18431,2023-03-24T00:00:00Z
ES-2813,1,2,REGULAR,5237108,2023-05-27T00:00:00Z
ES-2814,3,3,MUY BUENO,9492616,2021-11-01T00:00:00Z
ES-2815,4,3,MUY BUENO,9403205,2023-04-22T00:00:00Z
ES-2816,5,5,EXCELENTE,7177654,2022-11-20T00:00:00Z
ES-2817,1,1,DEFICIENTE,18434,2021-01-31T00:00:00Z
ES-2818,5,5,EXCELENTE,8799547,2022-07-23T00:00:00Z
ES-2819,5,5,EXCELENTE,17421,2022-10-14T00:00:00Z
ES-282,1,1,DEFICIENTE,18297,2022-06-02T00:00:00Z
ES-2820,5,5,EXCELENTE,18156,2021-04-03T00:00:00Z
ES-2821,2,3,ACEPTABLE,18569,2022-12-06T00:00:00Z
ES-2822,2,1,REGULAR,7840405,2022-11-26T00:00:00Z
ES-2823,4,5,EXCELENTE,5237131,2023-09-15T00:00:00Z
ES-2824,1,1,DEFICIENTE,17456,2022-02-11T00:00:00Z
ES-2825,1,1,DEFICIENTE,17812,2021-06-27T00:00:00Z
ES-2826,5,4,EXCELENTE,5237116,2022-09-04T00:00:00Z
ES-2827,1,2,REGULAR,17902,2021-06-13T00:00:00Z
ES-2828,5,5,EXCELENTE,17679,2021-12-09T00:00:00Z
ES-2829,5,5,EXCELENTE,5653806,2023-05-15T00:00:00Z
ES-283,5,5,EXCELENTE,17505,2023-11-05T00:00:00Z
ES-2830,3,4,MUY BUENO,18182,2022-01-04T00:00:00Z
ES-2831,4,3,MUY BUENO,17890,2022-02-01T00:00:00Z
ES-2832,3,4,MUY BUENO,17319,2023-12-26T00:00:00Z
ES-2833,3,3,MUY BUENO,18337,2023-11-21T00:00:00Z
ES-2834,1,1,DEFICIENTE,5158912,2022-11-24T00:00:00Z
ES-2835,1,2,REGULAR,17096,2021-12-14T00:00:00Z
ES-2836,4,3,MUY BUENO,18212,2021-01-10T00:00:00Z
ES-2837,1,1,DEFICIENTE,16873,2022-11-16T00:00:00Z
ES-2838,1,1,DEFICIENTE,16813,2022-07-12T00:00:00Z
ES-2839,4,3,MUY BUENO,17465,2021-12-02T00:00:00Z
ES-284,3,3,MUY BUENO,461342,2022-12-24T00:00:00Z
ES-2840,5,4,EXCELENTE,3576105,2022-02-09T00:00:00Z
ES-2841,5,5,EXCELENTE,17839,2023-12-09T00:00:00Z
ES-2842,5,5,EXCELENTE,17976,2023-12-18T00:00:00Z
ES-2843,2,3,ACEPTABLE,18230,2023-01-07T00:00:00Z
ES-2844,3,2,ACEPTABLE,18122,2021-08-26T00:00:00Z
ES-2845,3,2,ACEPTABLE,18080,2023-09-16T00:00:00Z
ES-2846,5,4,EXCELENTE,7127773,2022-12-17T00:00:00Z
ES-2847,3,2,ACEPTABLE,17360,2023-08-11T00:00:00Z
ES-2848,4,5,EXCELENTE,5158970,2023-03-21T00:00:00Z
ES-2849,2,2,ACEPTABLE,5237134,2022-09-12T00:00:00Z
ES-285,4,3,MUY BUENO,5158861,2022-02-27T00:00:00Z
ES-2850,1,2,REGULAR,16662,2023-02-19T00:00:00Z
ES-2851,4,4,EXCELENTE,18368,2021-04-12T00:00:00Z
ES-2852,2,2,ACEPTABLE,52123,2021-01-14T00:00:00Z
ES-2853,4,5,EXCELENTE,16750,2023-11-13T00:00:00Z
ES-2854,5,5,EXCELENTE,7906811,2023-12-31T00:00:00Z
ES-2855,1,1,DEFICIENTE,18298,2021-01-04T00:00:00Z
ES-2856,3,4,MUY BUENO,17195,2021-12-24T00:00:00Z
ES-2857,1,1,DEFICIENTE,17287,2023-02-08T00:00:00Z
ES-2858,5,5,EXCELENTE,17687,2022-05-20T00:00:00Z
ES-2859,1,1,DEFICIENTE,7247845,2023-09-17T00:00:00Z
ES-286,1,2,REGULAR,5213823,2021-03-31T00:00:00Z
ES-2860,4,3,MUY BUENO,17853,2023-05-16T00:00:00Z
ES-2861,2,3,ACEPTABLE,5240327,2022-07-28T00:00:00Z
ES-2862,5,5,EXCELENTE,17526,2021-05-24T00:00:00Z
ES-2863,1,2,REGULAR,7107693,2021-12-21T00:00:00Z
ES-2864,5,4,EXCELENTE,6819620,2022-12-20T00:00:00Z
ES-2865,4,5,EXCELENTE,7125670,2021-01-01T00:00:00Z
ES-2866,1,1,DEFICIENTE,18092,2023-09-13T00:00:00Z
ES-2867,2,3,ACEPTABLE,18321,2021-01-28T00:00:00Z
ES-2868,3,3,MUY BUENO,17906,2022-08-07T00:00:00Z
ES-2869,1,1,DEFICIENTE,18482,2023-07-12T00:00:00Z
ES-287,4,4,EXCELENTE,3568169,2021-10-27T00:00:00Z
ES-2870,5,4,EXCELENTE,17947,2023-03-19T00:00:00Z
ES-2871,1,2,REGULAR,18290,2022-05-10T00:00:00Z
ES-2872,3,2,ACEPTABLE,17691,2023-11-01T00:00:00Z
ES-2873,4,5,EXCELENTE,17218,2021-06-25T00:00:00Z
ES-2874,5,5,EXCELENTE,52076,2022-06-18T00:00:00Z
ES-2875,5,4,EXCELENTE,18071,2022-11-13T00:00:00Z
ES-2876,5,5,EXCELENTE,5653907,2022-02-02T00:00:00Z
ES-2877,1,2,REGULAR,17940,2023-02-05T00:00:00Z
ES-2878,3,4,MUY BUENO,52075,2023-08-24T00:00:00Z
ES-2879,2,3,ACEPTABLE,7537965,2023-12-06T00:00:00Z
ES-288,3,4,MUY BUENO,17046,2021-02-18T00:00:00Z
ES-2880,1,1,DEFICIENTE,3568959,2023-03-14T00:00:00Z
ES-2881,1,2,REGULAR,5213822,2022-03-31T00:00:00Z
ES-2882,1,2,REGULAR,17943,2023-04-03T00:00:00Z
ES-2883,3,3,MUY BUENO,16714,2021-07-06T00:00:00Z
ES-2884,3,3,MUY BUENO,16917,2022-11-18T00:00:00Z
ES-2885,4,3,MUY BUENO,18075,2021-04-15T00:00:00Z
ES-2886,3,3,MUY BUENO,17277,2023-09-13T00:00:00Z
ES-2887,5,4,EXCELENTE,18405,2021-04-12T00:00:00Z
ES-2888,3,2,ACEPTABLE,5240107,2023-02-24T00:00:00Z
ES-2889,5,5,EXCELENTE,5654059,2023-12-25T00:00:00Z
ES-289,5,5,EXCELENTE,7537965,2021-01-13T00:00:00Z
ES-2890,3,4,MUY BUENO,18108,2022-03-28T00:00:00Z
ES-2891,1,1,DEFICIENTE,9187084,2023-01-11T00:00:00Z
ES-2892,4,5,EXCELENTE,17311,2023-01-21T00:00:00Z
ES-2893,5,5,EXCELENTE,18212,2021-01-04T00:00:00Z
ES-2894,3,4,MUY BUENO,16815,2023-11-16T00:00:00Z
ES-2895,5,5,EXCELENTE,17801,2022-03-12T00:00:00Z
ES-2896,1,1,DEFICIENTE,3566376,2021-03-21T00:00:00Z
ES-2897,2,1,REGULAR,18084,2023-02-28T00:00:00Z
ES-2898,3,3,MUY BUENO,17798,2023-11-10T00:00:00Z
ES-2899,5,4,EXCELENTE,18065,2023-11-10T00:00:00Z
ES-29,4,3,MUY BUENO,17555,2021-09-08T00:00:00Z
ES-290,1,1,DEFICIENTE,17646,2021-09-17T00:00:00Z
ES-2900,4,4,EXCELENTE,16747,2021-02-05T00:00:00Z
ES-2901,1,2,REGULAR,18614,2023-10-31T00:00:00Z
ES-2902,5,5,EXCELENTE,18324,2023-07-16T00:00:00Z
ES-2903,5,4,EXCELENTE,8914012,2023-03-21T00:00:00Z
ES-2904,5,5,EXCELENTE,17557,2023-01-15T00:00:00Z
ES-2905,3,2,ACEPTABLE,18191,2021-09-08T00:00:00Z
ES-2906,2,3,ACEPTABLE,9293991,2021-01-27T00:00:00Z
ES-2907,5,4,EXCELENTE,52110,2022-06-27T00:00:00Z
ES-2908,5,4,EXCELENTE,17987,2022-09-23T00:00:00Z
ES-2909,2,2,ACEPTABLE,16666,2021-04-11T00:00:00Z
ES-291,4,5,EXCELENTE,5237139,2023-04-13T00:00:00Z
ES-2910,5,5,EXCELENTE,17589,2021-01-30T00:00:00Z
ES-2911,3,4,MUY BUENO,4986431,2021-01-02T00:00:00Z
ES-2912,3,4,MUY BUENO,17678,2023-06-20T00:00:00Z
ES-2913,2,2,ACEPTABLE,17501,2022-06-27T00:00:00Z
ES-2914,1,1,DEFICIENTE,17347,2022-01-22T00:00:00Z
ES-2915,5,4,EXCELENTE,5237131,2023-04-17T00:00:00Z
ES-2916,2,1,REGULAR,5211176,2022-06-24T00:00:00Z
ES-2917,3,3,MUY BUENO,18151,2022-05-02T00:00:00Z
ES-2918,3,3,MUY BUENO,18409,2023-12-21T00:00:00Z
ES-2919,3,4,MUY BUENO,18311,2023-02-09T00:00:00Z
ES-292,4,3,MUY BUENO,52102,2021-07-30T00:00:00Z
ES-2920,2,3,ACEPTABLE,17640,2022-08-19T00:00:00Z
ES-2921,5,5,EXCELENTE,18442,2021-05-10T00:00:00Z
ES-2922,5,4,EXCELENTE,17904,2023-12-09T00:00:00Z
ES-2923,2,2,ACEPTABLE,8800261,2023-10-14T00:00:00Z
ES-2924,5,5,EXCELENTE,17745,2022-06-11T00:00:00Z
ES-2925,3,4,MUY BUENO,17995,2023-12-22T00:00:00Z
ES-2926,3,2,ACEPTABLE,17776,2021-03-20T00:00:00Z
ES-2927,3,3,MUY BUENO,17844,2023-12-03T00:00:00Z
ES-2928,2,1,REGULAR,16958,2022-08-01T00:00:00Z
ES-2929,1,2,REGULAR,16761,2022-09-30T00:00:00Z
ES-293,5,5,EXCELENTE,17980,2022-09-16T00:00:00Z
ES-2930,1,1,DEFICIENTE,7602200,2022-12-03T00:00:00Z
ES-2931,2,2,ACEPTABLE,17194,2022-02-16T00:00:00Z
ES-2932,4,3,MUY BUENO,17648,2022-08-02T00:00:00Z
ES-2933,2,3,ACEPTABLE,17542,2022-08-27T00:00:00Z
ES-2934,2,2,ACEPTABLE,3971913,2023-03-13T00:00:00Z
ES-2935,1,2,REGULAR,16718,2023-03-23T00:00:00Z
ES-2936,1,1,DEFICIENTE,17317,2022-03-08T00:00:00Z
ES-2937,5,5,EXCELENTE,17872,2023-01-11T00:00:00Z
ES-2938,1,1,DEFICIENTE,17977,2023-06-29T00:00:00Z
ES-2939,2,3,ACEPTABLE,17168,2022-10-11T00:00:00Z
ES-294,3,4,MUY BUENO,17760,2022-11-16T00:00:00Z
ES-2940,4,5,EXCELENTE,18583,2021-11-23T00:00:00Z
ES-2941,3,2,ACEPTABLE,52168,2022-11-09T00:00:00Z
ES-2942,4,4,EXCELENTE,16792,2021-02-16T00:00:00Z
ES-2943,3,3,MUY BUENO,5237134,2021-02-14T00:00:00Z
ES-2944,4,4,EXCELENTE,17242,2021-08-10T00:00:00Z
ES-2945,1,2,REGULAR,4737942,2021-07-28T00:00:00Z
ES-2946,3,4,MUY BUENO,52138,2023-01-10T00:00:00Z
ES-2947,4,4,EXCELENTE,17732,2022-04-26T00:00:00Z
ES-2948,2,3,ACEPTABLE,17343,2021-06-09T00:00:00Z
ES-2949,1,1,DEFICIENTE,18183,2023-07-01T00:00:00Z
ES-295,1,1,DEFICIENTE,17593,2023-09-03T00:00:00Z
ES-2950,1,2,REGULAR,4986431,2023-11-09T00:00:00Z
ES-2951,2,2,ACEPTABLE,7538071,2022-11-18T00:00:00Z
ES-2952,5,4,EXCELENTE,8798266,2022-10-20T00:00:00Z
ES-2953,5,4,EXCELENTE,52066,2021-02-09T00:00:00Z
ES-2954,1,2,REGULAR,52045,2023-05-04T00:00:00Z
ES-2955,2,2,ACEPTABLE,16898,2023-04-23T00:00:00Z
ES-2956,1,2,REGULAR,4730869,2023-10-19T00:00:00Z
ES-2957,3,4,MUY BUENO,16882,2022-10-24T00:00:00Z
ES-2958,4,5,EXCELENTE,17005,2021-05-17T00:00:00Z
ES-2959,1,1,DEFICIENTE,17583,2022-06-13T00:00:00Z
ES-296,5,5,EXCELENTE,18005,2021-12-03T00:00:00Z
ES-2960,2,1,REGULAR,18326,2023-05-15T00:00:00Z
ES-2961,5,5,EXCELENTE,7130028,2021-03-31T00:00:00Z
ES-2962,3,3,MUY BUENO,52124,2021-05-03T00:00:00Z
ES-2963,3,3,MUY BUENO,17960,2022-10-24T00:00:00Z
ES-2964,5,5,EXCELENTE,18636,2023-11-05T00:00:00Z
ES-2965,1,2,REGULAR,18529,2022-09-08T00:00:00Z
ES-2966,5,4,EXCELENTE,17088,2023-01-16T00:00:00Z
ES-2967,5,4,EXCELENTE,17592,2023-12-11T00:00:00Z
ES-2968,1,2,REGULAR,7839105,2022-09-17T00:00:00Z
ES-2969,5,5,EXCELENTE,7162545,2021-08-07T00:00:00Z
ES-297,5,5,EXCELENTE,16785,2021-07-23T00:00:00Z
ES-2970,3,2,ACEPTABLE,18068,2022-07-14T00:00:00Z
ES-2971,4,3,MUY BUENO,17398,2022-10-19T00:00:00Z
ES-2972,4,5,EXCELENTE,17326,2021-01-26T00:00:00Z
ES-2973,5,4,EXCELENTE,17591,2022-02-14T00:00:00Z
ES-2974,2,3,ACEPTABLE,18321,2021-02-17T00:00:00Z
ES-2975,2,1,REGULAR,7126517,2022-11-14T00:00:00Z
ES-2976,3,2,ACEPTABLE,16717,2022-02-15T00:00:00Z
ES-2977,5,5,EXCELENTE,8800259,2021-01-01T00:00:00Z
ES-2978,4,5,EXCELENTE,17714,2022-09-28T00:00:00Z
ES-2979,3,4,MUY BUENO,3531285,2023-09-16T00:00:00Z
ES-298,2,1,REGULAR,17578,2023-10-08T00:00:00Z
ES-2980,3,4,MUY BUENO,17475,2022-03-09T00:00:00Z
ES-2981,2,3,ACEPTABLE,16840,2021-10-06T00:00:00Z
ES-2982,1,2,REGULAR,18480,2021-11-29T00:00:00Z
ES-2983,1,2,REGULAR,18072,2022-07-03T00:00:00Z
ES-2984,2,2,ACEPTABLE,17360,2021-02-16T00:00:00Z
ES-2985,2,3,ACEPTABLE,9049654,2023-03-06T00:00:00Z
ES-2986,3,2,ACEPTABLE,17832,2021-01-03T00:00:00Z
ES-2987,3,2,ACEPTABLE,52168,2022-11-17T00:00:00Z
ES-2988,5,5,EXCELENTE,18533,2021-10-01T00:00:00Z
ES-2989,1,1,DEFICIENTE,18574,2023-08-27T00:00:00Z
ES-299,5,4,EXCELENTE,17949,2022-12-23T00:00:00Z
ES-2990,2,3,ACEPTABLE,52191,2022-04-05T00:00:00Z
ES-2991,5,5,EXCELENTE,4704499,2022-02-24T00:00:00Z
ES-2992,3,2,ACEPTABLE,3573054,2023-07-17T00:00:00Z
ES-2993,2,2,ACEPTABLE,8799552,2021-05-26T00:00:00Z
ES-2994,4,4,EXCELENTE,17560,2021-02-03T00:00:00Z
ES-2995,3,3,MUY BUENO,52166,2021-07-30T00:00:00Z
ES-2996,5,5,EXCELENTE,17498,2023-03-25T00:00:00Z
ES-2997,4,3,MUY BUENO,52218,2022-10-22T00:00:00Z
ES-2998,2,3,ACEPTABLE,18213,2022-06-02T00:00:00Z
ES-2999,5,4,EXCELENTE,16879,2022-08-21T00:00:00Z
ES-3,1,1,DEFICIENTE,6907760,2022-03-19T00:00:00Z
ES-30,5,5,EXCELENTE,17760,2021-04-27T00:00:00Z
ES-300,4,5,EXCELENTE,17395,2021-07-27T00:00:00Z
ES-3000,3,4,MUY BUENO,17335,2022-10-22T00:00:00Z
ES-3001,3,4,MUY BUENO,4988273,2021-10-14T00:00:00Z
ES-3002,4,4,EXCELENTE,7180264,2022-05-23T00:00:00Z
ES-3003,4,5,EXCELENTE,5237115,2023-11-11T00:00:00Z
ES-3004,1,2,REGULAR,17158,2021-11-06T00:00:00Z
ES-3005,4,5,EXCELENTE,18619,2022-03-08T00:00:00Z
ES-3006,2,2,ACEPTABLE,8799531,2022-06-21T00:00:00Z
ES-3007,5,5,EXCELENTE,18536,2022-05-10T00:00:00Z
ES-3008,1,1,DEFICIENTE,5653851,2021-12-05T00:00:00Z
ES-3009,4,5,EXCELENTE,17757,2023-06-11T00:00:00Z
ES-301,1,1,DEFICIENTE,17549,2022-01-14T00:00:00Z
ES-3010,1,1,DEFICIENTE,17473,2023-08-09T00:00:00Z
ES-3011,3,3,MUY BUENO,18526,2023-07-03T00:00:00Z
ES-3012,2,3,ACEPTABLE,17138,2021-02-26T00:00:00Z
ES-3013,3,4,MUY BUENO,17522,2022-02-20T00:00:00Z
ES-3014,1,2,REGULAR,5653905,2021-08-01T00:00:00Z
ES-3015,1,2,REGULAR,18492,2023-10-26T00:00:00Z
ES-3016,4,4,EXCELENTE,17776,2023-11-06T00:00:00Z
ES-3017,1,2,REGULAR,17556,2021-04-18T00:00:00Z
ES-3018,1,1,DEFICIENTE,16884,2023-03-28T00:00:00Z
ES-3019,4,3,MUY BUENO,17587,2021-01-16T00:00:00Z
ES-302,1,2,REGULAR,16776,2022-09-22T00:00:00Z
ES-3020,2,3,ACEPTABLE,52162,2021-02-19T00:00:00Z
ES-3021,1,1,DEFICIENTE,18508,2023-09-01T00:00:00Z
ES-3022,5,5,EXCELENTE,16717,2022-10-06T00:00:00Z
ES-3023,5,5,EXCELENTE,18591,2023-04-20T00:00:00Z
ES-3024,1,2,REGULAR,5237126,2021-08-01T00:00:00Z
ES-3025,1,2,REGULAR,17466,2022-08-27T00:00:00Z
ES-3026,3,3,MUY BUENO,17966,2021-02-12T00:00:00Z
ES-3027,4,3,MUY BUENO,16873,2021-04-23T00:00:00Z
ES-3028,2,2,ACEPTABLE,17329,2023-01-23T00:00:00Z
ES-3029,5,5,EXCELENTE,17625,2022-11-30T00:00:00Z
ES-303,3,2,ACEPTABLE,16743,2022-11-11T00:00:00Z
ES-3030,1,1,DEFICIENTE,16906,2021-06-11T00:00:00Z
ES-3031,1,2,REGULAR,3568169,2022-09-29T00:00:00Z
ES-3032,5,5,EXCELENTE,18111,2021-10-17T00:00:00Z
ES-3033,4,5,EXCELENTE,18320,2023-11-01T00:00:00Z
ES-3034,5,4,EXCELENTE,8909088,2023-05-27T00:00:00Z
ES-3035,1,2,REGULAR,18170,2023-11-02T00:00:00Z
ES-3036,1,2,REGULAR,7537965,2022-04-28T00:00:00Z
ES-3037,5,5,EXCELENTE,17764,2022-05-30T00:00:00Z
ES-3038,1,2,REGULAR,18328,2022-12-19T00:00:00Z
ES-3039,3,3,MUY BUENO,16883,2023-01-05T00:00:00Z
ES-304,1,2,REGULAR,52060,2023-07-10T00:00:00Z
ES-3040,4,3,MUY BUENO,16701,2022-08-16T00:00:00Z
ES-3041,4,5,EXCELENTE,16777,2021-05-30T00:00:00Z
ES-3042,1,1,DEFICIENTE,17002,2023-05-23T00:00:00Z
ES-3043,4,5,EXCELENTE,7403980,2023-08-28T00:00:00Z
ES-3044,3,2,ACEPTABLE,17303,2022-12-30T00:00:00Z
ES-3045,3,2,ACEPTABLE,17297,2022-06-22T00:00:00Z
ES-3046,5,4,EXCELENTE,18055,2021-06-02T00:00:00Z
ES-3047,3,2,ACEPTABLE,17842,2023-06-05T00:00:00Z
ES-3048,3,4,MUY BUENO,18451,2021-09-11T00:00:00Z
ES-3049,1,2,REGULAR,16865,2022-08-03T00:00:00Z
ES-305,5,5,EXCELENTE,17975,2022-04-01T00:00:00Z
ES-3050,5,5,EXCELENTE,17321,2021-11-23T00:00:00Z
ES-3051,3,2,ACEPTABLE,17608,2023-03-02T00:00:00Z
ES-3052,5,4,EXCELENTE,5219515,2023-06-01T00:00:00Z
ES-3053,1,2,REGULAR,17785,2023-11-25T00:00:00Z
ES-3054,2,1,REGULAR,17687,2023-06-06T00:00:00Z
ES-3055,1,2,REGULAR,4749894,2022-08-07T00:00:00Z
ES-3056,1,2,REGULAR,18003,2021-08-01T00:00:00Z
ES-3057,1,1,DEFICIENTE,17165,2022-04-27T00:00:00Z
ES-3058,4,5,EXCELENTE,17194,2023-06-09T00:00:00Z
ES-3059,1,2,REGULAR,16750,2022-10-15T00:00:00Z
ES-306,2,1,REGULAR,18054,2022-08-25T00:00:00Z
ES-3060,5,5,EXCELENTE,52135,2021-01-01T00:00:00Z
ES-3061,4,5,EXCELENTE,17294,2022-08-16T00:00:00Z
ES-3062,2,1,REGULAR,17419,2021-10-09T00:00:00Z
ES-3063,1,1,DEFICIENTE,17846,2023-04-23T00:00:00Z
ES-3064,3,2,ACEPTABLE,18590,2021-10-03T00:00:00Z
ES-3065,1,1,DEFICIENTE,17815,2023-07-03T00:00:00Z
ES-3066,5,5,EXCELENTE,18466,2021-07-24T00:00:00Z
ES-3067,4,4,EXCELENTE,6843085,2021-04-18T00:00:00Z
ES-3068,2,2,ACEPTABLE,17935,2022-05-11T00:00:00Z
ES-3069,2,2,ACEPTABLE,17433,2023-05-09T00:00:00Z
ES-307,4,4,EXCELENTE,17276,2022-02-17T00:00:00Z
ES-3070,4,4,EXCELENTE,17904,2022-03-14T00:00:00Z
ES-3071,1,1,DEFICIENTE,9503906,2023-12-29T00:00:00Z
ES-3072,1,1,DEFICIENTE,17049,2022-05-09T00:00:00Z
ES-3073,5,5,EXCELENTE,17053,2021-02-01T00:00:00Z
ES-3074,1,2,REGULAR,7165658,2022-12-08T00:00:00Z
ES-3075,1,1,DEFICIENTE,52131,2023-06-23T00:00:00Z
ES-3076,4,3,MUY BUENO,52161,2021-08-21T00:00:00Z
ES-3077,1,1,DEFICIENTE,16960,2021-01-19T00:00:00Z
ES-3078,5,4,EXCELENTE,18037,2022-03-05T00:00:00Z
ES-3079,2,1,REGULAR,18527,2022-12-06T00:00:00Z
ES-308,1,1,DEFICIENTE,7928425,2022-11-27T00:00:00Z
ES-3080,3,3,MUY BUENO,17611,2023-11-24T00:00:00Z
ES-3081,1,2,REGULAR,18092,2023-05-31T00:00:00Z
ES-3082,4,4,EXCELENTE,17655,2022-02-28T00:00:00Z
ES-3083,2,3,ACEPTABLE,17835,2022-06-20T00:00:00Z
ES-3084,1,1,DEFICIENTE,17550,2022-02-14T00:00:00Z
ES-3085,1,2,REGULAR,17064,2021-08-23T00:00:00Z
ES-3086,4,5,EXCELENTE,8776081,2023-02-04T00:00:00Z
ES-3087,2,1,REGULAR,17624,2023-02-27T00:00:00Z
ES-3088,5,5,EXCELENTE,16698,2022-10-03T00:00:00Z
ES-3089,3,3,MUY BUENO,17105,2023-12-09T00:00:00Z
ES-309,2,3,ACEPTABLE,17562,2021-03-15T00:00:00Z
ES-3090,5,5,EXCELENTE,17606,2022-04-06T00:00:00Z
ES-3091,1,1,DEFICIENTE,18056,2023-01-08T00:00:00Z
ES-3092,1,1,DEFICIENTE,17296,2021-06-30T00:00:00Z
ES-3093,4,3,MUY BUENO,17054,2023-09-01T00:00:00Z
ES-3094,1,1,DEFICIENTE,17642,2023-01-02T00:00:00Z
ES-3095,1,1,DEFICIENTE,5240310,2022-05-13T00:00:00Z
ES-3096,2,2,ACEPTABLE,17864,2021-01-03T00:00:00Z
ES-3097,5,5,EXCELENTE,18322,2023-02-10T00:00:00Z
ES-3098,1,1,DEFICIENTE,17203,2022-03-26T00:00:00Z
ES-3099,2,3,ACEPTABLE,5237120,2023-04-11T00:00:00Z
ES-31,2,2,ACEPTABLE,3991087,2022-04-11T00:00:00Z
ES-310,4,3,MUY BUENO,17555,2023-09-17T00:00:00Z
ES-3100,1,1,DEFICIENTE,5178801,2022-07-19T00:00:00Z
ES-3101,2,2,ACEPTABLE,17535,2021-10-14T00:00:00Z
ES-3102,2,1,REGULAR,17928,2022-07-20T00:00:00Z
ES-3103,3,3,MUY BUENO,17133,2022-05-14T00:00:00Z
ES-3104,3,2,ACEPTABLE,17600,2021-08-05T00:00:00Z
ES-3105,2,3,ACEPTABLE,18022,2021-06-21T00:00:00Z
ES-3106,1,2,REGULAR,17433,2023-04-20T00:00:00Z
ES-3107,5,5,EXCELENTE,17755,2021-06-01T00:00:00Z
ES-3108,2,3,ACEPTABLE,52040,2023-02-24T00:00:00Z
ES-3109,4,3,MUY BUENO,5003366,2023-07-10T00:00:00Z
ES-311,3,3,MUY BUENO,8799606,2021-04-21T00:00:00Z
ES-3110,4,5,EXCELENTE,3569191,2022-02-04T00:00:00Z
ES-3111,4,5,EXCELENTE,17428,2022-09-11T00:00:00Z
ES-3112,5,5,EXCELENTE,16790,2021-01-22T00:00:00Z
ES-3113,3,3,MUY BUENO,17367,2021-01-02T00:00:00Z
ES-3114,2,3,ACEPTABLE,17806,2022-04-09T00:00:00Z
ES-3115,2,3,ACEPTABLE,451521,2021-09-04T00:00:00Z
ES-3116,5,4,EXCELENTE,17871,2021-12-14T00:00:00Z
ES-3117,1,1,DEFICIENTE,17588,2021-04-26T00:00:00Z
ES-3118,3,4,MUY BUENO,52152,2023-11-02T00:00:00Z
ES-3119,3,3,MUY BUENO,16842,2021-01-11T00:00:00Z
ES-312,2,3,ACEPTABLE,18140,2021-09-04T00:00:00Z
ES-3120,2,1,REGULAR,17848,2021-07-19T00:00:00Z
ES-3121,3,3,MUY BUENO,17943,2022-05-25T00:00:00Z
ES-3122,1,1,DEFICIENTE,18244,2021-05-14T00:00:00Z
ES-3123,3,4,MUY BUENO,9293991,2022-10-13T00:00:00Z
ES-3124,4,3,MUY BUENO,18232,2023-05-19T00:00:00Z
