_id,DESC_CLASIFICACION,COD_BARRIO,BARRIO,COD_DISTRITO,DISTRITO,ESTADO,COORD_GIS_X,COORD_GIS_Y,SISTEMA_COORD,LATITUD,LONGITUD,TIPO_VIA,NOM_VIA,NUM_VIA,COD_POSTAL,DIRECCION_AUX,NDP,FECHA_INSTALACION,CODIGO_INTERNO,CONTRATO_COD,TOTAL_ELEM,TIPO,CAPACIDAD_MAX,CANTIDAD_POR_TIPO_JUEGO
52050,AREA INFANTIL,44,GUINDALERA,4.0,SALAMANCA,OPERATIVO,443606.49,4476960.9,ETRS89,40.44138615,-3.66495613,AVENIDA,BAVIERA,1,28028.0,"AVENIDA BAVIERA ,1",11017949.0,2006-03-28T00:00:00Z,I4039,AE21,8,INFANTIL,4,"[('INFANTIL', '4')]"
52051,AREA INFANTIL,43,FUENTE DEL BERRO,4.0,SALAMANCA,OPERATIVO,443923.2,4475075.22,ETRS89,40.42442037,-3.66105555,CALLE,DOLORES ROMERO,53,28028.0,PARQUE FUENTE DEL BERRO (ZONA II),11016068.0,2005-09-20T00:00:00Z,I4040,AE21,17,INFANTIL,9,"[('INFANTIL', '9')]"
52054,AREA DE MAYORES,53,CIUDAD JARDIN,5.0,CHAMARTIN,OPERATIVO,442574.18,4477715.84,ETRS89,40.44811635,-3.67719592,CALLE,VINAROZ,29,28002.0,PARQUE DE LA INFANCIA,11024027.0,2017-11-12T00:00:00Z,M0505,AE21,2,MAYORES,2,"[('MAYORES', '2')]"
52055,AREA INFANTIL,55,NUEVA ESPANA,5.0,CHAMARTIN,OPERATIVO,442902.24,4479385.52,ETRS89,40.46318021,-3.67347768,CALLE,MAESTRO CHAPI,10,28016.0,"CALLE MAESTRO CHAPI, 10",11026608.0,2013-07-23T00:00:00Z,I5057,AE21,6,INFANTIL,3,"[('INFANTIL', '3')]"
52056,AREA INFANTIL,56,CASTILLA,5.0,CHAMARTIN,OPERATIVO,442797.49,4481524.9,ETRS89,40.48244548,-3.67490608,CALLE,PASTORA IMPERIO,2,28036.0,"CALLE PASTORA IMPERIO, 2",11027423.0,2013-07-23T00:00:00Z,I5058,AE21,6,INFANTIL,3,"[('INFANTIL', '3')]"
52057,AREA INFANTIL,54,HISPANOAMERICA,5.0,CHAMARTIN,OPERATIVO,443105.44,4478360.73,ETRS89,40.45396236,-3.67098921,CALLE,VICTOR DE LA SERNA,20,28016.0,"CALLE VICTOR DE LA SERNA, 18-20 POST",11024465.0,2015-08-03T00:00:00Z,I5059,AE21,8,INFANTIL,5,"[('INFANTIL', '5')]"
52058,AREA INFANTIL,54,HISPANOAMERICA,5.0,CHAMARTIN,OPERATIVO,443347.583,4478802.439,ETRS89,40.45795803,-3.66817308,CALLE,COLOMBIA,52,28016.0,"AVENIDA ALFONSO XIII, 101",11025078.0,2004-09-13T00:00:00Z,I5060,AE21,8,INFANTIL,7,"[('INFANTIL', '7')]"
52060,AREA INFANTIL,61,BELLAS VISTAS,6.0,TETUAN,OPERATIVO,439577.19,4478439.81,ETRS89,40.45442574,-3.71260438,CALLE,NUMANCIA,13,28039.0,CALLE NUMANCIA 13,20108314.0,2004-01-01T00:00:00Z,I6064,AE21,5,INFANTIL,2,"[('INFANTIL', '2')]"
52061,AREA INFANTIL,61,BELLAS VISTAS,6.0,TETUAN,OPERATIVO,440114.87,4478114.58,ETRS89,40.45153485,-3.70623297,CALLE,TENERIFE,42,28039.0,CALLE TENERIFE 42,11028892.0,2015-01-04T00:00:00Z,I6065,AE21,7,INFANTIL,1,"[('INFANTIL', '1')]"
52065,AREA INFANTIL,61,BELLAS VISTAS,6.0,TETUAN,OPERATIVO,439774.255,4478726.941,ETRS89,40.45702663,-3.71030768,CALLE,FRANCOS RODRIGUEZ,65,28039.0,CALLE DE NUMANCIA,31061866.0,2009-06-01T00:00:00Z,I6069,AE21,21,INFANTIL,6,"[('INFANTIL', '6')]"
52066,AREA INFANTIL,64,ALMENARA,6.0,TETUAN,OPERATIVO,440893.958,4480166.922,ETRS89,40.47007896,-3.69723686,CALLE,ROSARIO ROMERO,32,28029.0,"AVENIDA ASTURIAS , ASCENDIENTE 1: 064 · ALME",11033247.0,2004-01-01T00:00:00Z,I6070,AE21,8,INFANTIL,5,"[('INFANTIL', '5')]"
52067,AREA INFANTIL,62,CUATRO CAMINOS,6.0,TETUAN,OPERATIVO,440926.21,4478534.33,ETRS89,40.45537419,-3.69670446,PLAZA,SAN AMARO,5,28020.0,PLAZA SAN AMARO 5,11030131.0,2004-01-01T00:00:00Z,I6071,AE21,12,INFANTIL,6,"[('INFANTIL', '6')]"
52068,AREA DE MAYORES,61,BELLAS VISTAS,6.0,TETUAN,OPERATIVO,440076.35,4478122.79,ETRS89,40.45160603,-3.70668798,CALLE,SAN RAIMUNDO,43,28039.0,CALLE SAN RAIMUNDO 43,11027981.0,2015-04-01T00:00:00Z,M0608,AE21,5,MAYORES,4,"[('MAYORES', '4')]"
52070,CIRCUITO DEPORTIVO ELEMENTAL,65,VALDEACEDERAS,6.0,TETUAN,OPERATIVO,439810.18,4479701.69,ETRS89,40.46581015,-3.70997645,PARQUE,PARQUE AGUSTIN RODRIGUEZ SAHAGUN,14,28039.0,PARQUE AGUSTIN RODRIGUEZ SAHAGUN,31028439.0,2006-02-22T00:00:00Z,D0650,AE21,19,DEPORTIVAS,12,"[('DEPORTIVAS', '12')]"
52073,AREA INFANTIL,73,TRAFALGAR,7.0,CHAMBERI,OPERATIVO,440280.37,4476033.72,ETRS89,40.43280147,-3.70408573,CALLE,FUENCARRAL,147,28010.0,CALLE FUENCARRAL 147,11039969.0,2006-06-01T00:00:00Z,I7025,AE21,7,INFANTIL,2,"[('INFANTIL', '2')]"
52074,AREA INFANTIL,73,TRAFALGAR,7.0,CHAMBERI,OPERATIVO,440325.66,4475892.33,ETRS89,40.43153102,-3.70353853,CALLE,FUENCARRAL,131,28010.0,CALLE FUENCARRAL 131,11039961.0,2006-06-01T00:00:00Z,I7026,AE21,7,INFANTIL,6,"[('INFANTIL', '6')]"
52075,AREA DE MAYORES,82,FUENTELARREINA,8.0,FUENCARRAL - EL PARDO,OPERATIVO,437284.35,4481209.61,ETRS89,40.47920713,-3.73991697,CALLE,FRESNEDILLAS,8,28035.0,CALLE FRESNEDILLAS 8,11043879.0,2023-04-05T00:00:00Z,M0805,AE21,1,MAYORES,7,"[('MAYORES', '7')]"
52076,AREA DE MAYORES,82,FUENTELARREINA,8.0,FUENCARRAL - EL PARDO,OPERATIVO,437490.95,4481519.23,ETRS89,40.48201186,-3.73751023,CALLE,GABRIELA MISTRAL,12,28035.0,"CALLE GABRIELA MISTRAL, 12",11051271.0,2000-05-17T00:00:00Z,M0806,AE21,5,MAYORES,17,"[('INFANTIL', '13'), ('MAYORES', '4')]"
52077,AREA DE MAYORES,87,MIRASIERRA,8.0,FUENCARRAL - EL PARDO,OPERATIVO,439261.03,4482479.13,ETRS89,40.49079033,-3.71671957,AVENIDA,VENTISQUERO DE LA CONDESA,35,28035.0,AVENIDA VENTISQUERO DE LA CONDESA 35,20126237.0,2004-01-01T00:00:00Z,M0807,AE21,4,MAYORES,7,"[('MAYORES', '7')]"
52078,AREA INFANTIL,87,MIRASIERRA,8.0,FUENCARRAL - EL PARDO,OPERATIVO,439275.13,4482505.11,ETRS89,40.4910254,-3.71655569,AVENIDA,VENTISQUERO DE LA CONDESA,28,28035.0,AVENIDA VENTISQUERO DE LA CONDESA METRO,20088254.0,2001-05-20T00:00:00Z,I8176,AE21,13,INFANTIL,5,"[('INFANTIL', '5')]"
52079,AREA INFANTIL,81,EL PARDO,8.0,FUENCARRAL - EL PARDO,OPERATIVO,433919.33,4487334.29,ETRS89,40.53411837,-3.78025309,CALLE,FORTALEZA,57,28048.0,"CALLE FORTALEZA, 77 EL PARDO",11043108.0,2006-01-25T00:00:00Z,I8177,AE21,5,INFANTIL,22,"[('INFANTIL', '22')]"
52082,AREA INFANTIL,81,EL PARDO,8.0,FUENCARRAL - EL PARDO,OPERATIVO,434253.1,4485768.97,ETRS89,40.52004427,-3.77614973,AVENIDA,GUARDIA,29,28048.0,"PARQUE MAR OCEANA/ AVENIDA DE LA GUARDIA, 27",31007031.0,2005-03-08T00:00:00Z,I8180,AE21,8,INFANTIL,1,"[('INFANTIL', '1')]"
52084,AREA DE MAYORES,94,VALDEZARZA,9.0,MONCLOA - ARAVACA,OPERATIVO,438945.7,4479892.44,ETRS89,40.46746541,-3.72019113,CALLE,VALDERREY,40,28035.0,"CALLE VALDERREY, 40",11054879.0,2014-03-03T00:00:00Z,M0911,AE21,7,MAYORES,6,"[('MAYORES', '6')]"
52085,AREA DE MAYORES,94,VALDEZARZA,9.0,MONCLOA - ARAVACA,OPERATIVO,438902.22,4480205.27,ETRS89,40.4702803,-3.7207341,CALLE,VALDERROMAN,24,28035.0,CALLE VALDERROMAN 24,31050681.0,2014-03-03T00:00:00Z,M0912,AE21,2,MAYORES,5,"[('INFANTIL', '3'), ('MAYORES', '2')]"
52086,AREA INFANTIL,93,CIUDAD UNIVERSITARIA,9.0,MONCLOA - ARAVACA,OPERATIVO,439385.05,4478278.9,ETRS89,40.4529622,-3.71485488,AVENIDA,DOCTOR FEDERICO RUBIO Y GALI,82,28040.0,JARDINES DR FEDERICO RUBIO,20010642.0,2004-09-13T00:00:00Z,I9150,AE21,5,INFANTIL,6,"[('INFANTIL', '3'), ('MAYORES', '3')]"
52087,AREA INFANTIL,91,CASA DE CAMPO,9.0,MONCLOA - ARAVACA,OPERATIVO,437941.2,4475407.73,ETRS89,40.42699106,-3.731601,CALLE,FELIPE MORATILLA,10,28008.0,FELIPE MORATILLA - COMANDANTE FORTEA,11051706.0,2005-01-28T00:00:00Z,I9151,AE21,11,INFANTIL,0,[]
52088,AREA INFANTIL,91,CASA DE CAMPO,9.0,MONCLOA - ARAVACA,OPERATIVO,438244.183,4475531.215,ETRS89,40.42812601,-3.72804145,AVENIDA,VALLADOLID,31,28008.0,"PARQUE PARQUE LA BOMBILLA AVD DE VALLADOLID Nº 31-33 (ZONA II), ASCENDIENTE 1: 0",11052080.0,2005-11-28T00:00:00Z,I9152,AE21,8,INFANTIL,8,"[('INFANTIL', '8')]"
52089,AREA INFANTIL,95,VALDEMARIN,9.0,MONCLOA - ARAVACA,OPERATIVO,433280.15,4479689.39,ETRS89,40.4652006,-3.78699438,CAMINO,ZARZUELA,25,28023.0,"CALLE AGUARÓN, 4 (ZONA I)",31003974.0,2014-12-25T00:00:00Z,I9156,AE21,8,INFANTIL,3,[]
52090,AREA INFANTIL,95,VALDEMARIN,9.0,MONCLOA - ARAVACA,OPERATIVO,433286.88,4479704.44,ETRS89,40.46533671,-3.78691658,CAMINO,ZARZUELA,25,28023.0,"CALLE AGUARÓN, 4 (ZONA II)",31003974.0,2018-10-18T00:00:00Z,I9154,AE21,7,INFANTIL,3,"[('INFANTIL', '3')]"
52091,AREA INFANTIL,97,ARAVACA,9.0,MONCLOA - ARAVACA,OPERATIVO,434402.84,4478010.01,ETRS89,40.4501617,-3.77357929,CALLE,ROSA LUXEMBURGO,29,28023.0,CALLE ROSA DE LUXEMBURGO (ZONA II),31005331.0,2006-11-01T00:00:00Z,I9155,AE21,6,INFANTIL,0,[]
52093,AREA INFANTIL,103,LUCERO,10.0,LATINA,OPERATIVO,436349.929,4472618.278,ETRS89,40.40174239,-3.75007964,CALLE,MONSALUPE,1,28047.0,"CALLE MONSALUPE 01 CALLE/ CARBONERAS (ZONA II), ASCENDIENTE 1: 103 · LUC",20087214.0,2004-12-17T00:00:00Z,I10153,AE21,6,INFANTIL,6,"[('INFANTIL', '6')]"
52094,AREA INFANTIL,103,LUCERO,10.0,LATINA,OPERATIVO,435652.42,4472622.07,ETRS89,40.40172294,-3.75829908,PASEO,EXTREMADURA,325,28011.0,"CALLE CONCEJAL FCO JOSE JIMENEZ MARTIN JUNTO AL PASEO DE EXTREMADURA (PARQUE) (ZONA I), ASC",31018163.0,2005-03-17T00:00:00Z,I10154,AE21,2,INFANTIL,8,[]
52095,AREA INFANTIL,103,LUCERO,10.0,LATINA,OPERATIVO,435680.47,4472625.33,ETRS89,40.40175447,-3.75796889,PASEO,EXTREMADURA,325,28011.0,"CALLE CONCEJAL FCO JOSE JIMENEZ MARTIN JUNTO AL PASEO DE EXTREMADURA (PARQUE) (ZONA III), ASC",31018163.0,2005-03-17T00:00:00Z,I10155,AE21,11,INFANTIL,8,"[('INFANTIL', '8')]"
52101,AREA DE MAYORES,117,ABRANTES,11.0,CARABANCHEL,OPERATIVO,438850.0,4470461.83,ETRS89,40.38250343,-3.72041293,CALLE,VIA LUSITANA,1,28025.0,"VÍA LUSITANA, 000001",11078650.0,2004-01-01T00:00:00Z,M1111,AE21,10,MAYORES,8,"[('MAYORES', '8')]"
52102,AREA DE MAYORES,114,VISTA ALEGRE,11.0,CARABANCHEL,OPERATIVO,436294.33,4470432.98,ETRS89,40.38205206,-3.75051619,CALLE,MONSENOR OSCAR ROMERO,73,28047.0,"MONSEÑOR ÓSCAR ROMERO, 000073",11074921.0,2004-01-01T00:00:00Z,M1112,AE21,10,MAYORES,8,"[('MAYORES', '8')]"
52103,AREA INFANTIL,116,BUENAVISTA,11.0,CARABANCHEL,OPERATIVO,435587.02,4468554.55,ETRS89,40.36507598,-3.75865852,CALLE,CIUDAD VIEJA DE CACERES,2,28054.0,"CIUDAD VIEJA DE CÁCERES, 000002",31002593.0,2004-01-01T00:00:00Z,I11159,AE21,8,INFANTIL,4,"[('INFANTIL', '4')]"
52105,AREA INFANTIL,117,ABRANTES,11.0,CARABANCHEL,OPERATIVO,438349.76,4469963.96,ETRS89,40.37798152,-3.72625768,CALLE,VIA LUSITANA,70,28025.0,"VÍA LUSITANA, 000070",11078869.0,2001-01-01T00:00:00Z,I11208,AE21,14,INFANTIL,4,"[('INFANTIL', '4')]"
52106,AREA INFANTIL,116,BUENAVISTA,11.0,CARABANCHEL,OPERATIVO,435982.93,4469528.11,ETRS89,40.37387674,-3.75409361,CALLE,AZCOITIA,31,28044.0,"AZCOITIA, 000031",31046075.0,2003-01-01T00:00:00Z,I11209,AE21,10,INFANTIL,5,[]
52107,AREA INFANTIL,116,BUENAVISTA,11.0,CARABANCHEL,OPERATIVO,436045.65,4468181.31,ETRS89,40.36174898,-3.75321977,AVENIDA,CARABANCHEL ALTO,53,28054.0,"AVENIDA CARABANCHEL ALTO, 000053",31039419.0,2004-01-01T00:00:00Z,I11210,AE21,4,INFANTIL,0,[]
52108,CIRCUITO DEPORTIVO ELEMENTAL,117,ABRANTES,11.0,CARABANCHEL,OPERATIVO,438845.589,4469702.123,ETRS89,40.37565929,-3.72039199,AVENIDA,PRINCESA JUANA DE AUSTRIA,43,28021.0,"AVENIDA PRINCESA JUANA DE AUSTRIA, 000043",20026320.0,2021-04-30T00:00:00Z,D1150,AE21,36,DEPORTIVAS,59,"[('DEPORTIVAS', '38'), ('INFANTIL', '21')]"
52109,CIRCUITO DEPORTIVO ELEMENTAL,113,SAN ISIDRO,11.0,CARABANCHEL,OPERATIVO,438192.2,4472295.05,ETRS89,40.3989694,-3.72833983,PASEO,ERMITA DEL SANTO,74B,28019.0,"PASEO ERMITA DEL SANTO, 000074  B",31048276.0,2006-11-01T00:00:00Z,D1151,AE21,26,DEPORTIVAS,77,"[('DEPORTIVAS', '46'), ('INFANTIL', '31')]"
52110,CIRCUITO DEPORTIVO ELEMENTAL,116,BUENAVISTA,11.0,CARABANCHEL,OPERATIVO,437755.39,4469213.21,ETRS89,40.37117422,-3.73318568,AVENIDA,EURO,12A,28054.0,"AVENIDA EURO, 000012  A",31045888.0,2021-06-05T00:00:00Z,D1152,AE21,16,DEPORTIVAS,27,"[('DEPORTIVAS', '24'), ('INFANTIL', '3')]"
52111,CIRCUITO DEPORTIVO ELEMENTAL,114,VISTA ALEGRE,11.0,CARABANCHEL,OPERATIVO,436321.81,4470514.14,ETRS89,40.38278529,-3.75020059,CALLE,FERNANDO DELGADO,8,28047.0,"FERNANDO DELGADO, 000008",11074893.0,2021-05-06T00:00:00Z,D1153,AE21,7,DEPORTIVAS,9,"[('DEPORTIVAS', '5'), ('INFANTIL', '4')]"
52114,AREA DE MAYORES,121,ORCASITAS,12.0,USERA,OPERATIVO,439823.98,4469029.92,ETRS89,40.36967495,-3.70880405,CALLE,GRAN AVENIDA,17A,28041.0,"GRAN AVENIDA, 000017  A",31055821.0,2013-01-08T00:00:00Z,M1209,AE21,8,MAYORES,7,"[('MAYORES', '7')]"
52115,AREA DE MAYORES,124,ALMENDRALES,12.0,USERA,OPERATIVO,440521.61,4470126.5,ETRS89,40.37960361,-3.70068968,CALLE,HERNANDEZ REQUENA,1,28026.0,"HERNÁNDEZ REQUENA, 000001",11082456.0,2014-09-01T00:00:00Z,M1210,AE21,9,MAYORES,11,"[('MAYORES', '8'), ('DEPORTIVAS', '3')]"
52116,AREA DE MAYORES,126,ZOFIO,12.0,USERA,OPERATIVO,439072.55,4470484.14,ETRS89,40.38272072,-3.71779338,CALLE,RICARDO BELTRAN Y ROZPIDE,10,28026.0,"RICARDO BELTRÁN Y RÓZPIDE, 000010",20001059.0,2014-09-01T00:00:00Z,M1211,AE21,9,MAYORES,9,"[('MAYORES', '8'), ('INFANTIL', '1')]"
52119,AREA INFANTIL,121,ORCASITAS,12.0,USERA,OPERATIVO,440063.797,4468947.479,ETRS89,40.36894955,-3.70597173,CALLE,GRAN AVENIDA,22,28041.0,"GRAN AVENIDA, 000022",11080732.0,2003-01-01T00:00:00Z,I12112,AE21,5,INFANTIL,2,"[('INFANTIL', '2')]"
52120,AREA DE MAYORES,121,ORCASITAS,12.0,USERA,OPERATIVO,439688.25,4468739.01,ETRS89,40.36704447,-3.71037516,CALLE,CAMINO VIEJO DE VILLAVERDE,34,28041.0,"CAMINO VIEJO DE VILLAVERDE, 000034",31030369.0,2014-01-09T00:00:00Z,M1212,AE21,8,MAYORES,12,"[('INFANTIL', '6'), ('MAYORES', '6')]"
52121,CIRCUITO DEPORTIVO ELEMENTAL,127,PRADOLONGO,12.0,USERA,OPERATIVO,440129.74,4469313.67,ETRS89,40.37225314,-3.70522945,AVENIDA,POBLADOS,169,28041.0,"AVENIDA POBLADOS, 000169",31007159.0,2013-01-08T00:00:00Z,D1250,AE21,16,DEPORTIVAS,31,[]
52122,CIRCUITO DEPORTIVO ELEMENTAL,121,ORCASITAS,12.0,USERA,OPERATIVO,439068.85,4468763.84,ETRS89,40.36722311,-3.71767252,CALLE,BEASAIN,45,28041.0,"BEASAIN, 000045",31030933.0,2013-01-08T00:00:00Z,D1251,AE21,15,DEPORTIVAS,18,"[('DEPORTIVAS', '18')]"
52123,CIRCUITO DEPORTIVO ELEMENTAL,121,ORCASITAS,12.0,USERA,OPERATIVO,439874.08,4468712.14,ETRS89,40.36681583,-3.70818401,CALLE,SIMCA,4,28041.0,"SIMCA, 000004",31002263.0,2013-01-08T00:00:00Z,D1252,AE21,6,DEPORTIVAS,8,"[('INFANTIL', '7'), ('DEPORTIVAS', '1')]"
52124,AREA INFANTIL,132,SAN DIEGO,13.0,PUENTE DE VALLECAS,OPERATIVO,443579.94,4470574.35,ETRS89,40.38385079,-3.66470281,AVENIDA,SAN DIEGO,99,28018.0,"AVENIDA SAN DIEGO, 000099",31047249.0,2013-04-03T00:00:00Z,I13160,AE21,12,INFANTIL,6,"[('INFANTIL', '6')]"
52125,AREA INFANTIL,134,PALOMERAS SURESTE,13.0,PUENTE DE VALLECAS,OPERATIVO,445612.026,4471533.842,ETRS89,40.39262963,-3.64084552,AVENIDA,PABLO NERUDA,5,28038.0,"AVENIDA PABLO NERUDA, 000005",31035031.0,2007-12-07T00:00:00Z,I13161,AE21,7,INFANTIL,40,"[('INFANTIL', '40')]"
52126,AREA INFANTIL,134,PALOMERAS SURESTE,13.0,PUENTE DE VALLECAS,OPERATIVO,445921.727,4470932.828,ETRS89,40.38723547,-3.63714554,CALLE,LEON FELIPE,10 B,28038.0,"LEÓN FELIPE, 000010  B",11096561.0,2007-07-11T00:00:00Z,I13162,AE21,5,INFANTIL,2,"[('INFANTIL', '2')]"
52127,AREA INFANTIL,131,ENTREVIAS,13.0,PUENTE DE VALLECAS,OPERATIVO,443630.984,4469779.786,ETRS89,40.37669633,-3.66403119,CALLE,VILCHES,15 F,28053.0,"VILCHES, 000015  F",31021182.0,2007-04-11T00:00:00Z,I13163,AE21,10,INFANTIL,0,[]
52128,AREA INFANTIL,134,PALOMERAS SURESTE,13.0,PUENTE DE VALLECAS,OPERATIVO,444967.99,4470064.78,ETRS89,40.3793531,-3.64830674,AVENIDA,MIGUEL HERNANDEZ,114,28018.0,"AVENIDA MIGUEL HERNÁNDEZ, 000114",20154123.0,2007-08-10T00:00:00Z,I13164,AE21,7,INFANTIL,3,"[('INFANTIL', '3')]"
52129,AREA INFANTIL,134,PALOMERAS SURESTE,13.0,PUENTE DE VALLECAS,OPERATIVO,445702.154,4470868.878,ETRS89,40.38664509,-3.63972693,CALLE,COIN,11,28018.0,"COÍN, 000011",20156478.0,2013-06-06T00:00:00Z,I13165,AE21,8,INFANTIL,4,"[('INFANTIL', '4')]"
52130,CIRCUITO DEPORTIVO ELEMENTAL,134,PALOMERAS SURESTE,13.0,PUENTE DE VALLECAS,OPERATIVO,446218.38,4471206.8,ETRS89,40.38972279,-3.63367374,CALLE,RAFAEL FERNANDEZ HIJICOS,23,28038.0,"AVENIDA MIGUEL HERNÁNDEZ, 000011",11096620.0,2013-01-08T00:00:00Z,D1350,AE21,11,DEPORTIVAS,19,[]
52131,CIRCUITO DEPORTIVO ELEMENTAL,131,ENTREVIAS,13.0,PUENTE DE VALLECAS,OPERATIVO,443686.861,4469940.648,ETRS89,40.37814925,-3.66338721,AVENIDA,ENTREVIAS,92,28053.0,"AVENIDA ENTREVÍAS, 000092",11088012.0,2013-01-08T00:00:00Z,D1351,AE21,11,DEPORTIVAS,25,"[('DEPORTIVAS', '25')]"
52132,CIRCUITO DEPORTIVO ELEMENTAL,131,ENTREVIAS,13.0,PUENTE DE VALLECAS,OPERATIVO,443212.722,4469309.766,ETRS89,40.37243371,-3.66891616,RONDA,SUR,219,28053.0,"RDA SUR, 000008",20084211.0,2013-08-01T00:00:00Z,D1352,AE21,13,DEPORTIVAS,9,"[('DEPORTIVAS', '9')]"
52135,AREA DE MAYORES,146,VINATEROS,14.0,MORATALAZ,OPERATIVO,445168.79,4473086.44,ETRS89,40.40658731,-3.64620151,CALLE,CAMINO DE LOS VINATEROS,136,28030.0,"CAMINO DE LOS VINATEROS, 000136",20105688.0,2012-09-19T00:00:00Z,M1403,AE21,17,MAYORES,16,"[('MAYORES', '11'), ('DEPORTIVAS', '5')]"
52136,AREA INFANTIL,146,VINATEROS,14.0,MORATALAZ,OPERATIVO,445801.529,4472634.24,ETRS89,40.40255505,-3.63870644,CALLE,HACIENDA DE PAVONES,173,28030.0,"HACIENDA DE PAVONES, 000173",11102965.0,2011-01-01T00:00:00Z,I14107,AE21,7,INFANTIL,0,[]
52137,AREA INFANTIL,142,HORCAJO,14.0,MORATALAZ,OPERATIVO,446626.8,4472802.044,ETRS89,40.40412004,-3.62899559,CALLE,LAGUNA NEGRA,2,28030.0,"LAGUNA NEGRA, 000002",20146497.0,2011-01-01T00:00:00Z,I14108,AE21,18,INFANTIL,7,"[('INFANTIL', '7')]"
52138,CIRCUITO DEPORTIVO ELEMENTAL,143,MARROQUINA,14.0,MORATALAZ,OPERATIVO,445697.53,4473557.91,ETRS89,40.41086925,-3.64001076,AVENIDA,DOCTOR GARCIA TAPIA,123,28030.0,"AVENIDA DOCTOR GARCÍA TAPIA, 000123",11101400.0,2013-01-08T00:00:00Z,D1450,AE21,9,DEPORTIVAS,55,"[('DEPORTIVAS', '55')]"
52139,CIRCUITO DEPORTIVO ELEMENTAL,142,HORCAJO,14.0,MORATALAZ,OPERATIVO,446663.4,4473627.64,ETRS89,40.41155987,-3.62863349,CALLE,FUENTE CARRANTONA,61,28030.0,"FUENTE CARRANTONA, 000061",31041857.0,2013-08-01T00:00:00Z,D1451,AE21,11,DEPORTIVAS,9,"[('DEPORTIVAS', '9')]"
52141,CIRCUITO DEPORTIVO ELEMENTAL,141,PAVONES,14.0,MORATALAZ,OPERATIVO,446858.77,4472761.966,ETRS89,40.40377383,-3.62625867,CALLE,ATENAS,6B,28030.0,"ATENAS, 000006  B",20129222.0,2013-08-01T00:00:00Z,D1453,AE21,1,DEPORTIVAS,7,"[('DEPORTIVAS', '7')]"
52142,AREA DE MAYORES,151,VENTAS,15.0,CIUDAD LINEAL,OPERATIVO,444317.24,4474781.8,ETRS89,40.42180355,-3.65638504,AVENIDA,MARQUES DE CORBERA,4,28017.0,AVENIDA MARQUES DE CORBERA 4,20167853.0,2012-07-18T00:00:00Z,M1501,AE21,7,MAYORES,24,[]
52143,AREA DE MAYORES,152,PUEBLO NUEVO,15.0,CIUDAD LINEAL,OPERATIVO,445860.0,4474954.82,ETRS89,40.42346402,-3.6382149,CALLE,SAN BALDOMERO,12,28017.0,CALLE SAN BALDOMERO 12,11107037.0,2011-04-12T00:00:00Z,M1504,AE21,8,MAYORES,2,"[('MAYORES', '2')]"
52144,AREA INFANTIL,152,PUEBLO NUEVO,15.0,CIUDAD LINEAL,OPERATIVO,445856.22,4475126.82,ETRS89,40.42501325,-3.6382741,CALLE,FERNANDO GABRIEL,11,28017.0,CALLE FERNANDO GABRIEL 11,11106836.0,2004-01-01T00:00:00Z,I15082,AE21,12,INFANTIL,2,"[('INFANTIL', '2')]"
52146,AREA INFANTIL,153,QUINTANA,15.0,CIUDAD LINEAL,OPERATIVO,445830.92,4476600.97,ETRS89,40.43829159,-3.63869797,CALLE,ARTURO SORIA,5,28027.0,CALLE ARTURO SORIA 5,20038844.0,2008-01-01T00:00:00Z,I15135,AE21,7,INFANTIL,2,"[('INFANTIL', '2')]"
52147,AREA INFANTIL,153,QUINTANA,15.0,CIUDAD LINEAL,OPERATIVO,445821.1,4476594.89,ETRS89,40.43823618,-3.63881323,CALLE,MISTERIOS,1,28027.0,CALLE MISTERIOS 1,31011837.0,2008-01-01T00:00:00Z,I15136,AE21,9,INFANTIL,3,"[('INFANTIL', '3')]"
52148,AREA INFANTIL,159,COSTILLARES,15.0,CIUDAD LINEAL,OPERATIVO,443112.04,4481365.15,ETRS89,40.48102799,-3.67118076,CALLE,CALERUEGA,40,28033.0,CALLE CALERUEGA 40,20133262.0,2007-01-01T00:00:00Z,I15137,AE21,5,INFANTIL,3,"[('INFANTIL', '3')]"
52149,AREA INFANTIL,151,VENTAS,15.0,CIUDAD LINEAL,OPERATIVO,444346.42,4474578.55,ETRS89,40.41997451,-3.65602331,CALLE,FELIX RODRIGUEZ DE LA FUENTE,89,28017.0,PARQUE DE LA ELIPA,20104887.0,2009-02-06T00:00:00Z,I15138,AE21,4,INFANTIL,11,"[('DEPORTIVAS', '10'), ('INFANTIL', '1')]"
52152,AREA INFANTIL,161,PALOMAS,16.0,HORTALEZA,OPERATIVO,447634.13,4477921.51,ETRS89,40.45030329,-3.61754669,CALLE,PEONIAS,2,28042.0,CALLE PEONIAS 2,11113206.0,2002-01-01T00:00:00Z,I16180,AE21,4,INFANTIL,5,"[('INFANTIL', '5')]"
52153,AREA INFANTIL,166,VALDEFUENTES,16.0,HORTALEZA,OPERATIVO,447795.74,4481819.44,ETRS89,40.48542815,-3.61596167,AVENIDA,JOSE ANTONIO CORRALES,8,28055.0,AVENIDA JOSE ANTONIO CORRALES 8,31039456.0,2014-01-09T00:00:00Z,I16185,AE21,6,INFANTIL,0,[]
