_id,FECHA_INTERVENCION,TIPO_INTERVENCION,ESTADO_PREVIO,ESTADO_POSTERIOR,JUEGOID,TIPO,COMENTARIOS
MNT-00814,2024-04-02T00:00:00Z,PREVENTIVO,MALO,REGULAR,9391553,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 814
MNT-00815,2023-11-17T00:00:00Z,EMERGENCIA,MALO,REGULAR,5211517,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 815
MNT-00816,2024-01-11T00:00:00Z,CORRECTIVO,REGULAR,REGULAR,3568318,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 816
MNT-00817,2024-02-23T00:00:00Z,PREVENTIVO,MALO,BUENO,18785,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 817
MNT-00818,2024-07-20T00:00:00Z,EMERGENCIA,BUENO,REGULAR,5003242,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 818
MNT-00819,2024-08-19T00:00:00Z,EMERGENCIA,BUENO,MALO,5066102,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 819
MNT-00820,2024-12-09T00:00:00Z,PREVENTIVO,MALO,BUENO,9180977,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 820
MNT-00821,2023-01-12T00:00:00Z,EMERGENCIA,MALO,BUENO,9179452,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 821
MNT-00822,2024-09-09T00:00:00Z,CORRECTIVO,BUENO,BUENO,6878713,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 822
MNT-00823,2024-06-22T00:00:00Z,PREVENTIVO,REGULAR,REGULAR,21113,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 823
MNT-00824,2024-05-10T00:00:00Z,PREVENTIVO,MALO,BUENO,5241061,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 824
MNT-00825,2024-08-01T00:00:00Z,CORRECTIVO,MALO,BUENO,7898768,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 825
MNT-00826,2023-12-11T00:00:00Z,EMERGENCIA,MALO,REGULAR,21185,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 826
MNT-00827,2023-02-11T00:00:00Z,PREVENTIVO,REGULAR,BUENO,9430060,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 827
MNT-00828,2023-11-21T00:00:00Z,EMERGENCIA,REGULAR,MALO,22072,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 828
MNT-00829,2024-01-30T00:00:00Z,EMERGENCIA,REGULAR,BUENO,4986986,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 829
MNT-00830,2023-11-11T00:00:00Z,PREVENTIVO,MALO,REGULAR,4990337,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 830
MNT-00831,2024-04-29T00:00:00Z,EMERGENCIA,BUENO,MALO,3581567,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 831
MNT-00832,2024-05-26T00:00:00Z,CORRECTIVO,MALO,MALO,33617,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 832
MNT-00833,2024-10-11T00:00:00Z,PREVENTIVO,BUENO,REGULAR,59628,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 833
MNT-00834,2024-01-18T00:00:00Z,PREVENTIVO,MALO,BUENO,33427,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 834
MNT-00835,2024-02-19T00:00:00Z,PREVENTIVO,MALO,MALO,7603260,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 835
MNT-00836,2024-06-21T00:00:00Z,PREVENTIVO,REGULAR,MALO,3567951,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 836
MNT-00837,2023-11-16T00:00:00Z,EMERGENCIA,BUENO,REGULAR,58524,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 837
MNT-00838,2023-10-24T00:00:00Z,PREVENTIVO,BUENO,BUENO,9510570,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 838
MNT-00839,2024-09-08T00:00:00Z,PREVENTIVO,BUENO,MALO,34840,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 839
MNT-00840,2024-01-26T00:00:00Z,PREVENTIVO,BUENO,BUENO,7142114,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 840
MNT-00841,2023-10-20T00:00:00Z,CORRECTIVO,MALO,REGULAR,8891626,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 841
MNT-00842,2024-08-31T00:00:00Z,PREVENTIVO,REGULAR,MALO,9470463,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 842
MNT-00843,2024-07-14T00:00:00Z,CORRECTIVO,MALO,BUENO,9510572,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 843
MNT-00844,2024-02-19T00:00:00Z,CORRECTIVO,REGULAR,MALO,21442,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 844
MNT-00845,2024-08-09T00:00:00Z,CORRECTIVO,REGULAR,BUENO,59951,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 845
MNT-00846,2024-02-18T00:00:00Z,EMERGENCIA,BUENO,MALO,20310,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 846
MNT-00847,2024-07-12T00:00:00Z,EMERGENCIA,BUENO,REGULAR,7896552,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 847
MNT-00848,2024-06-10T00:00:00Z,CORRECTIVO,BUENO,MALO,58911,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 848
MNT-00849,2023-11-07T00:00:00Z,EMERGENCIA,REGULAR,BUENO,9158779,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 849
MNT-00850,2024-01-06T00:00:00Z,CORRECTIVO,REGULAR,MALO,3559806,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 850
MNT-00851,2024-06-24T00:00:00Z,PREVENTIVO,MALO,BUENO,9052184,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 851
MNT-00852,2023-10-23T00:00:00Z,CORRECTIVO,MALO,MALO,21148,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 852
MNT-00853,2024-08-07T00:00:00Z,EMERGENCIA,BUENO,MALO,4984748,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 853
MNT-00854,2023-11-20T00:00:00Z,PREVENTIVO,BUENO,REGULAR,20151,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 854
MNT-00855,2023-10-24T00:00:00Z,PREVENTIVO,MALO,BUENO,52905,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 855
MNT-00856,2024-04-09T00:00:00Z,PREVENTIVO,REGULAR,MALO,20310,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 856
MNT-00857,2024-05-30T00:00:00Z,PREVENTIVO,MALO,BUENO,25099,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 857
MNT-00858,2024-06-03T00:00:00Z,PREVENTIVO,REGULAR,BUENO,25837,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 858
MNT-00859,2024-02-19T00:00:00Z,PREVENTIVO,BUENO,BUENO,5239101,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 859
MNT-00860,2024-06-05T00:00:00Z,PREVENTIVO,MALO,MALO,58303,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 860
MNT-00861,2024-06-29T00:00:00Z,EMERGENCIA,BUENO,BUENO,3530371,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 861
MNT-00862,2024-09-26T00:00:00Z,CORRECTIVO,BUENO,MALO,33707,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 862
MNT-00863,2024-10-09T00:00:00Z,PREVENTIVO,REGULAR,REGULAR,5195392,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 863
MNT-00864,2024-08-14T00:00:00Z,EMERGENCIA,REGULAR,BUENO,9181805,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 864
MNT-00865,2024-01-24T00:00:00Z,EMERGENCIA,REGULAR,MALO,5239173,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 865
MNT-00866,2023-11-22T00:00:00Z,EMERGENCIA,MALO,BUENO,19107,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 866
MNT-00867,2024-06-12T00:00:00Z,PREVENTIVO,REGULAR,BUENO,4793820,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 867
MNT-00868,2024-07-01T00:00:00Z,EMERGENCIA,REGULAR,MALO,9289339,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 868
MNT-00869,2024-09-27T00:00:00Z,PREVENTIVO,BUENO,MALO,3576530,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 869
MNT-00870,2023-10-30T00:00:00Z,EMERGENCIA,BUENO,REGULAR,8987305,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 870
MNT-00871,2024-10-08T00:00:00Z,EMERGENCIA,BUENO,REGULAR,20820,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 871
MNT-00872,2024-05-14T00:00:00Z,EMERGENCIA,MALO,MALO,59556,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 872
MNT-00873,2023-11-14T00:00:00Z,PREVENTIVO,REGULAR,BUENO,9256438,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 873
MNT-00874,2024-04-16T00:00:00Z,PREVENTIVO,REGULAR,MALO,5658227,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 874
MNT-00875,2024-10-02T00:00:00Z,EMERGENCIA,REGULAR,MALO,34231,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 875
MNT-00876,2024-06-09T00:00:00Z,EMERGENCIA,BUENO,BUENO,20671,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 876
MNT-00877,2024-01-01T00:00:00Z,PREVENTIVO,MALO,BUENO,5249152,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 877
MNT-00878,2024-05-05T00:00:00Z,EMERGENCIA,REGULAR,BUENO,34155,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 878
MNT-00879,2024-09-04T00:00:00Z,CORRECTIVO,REGULAR,REGULAR,9277916,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 879
MNT-00880,2023-12-12T00:00:00Z,EMERGENCIA,BUENO,BUENO,9398415,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 880
MNT-00881,2024-02-05T00:00:00Z,PREVENTIVO,MALO,REGULAR,32848,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 881
MNT-00882,2024-04-11T00:00:00Z,PREVENTIVO,REGULAR,MALO,59902,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 882
MNT-00883,2024-02-25T00:00:00Z,PREVENTIVO,MALO,REGULAR,21483,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 883
MNT-00884,2024-02-13T00:00:00Z,PREVENTIVO,REGULAR,REGULAR,9290998,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 884
MNT-00885,2024-03-12T00:00:00Z,CORRECTIVO,REGULAR,BUENO,4963707,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 885
MNT-00886,2024-06-01T00:00:00Z,CORRECTIVO,MALO,BUENO,53117,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 886
MNT-00887,2023-11-29T00:00:00Z,CORRECTIVO,BUENO,MALO,4988053,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 887
MNT-00888,2024-04-27T00:00:00Z,EMERGENCIA,MALO,MALO,34933,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 888
MNT-00889,2024-08-14T00:00:00Z,CORRECTIVO,REGULAR,BUENO,9264113,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 889
MNT-00890,2024-02-24T00:00:00Z,CORRECTIVO,BUENO,MALO,5239111,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 890
MNT-00891,2024-02-17T00:00:00Z,PREVENTIVO,BUENO,BUENO,58632,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 891
MNT-00892,2024-01-28T00:00:00Z,PREVENTIVO,MALO,MALO,7927332,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 892
MNT-00893,2024-04-10T00:00:00Z,PREVENTIVO,REGULAR,REGULAR,33930,NAN,COMENTARIO SOBRE EL MANTENIMIENTO 893
MNT-00894,2024-09-23T00:00:00Z,PREVENTIVO,REGULAR,BUENO,9510572,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 894
MNT-00895,2024-10-01T00:00:00Z,EMERGENCIA,MALO,BUENO,8804650,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 895
MNT-00896,2024-07-31T00:00:00Z,EMERGENCIA,BUENO,BUENO,5240847,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 896
MNT-00897,2024-07-29T00:00:00Z,CORRECTIVO,BUENO,BUENO,35087,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 897
MNT-00898,2024-06-30T00:00:00Z,EMERGENCIA,REGULAR,REGULAR,35191,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 898
MNT-00899,2024-08-16T00:00:00Z,PREVENTIVO,REGULAR,REGULAR,7107765,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 899
MNT-00900,2024-07-20T00:00:00Z,CORRECTIVO,MALO,REGULAR,451332,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 900
MNT-00901,2024-04-27T00:00:00Z,PREVENTIVO,MALO,BUENO,21514,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 901
MNT-00902,2024-05-18T00:00:00Z,CORRECTIVO,BUENO,MALO,7125676,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 902
MNT-00903,2023-07-11T00:00:00Z,EMERGENCIA,REGULAR,REGULAR,4749936,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 903
MNT-00904,2024-01-01T00:00:00Z,PREVENTIVO,REGULAR,REGULAR,33492,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 904
MNT-00905,2024-09-28T00:00:00Z,EMERGENCIA,REGULAR,BUENO,7862450,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 905
MNT-00906,2024-04-24T00:00:00Z,CORRECTIVO,BUENO,BUENO,35138,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 906
MNT-00907,2024-09-11T00:00:00Z,EMERGENCIA,MALO,BUENO,21686,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 907
MNT-00908,2024-08-25T00:00:00Z,PREVENTIVO,REGULAR,REGULAR,20690,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 908
MNT-00909,2024-10-06T00:00:00Z,PREVENTIVO,BUENO,MALO,9218670,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 909
MNT-00910,2024-09-06T00:00:00Z,PREVENTIVO,REGULAR,MALO,19419,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 910
MNT-00911,2024-01-20T00:00:00Z,CORRECTIVO,REGULAR,BUENO,5107844,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 911
MNT-00912,2024-03-08T00:00:00Z,EMERGENCIA,REGULAR,BUENO,5239109,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 912
MNT-00913,2024-04-23T00:00:00Z,EMERGENCIA,REGULAR,MALO,22183,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 913
MNT-00914,2023-11-16T00:00:00Z,PREVENTIVO,REGULAR,REGULAR,9178361,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 914
MNT-00915,2023-10-11T00:00:00Z,CORRECTIVO,BUENO,MALO,58058,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 915
MNT-00916,2024-02-07T00:00:00Z,CORRECTIVO,MALO,REGULAR,59236,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 916
MNT-00917,2023-12-31T00:00:00Z,CORRECTIVO,MALO,REGULAR,7847859,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 917
MNT-00918,2024-01-14T00:00:00Z,CORRECTIVO,BUENO,REGULAR,5658547,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 918
MNT-00919,2024-09-01T00:00:00Z,EMERGENCIA,MALO,BUENO,7896576,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 919
MNT-00920,2024-08-12T00:00:00Z,CORRECTIVO,REGULAR,REGULAR,7116364,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 920
MNT-00921,2023-12-18T00:00:00Z,EMERGENCIA,BUENO,BUENO,5107921,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 921
MNT-00922,2023-12-31T00:00:00Z,EMERGENCIA,MALO,REGULAR,32697,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 922
MNT-00923,2024-07-21T00:00:00Z,PREVENTIVO,REGULAR,BUENO,7889426,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 923
MNT-00924,2023-12-14T00:00:00Z,PREVENTIVO,MALO,BUENO,5219438,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 924
MNT-00925,2024-08-05T00:00:00Z,CORRECTIVO,MALO,MALO,25821,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 925
MNT-00926,2024-06-30T00:00:00Z,CORRECTIVO,REGULAR,BUENO,33664,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 926
MNT-00927,2023-11-17T00:00:00Z,CORRECTIVO,REGULAR,MALO,7928123,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 927
MNT-00928,2024-09-13T00:00:00Z,PREVENTIVO,MALO,MALO,32578,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 928
MNT-00929,2024-01-21T00:00:00Z,PREVENTIVO,REGULAR,REGULAR,5659024,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 929
MNT-00930,2023-12-25T00:00:00Z,CORRECTIVO,BUENO,BUENO,4795116,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 930
MNT-00931,2023-12-26T00:00:00Z,EMERGENCIA,REGULAR,REGULAR,21996,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 931
MNT-00932,2024-04-12T00:00:00Z,PREVENTIVO,MALO,REGULAR,21376,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 932
MNT-00933,2024-02-09T00:00:00Z,PREVENTIVO,REGULAR,REGULAR,4749814,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 933
MNT-00934,2024-04-03T00:00:00Z,CORRECTIVO,BUENO,REGULAR,9295428,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 934
MNT-00935,2024-06-28T00:00:00Z,CORRECTIVO,REGULAR,MALO,5658675,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 935
MNT-00936,2024-06-15T00:00:00Z,EMERGENCIA,REGULAR,BUENO,7128834,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 936
MNT-00937,2024-11-01T00:00:00Z,CORRECTIVO,MALO,REGULAR,33291,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 937
MNT-00938,2024-02-22T00:00:00Z,EMERGENCIA,BUENO,MALO,7404221,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 938
MNT-00939,2024-01-24T00:00:00Z,CORRECTIVO,BUENO,BUENO,59709,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 939
MNT-00940,2024-10-12T00:00:00Z,CORRECTIVO,BUENO,REGULAR,5250510,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 940
MNT-00941,2024-03-28T00:00:00Z,CORRECTIVO,MALO,MALO,21654,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 941
MNT-00942,2023-12-31T00:00:00Z,PREVENTIVO,REGULAR,REGULAR,3710943,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 942
MNT-00943,2024-01-18T00:00:00Z,CORRECTIVO,MALO,REGULAR,7527031,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 943
MNT-00944,2024-04-24T00:00:00Z,PREVENTIVO,MALO,MALO,7927307,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 944
MNT-00945,2024-03-02T00:00:00Z,CORRECTIVO,REGULAR,BUENO,3566723,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 945
MNT-00946,2024-02-11T00:00:00Z,PREVENTIVO,BUENO,MALO,7896543,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 946
MNT-00947,2024-07-23T00:00:00Z,EMERGENCIA,MALO,MALO,9177834,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 947
MNT-00948,2024-04-15T00:00:00Z,PREVENTIVO,REGULAR,BUENO,3573265,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 948
MNT-00949,2024-01-08T00:00:00Z,PREVENTIVO,BUENO,BUENO,5238975,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 949
MNT-00950,2024-04-26T00:00:00Z,EMERGENCIA,BUENO,BUENO,3531004,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 950
MNT-00951,2024-04-22T00:00:00Z,PREVENTIVO,REGULAR,REGULAR,20324,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 951
MNT-00952,2024-09-20T00:00:00Z,CORRECTIVO,REGULAR,BUENO,33067,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 952
MNT-00953,2024-01-31T00:00:00Z,EMERGENCIA,BUENO,MALO,59076,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 953
MNT-00954,2024-05-06T00:00:00Z,CORRECTIVO,MALO,MALO,22111,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 954
MNT-00955,2024-01-18T00:00:00Z,CORRECTIVO,REGULAR,MALO,58222,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 955
MNT-00956,2024-07-24T00:00:00Z,EMERGENCIA,REGULAR,REGULAR,8941976,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 956
MNT-00957,2024-02-26T00:00:00Z,CORRECTIVO,BUENO,MALO,60069,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 957
MNT-00958,2023-12-21T00:00:00Z,CORRECTIVO,BUENO,BUENO,5173864,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 958
MNT-00959,2024-08-26T00:00:00Z,CORRECTIVO,BUENO,BUENO,59758,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 959
MNT-00960,2024-05-25T00:00:00Z,EMERGENCIA,MALO,MALO,34057,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 960
MNT-00961,2024-11-10T00:00:00Z,CORRECTIVO,MALO,MALO,58221,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 961
MNT-00962,2023-11-29T00:00:00Z,CORRECTIVO,REGULAR,BUENO,19851,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 962
MNT-00963,2023-10-30T00:00:00Z,PREVENTIVO,REGULAR,BUENO,5659124,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 963
MNT-00964,2023-08-11T00:00:00Z,CORRECTIVO,BUENO,REGULAR,5658647,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 964
MNT-00965,2024-07-28T00:00:00Z,EMERGENCIA,MALO,MALO,4745671,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 965
MNT-00966,2024-09-07T00:00:00Z,CORRECTIVO,BUENO,MALO,9294729,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 966
MNT-00967,2024-03-24T00:00:00Z,EMERGENCIA,REGULAR,BUENO,8888605,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 967
MNT-00968,2023-12-12T00:00:00Z,CORRECTIVO,BUENO,MALO,3963498,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 968
MNT-00969,2024-09-10T00:00:00Z,PREVENTIVO,MALO,MALO,32945,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 969
MNT-00970,2024-09-27T00:00:00Z,EMERGENCIA,MALO,MALO,7794497,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 970
MNT-00971,2024-03-16T00:00:00Z,CORRECTIVO,REGULAR,BUENO,58723,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 971
MNT-00972,2024-04-27T00:00:00Z,EMERGENCIA,BUENO,BUENO,20527,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 972
MNT-00973,2024-09-15T00:00:00Z,EMERGENCIA,REGULAR,REGULAR,5659299,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 973
MNT-00974,2024-12-03T00:00:00Z,EMERGENCIA,MALO,REGULAR,20570,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 974
MNT-00975,2024-05-04T00:00:00Z,EMERGENCIA,BUENO,BUENO,8888460,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 975
MNT-00976,2024-08-26T00:00:00Z,EMERGENCIA,MALO,BUENO,59201,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 976
MNT-00977,2024-06-01T00:00:00Z,EMERGENCIA,BUENO,MALO,9277919,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 977
MNT-00978,2024-05-22T00:00:00Z,PREVENTIVO,REGULAR,BUENO,7841732,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 978
MNT-00979,2024-09-27T00:00:00Z,EMERGENCIA,BUENO,REGULAR,32554,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 979
MNT-00980,2024-01-30T00:00:00Z,CORRECTIVO,BUENO,BUENO,3581917,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 980
MNT-00981,2024-06-19T00:00:00Z,EMERGENCIA,REGULAR,MALO,20597,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 981
MNT-00982,2024-05-16T00:00:00Z,CORRECTIVO,MALO,MALO,59445,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 982
