_id,FECHA_REPORTE,TIPO_INCIDENTE,GRAVEDAD,AREARECREATIVAID
IS-217,2022-11-01T00:00:00Z,DANO ESTRUCTURAL,BAJA,18379
IS-2170,2022-09-11T00:00:00Z,ROBO,CRITICA,18101
IS-2171,2019-11-07T00:00:00Z,ACCIDENTE,CRITICA,18568
IS-2172,2024-03-12T00:00:00Z,VANDALISMO,CRITICA,17990
IS-2173,2021-10-18T00:00:00Z,VANDALISMO,BAJA,18579
IS-2174,2020-03-31T00:00:00Z,ACCIDENTE,BAJA,17421
IS-2175,2021-03-08T00:00:00Z,VANDALISMO,ALTA,52094
IS-2176,2022-08-29T00:00:00Z,CAIDA,MEDIA,7840614
IS-2177,2020-06-25T00:00:00Z,ROBO,MEDIA,17886
IS-2178,2021-11-23T00:00:00Z,CAIDA,CRITICA,18607
IS-2179,2020-04-22T00:00:00Z,ACCIDENTE,ALTA,17030
IS-218,2020-10-19T00:00:00Z,DANO ESTRUCTURAL,CRITICA,8785368
IS-2180,2021-06-11T00:00:00Z,ROBO,CRITICA,18299
IS-2181,2023-07-22T00:00:00Z,ACCIDENTE,CRITICA,16747
IS-2182,2022-09-23T00:00:00Z,DANO ESTRUCTURAL,ALTA,17542
IS-2183,2020-07-27T00:00:00Z,CAIDA,CRITICA,52088
IS-2184,2022-08-08T00:00:00Z,ACCIDENTE,BAJA,7280401
IS-2185,2023-10-04T00:00:00Z,CAIDA,MEDIA,17317
IS-2186,2023-12-02T00:00:00Z,VANDALISMO,CRITICA,9438309
IS-2187,2020-11-19T00:00:00Z,CAIDA,ALTA,8218587
IS-2188,2022-02-05T00:00:00Z,VANDALISMO,ALTA,17358
IS-2189,2021-05-04T00:00:00Z,ROBO,BAJA,17644
IS-219,2023-05-17T00:00:00Z,VANDALISMO,ALTA,5240288
IS-2190,2023-10-25T00:00:00Z,DANO ESTRUCTURAL,BAJA,18449
IS-2191,2019-11-18T00:00:00Z,VANDALISMO,ALTA,5213823
IS-2192,2023-11-08T00:00:00Z,CAIDA,CRITICA,17321
IS-2193,2020-01-29T00:00:00Z,DANO ESTRUCTURAL,CRITICA,18409
IS-2194,2023-10-21T00:00:00Z,CAIDA,ALTA,17438
IS-2195,2021-05-21T00:00:00Z,CAIDA,ALTA,7861574
IS-2196,2022-12-22T00:00:00Z,CAIDA,CRITICA,9294501
IS-2197,2021-12-20T00:00:00Z,ROBO,BAJA,17899
IS-2198,2021-11-09T00:00:00Z,CAIDA,MEDIA,18564
IS-2199,2022-06-09T00:00:00Z,CAIDA,BAJA,18371
IS-22,2019-11-18T00:00:00Z,VANDALISMO,MEDIA,52105
IS-220,2024-03-13T00:00:00Z,CAIDA,BAJA,5175231
IS-2200,2023-06-21T00:00:00Z,ROBO,BAJA,52203
IS-2201,2024-01-30T00:00:00Z,DANO ESTRUCTURAL,MEDIA,18313
IS-2202,2024-03-12T00:00:00Z,DANO ESTRUCTURAL,MEDIA,52213
IS-2203,2024-03-12T00:00:00Z,ACCIDENTE,CRITICA,7021749
IS-2204,2022-06-08T00:00:00Z,CAIDA,MEDIA,17530
IS-2205,2023-02-11T00:00:00Z,VANDALISMO,BAJA,17993
IS-2206,2020-11-03T00:00:00Z,DANO ESTRUCTURAL,BAJA,18268
IS-2207,2023-11-25T00:00:00Z,ACCIDENTE,MEDIA,17977
IS-2208,2021-09-18T00:00:00Z,CAIDA,CRITICA,17864
IS-2209,2021-12-13T00:00:00Z,DANO ESTRUCTURAL,CRITICA,5195385
IS-221,2024-03-04T00:00:00Z,ACCIDENTE,MEDIA,17924
IS-2210,2024-06-14T00:00:00Z,ACCIDENTE,MEDIA,7886698
IS-2211,2024-05-26T00:00:00Z,DANO ESTRUCTURAL,CRITICA,16921
IS-2212,2022-10-04T00:00:00Z,ACCIDENTE,CRITICA,18094
IS-2213,2021-07-01T00:00:00Z,ACCIDENTE,MEDIA,52190
IS-2214,2020-06-28T00:00:00Z,VANDALISMO,MEDIA,18107
IS-2215,2023-04-08T00:00:00Z,ACCIDENTE,MEDIA,5241169
IS-2216,2021-12-16T00:00:00Z,DANO ESTRUCTURAL,BAJA,17940
IS-2217,2023-01-07T00:00:00Z,VANDALISMO,CRITICA,17961
IS-2218,2024-07-25T00:00:00Z,DANO ESTRUCTURAL,MEDIA,17775
IS-2219,2020-12-28T00:00:00Z,DANO ESTRUCTURAL,BAJA,17033
IS-222,2021-05-01T00:00:00Z,VANDALISMO,BAJA,16854
IS-2220,2022-09-14T00:00:00Z,DANO ESTRUCTURAL,BAJA,17200
IS-2221,2022-04-27T00:00:00Z,DANO ESTRUCTURAL,MEDIA,17646
IS-2222,2024-01-04T00:00:00Z,DANO ESTRUCTURAL,BAJA,16815
IS-2223,2020-08-02T00:00:00Z,ROBO,MEDIA,18048
IS-2224,2020-04-07T00:00:00Z,CAIDA,ALTA,16790
IS-2225,2021-11-07T00:00:00Z,VANDALISMO,CRITICA,451442
IS-2226,2023-12-05T00:00:00Z,CAIDA,BAJA,17030
IS-2227,2022-02-04T00:00:00Z,CAIDA,MEDIA,9269361
IS-2228,2024-05-13T00:00:00Z,CAIDA,BAJA,16873
IS-2229,2022-10-18T00:00:00Z,ROBO,MEDIA,18221
IS-223,2021-03-06T00:00:00Z,ACCIDENTE,CRITICA,18102
IS-2230,2020-05-01T00:00:00Z,CAIDA,BAJA,17995
IS-2231,2023-09-01T00:00:00Z,CAIDA,BAJA,3568169
IS-2232,2020-10-06T00:00:00Z,ACCIDENTE,MEDIA,18427
IS-2233,2022-01-07T00:00:00Z,ROBO,BAJA,16883
IS-2234,2023-11-09T00:00:00Z,VANDALISMO,CRITICA,17186
IS-2235,2020-08-20T00:00:00Z,VANDALISMO,ALTA,52102
IS-2236,2023-03-27T00:00:00Z,DANO ESTRUCTURAL,MEDIA,6905562
IS-2237,2023-01-05T00:00:00Z,VANDALISMO,BAJA,18380
IS-2238,2022-10-25T00:00:00Z,DANO ESTRUCTURAL,CRITICA,17879
IS-2239,2021-09-02T00:00:00Z,ROBO,BAJA,16908
IS-224,2020-02-12T00:00:00Z,VANDALISMO,MEDIA,18339
IS-2240,2023-10-11T00:00:00Z,VANDALISMO,BAJA,7838836
IS-2241,2023-05-27T00:00:00Z,ACCIDENTE,ALTA,5240280
IS-2242,2022-07-16T00:00:00Z,ACCIDENTE,ALTA,16906
IS-2243,2020-08-25T00:00:00Z,ACCIDENTE,BAJA,18067
IS-2244,2024-07-29T00:00:00Z,CAIDA,ALTA,52221
IS-2245,2022-08-22T00:00:00Z,ROBO,CRITICA,18323
IS-2246,2023-05-12T00:00:00Z,ACCIDENTE,MEDIA,16865
IS-2247,2024-08-22T00:00:00Z,ROBO,ALTA,17955
IS-2248,2022-07-31T00:00:00Z,ACCIDENTE,MEDIA,8799543
IS-2249,2019-10-31T00:00:00Z,ROBO,ALTA,17173
IS-225,2024-08-20T00:00:00Z,VANDALISMO,MEDIA,18484
IS-2250,2024-02-24T00:00:00Z,ACCIDENTE,MEDIA,18393
IS-2251,2020-12-16T00:00:00Z,ROBO,BAJA,17127
IS-2252,2021-03-09T00:00:00Z,VANDALISMO,ALTA,16756
IS-2253,2023-08-14T00:00:00Z,CAIDA,BAJA,18540
IS-2254,2022-06-09T00:00:00Z,CAIDA,ALTA,17064
IS-2255,2023-05-06T00:00:00Z,VANDALISMO,ALTA,451321
IS-2256,2020-02-07T00:00:00Z,DANO ESTRUCTURAL,BAJA,17533
IS-2257,2021-07-22T00:00:00Z,ACCIDENTE,BAJA,5240105
IS-2258,2021-09-06T00:00:00Z,DANO ESTRUCTURAL,ALTA,7130041
IS-2259,2022-06-11T00:00:00Z,DANO ESTRUCTURAL,CRITICA,16678
IS-226,2022-09-15T00:00:00Z,ROBO,ALTA,7107699
IS-2260,2021-04-19T00:00:00Z,CAIDA,CRITICA,17351
IS-2261,2020-05-21T00:00:00Z,VANDALISMO,BAJA,52157
IS-2262,2021-03-16T00:00:00Z,ROBO,ALTA,52087
IS-2263,2020-03-10T00:00:00Z,ACCIDENTE,ALTA,7126531
IS-2264,2024-09-25T00:00:00Z,DANO ESTRUCTURAL,CRITICA,18497
IS-2265,2021-12-25T00:00:00Z,CAIDA,BAJA,18394
IS-2266,2021-02-15T00:00:00Z,VANDALISMO,ALTA,3740788
IS-2267,2022-01-09T00:00:00Z,ROBO,CRITICA,17103
IS-2268,2023-08-31T00:00:00Z,ROBO,MEDIA,17880
IS-2269,2023-07-15T00:00:00Z,VANDALISMO,ALTA,8891609
IS-227,2022-09-08T00:00:00Z,DANO ESTRUCTURAL,ALTA,17219
IS-2270,2022-01-18T00:00:00Z,DANO ESTRUCTURAL,CRITICA,7908163
IS-2271,2020-12-09T00:00:00Z,DANO ESTRUCTURAL,ALTA,18544
IS-2272,2020-12-17T00:00:00Z,CAIDA,MEDIA,18556
IS-2273,2020-07-14T00:00:00Z,VANDALISMO,BAJA,18066
IS-2274,2023-07-31T00:00:00Z,DANO ESTRUCTURAL,MEDIA,5653903
IS-2275,2020-09-05T00:00:00Z,DANO ESTRUCTURAL,MEDIA,17368
IS-2276,2020-02-15T00:00:00Z,CAIDA,BAJA,17657
IS-2277,2021-08-25T00:00:00Z,CAIDA,MEDIA,17148
IS-2278,2021-12-14T00:00:00Z,ACCIDENTE,BAJA,16768
IS-2279,2021-12-09T00:00:00Z,DANO ESTRUCTURAL,BAJA,18249
IS-228,2024-03-15T00:00:00Z,ROBO,ALTA,17722
IS-2280,2023-03-14T00:00:00Z,ACCIDENTE,MEDIA,52192
IS-2281,2023-04-24T00:00:00Z,VANDALISMO,MEDIA,17307
IS-2282,2020-12-14T00:00:00Z,ROBO,BAJA,5209024
IS-2283,2022-08-05T00:00:00Z,ACCIDENTE,CRITICA,17492
IS-2284,2022-03-02T00:00:00Z,ACCIDENTE,ALTA,18022
IS-2285,2024-01-26T00:00:00Z,ACCIDENTE,ALTA,18390
IS-2286,2020-12-13T00:00:00Z,DANO ESTRUCTURAL,MEDIA,52191
IS-2287,2021-01-16T00:00:00Z,VANDALISMO,MEDIA,52181
IS-2288,2024-02-17T00:00:00Z,VANDALISMO,ALTA,52181
IS-2289,2019-12-30T00:00:00Z,CAIDA,CRITICA,17807
IS-229,2024-03-22T00:00:00Z,ROBO,MEDIA,16774
IS-2290,2023-03-31T00:00:00Z,DANO ESTRUCTURAL,BAJA,17350
IS-2291,2020-01-06T00:00:00Z,ROBO,MEDIA,18091
IS-2292,2024-02-02T00:00:00Z,CAIDA,BAJA,17119
IS-2293,2020-03-03T00:00:00Z,CAIDA,MEDIA,52232
IS-2294,2020-07-18T00:00:00Z,VANDALISMO,BAJA,17219
IS-2295,2020-09-16T00:00:00Z,CAIDA,CRITICA,8776081
IS-2296,2022-04-11T00:00:00Z,ROBO,CRITICA,7903107
IS-2297,2023-02-11T00:00:00Z,VANDALISMO,BAJA,16764
IS-2298,2021-07-15T00:00:00Z,ROBO,CRITICA,7142118
IS-2299,2022-12-13T00:00:00Z,CAIDA,CRITICA,16910
IS-23,2022-04-08T00:00:00Z,CAIDA,MEDIA,7889423
IS-230,2024-07-20T00:00:00Z,DANO ESTRUCTURAL,MEDIA,17201
IS-2300,2020-05-05T00:00:00Z,DANO ESTRUCTURAL,BAJA,18577
IS-2301,2021-05-21T00:00:00Z,CAIDA,ALTA,18266
IS-2302,2021-02-14T00:00:00Z,ACCIDENTE,MEDIA,5075483
IS-2303,2020-10-21T00:00:00Z,ACCIDENTE,CRITICA,17495
IS-2304,2022-01-12T00:00:00Z,ROBO,ALTA,17214
IS-2305,2021-05-05T00:00:00Z,ROBO,CRITICA,18412
IS-2306,2022-12-31T00:00:00Z,ROBO,CRITICA,17882
IS-2307,2023-05-23T00:00:00Z,ACCIDENTE,ALTA,17522
IS-2308,2019-12-19T00:00:00Z,ACCIDENTE,ALTA,7168553
IS-2309,2022-03-09T00:00:00Z,ACCIDENTE,MEDIA,16683
IS-231,2022-09-04T00:00:00Z,CAIDA,MEDIA,18614
IS-2310,2019-12-14T00:00:00Z,ACCIDENTE,ALTA,52227
IS-2311,2023-09-16T00:00:00Z,CAIDA,ALTA,17747
IS-2312,2024-06-29T00:00:00Z,ROBO,CRITICA,17801
IS-2313,2024-01-29T00:00:00Z,DANO ESTRUCTURAL,CRITICA,52070
IS-2314,2021-06-29T00:00:00Z,ROBO,CRITICA,18402
IS-2315,2022-02-04T00:00:00Z,DANO ESTRUCTURAL,BAJA,4737942
IS-2316,2019-04-11T00:00:00Z,ACCIDENTE,MEDIA,17809
IS-2317,2021-10-25T00:00:00Z,VANDALISMO,BAJA,9179375
IS-2318,2020-10-24T00:00:00Z,VANDALISMO,CRITICA,17120
IS-2319,2022-09-14T00:00:00Z,ACCIDENTE,CRITICA,17284
IS-232,2024-09-06T00:00:00Z,CAIDA,BAJA,5653914
IS-2320,2022-11-09T00:00:00Z,VANDALISMO,BAJA,7861574
IS-2321,2023-06-26T00:00:00Z,ACCIDENTE,CRITICA,17430
IS-2322,2022-05-01T00:00:00Z,ACCIDENTE,ALTA,18148
IS-2323,2021-08-09T00:00:00Z,ROBO,CRITICA,16763
IS-2324,2022-08-26T00:00:00Z,ROBO,CRITICA,52199
IS-2325,2019-11-29T00:00:00Z,ROBO,CRITICA,8914010
IS-2326,2023-04-20T00:00:00Z,ACCIDENTE,CRITICA,17577
IS-2327,2022-12-14T00:00:00Z,DANO ESTRUCTURAL,MEDIA,18461
IS-2328,2020-01-04T00:00:00Z,CAIDA,BAJA,17344
IS-2329,2021-05-13T00:00:00Z,DANO ESTRUCTURAL,ALTA,7280401
IS-233,2021-11-02T00:00:00Z,ROBO,BAJA,3568959
IS-2330,2022-05-16T00:00:00Z,VANDALISMO,MEDIA,16718
IS-2331,2024-06-24T00:00:00Z,VANDALISMO,ALTA,5209092
IS-2332,2024-04-24T00:00:00Z,DANO ESTRUCTURAL,BAJA,17842
IS-2333,2023-05-09T00:00:00Z,VANDALISMO,MEDIA,5174681
IS-2334,2023-09-04T00:00:00Z,VANDALISMO,BAJA,18191
IS-2335,2020-11-29T00:00:00Z,VANDALISMO,CRITICA,5213824
IS-2336,2022-06-05T00:00:00Z,VANDALISMO,MEDIA,18266
IS-2337,2024-04-13T00:00:00Z,ACCIDENTE,CRITICA,17939
IS-2338,2021-12-26T00:00:00Z,ROBO,ALTA,17064
IS-2339,2023-02-20T00:00:00Z,VANDALISMO,MEDIA,17773
IS-234,2024-04-28T00:00:00Z,DANO ESTRUCTURAL,MEDIA,8799552
IS-2340,2020-03-22T00:00:00Z,CAIDA,ALTA,18403
IS-2341,2020-06-05T00:00:00Z,ROBO,CRITICA,17011
IS-2342,2023-05-30T00:00:00Z,CAIDA,BAJA,17654
IS-2343,2022-04-06T00:00:00Z,ACCIDENTE,CRITICA,17991
IS-2344,2020-07-24T00:00:00Z,ACCIDENTE,BAJA,5219929
IS-2345,2023-11-03T00:00:00Z,CAIDA,BAJA,17673
IS-2346,2022-09-06T00:00:00Z,CAIDA,ALTA,18265
IS-2347,2022-09-02T00:00:00Z,ACCIDENTE,MEDIA,5240325
IS-2348,2024-07-06T00:00:00Z,DANO ESTRUCTURAL,MEDIA,5132777
IS-2349,2022-09-08T00:00:00Z,DANO ESTRUCTURAL,CRITICA,17952
IS-235,2020-11-20T00:00:00Z,DANO ESTRUCTURAL,BAJA,17283
IS-2350,2021-08-20T00:00:00Z,ROBO,MEDIA,16685
IS-2351,2023-01-07T00:00:00Z,ACCIDENTE,ALTA,4730856
IS-2352,2020-09-18T00:00:00Z,VANDALISMO,CRITICA,18410
IS-2353,2024-02-26T00:00:00Z,ACCIDENTE,CRITICA,7591499
IS-2354,2024-06-08T00:00:00Z,DANO ESTRUCTURAL,MEDIA,5246185
IS-2355,2022-11-20T00:00:00Z,ACCIDENTE,ALTA,16744
IS-2356,2022-03-11T00:00:00Z,ROBO,ALTA,17283
IS-2357,2021-03-11T00:00:00Z,ROBO,CRITICA,17360
IS-2358,2023-09-23T00:00:00Z,VANDALISMO,ALTA,52057
IS-2359,2020-02-06T00:00:00Z,CAIDA,ALTA,18381
IS-236,2022-09-09T00:00:00Z,ACCIDENTE,BAJA,16896
IS-2360,2021-04-11T00:00:00Z,DANO ESTRUCTURAL,ALTA,5195695
IS-2361,2022-04-16T00:00:00Z,VANDALISMO,BAJA,18245
IS-2362,2020-03-11T00:00:00Z,DANO ESTRUCTURAL,CRITICA,4987160
IS-2363,2021-12-08T00:00:00Z,VANDALISMO,ALTA,5653965
IS-2364,2020-05-29T00:00:00Z,CAIDA,BAJA,4749886
IS-2365,2021-05-14T00:00:00Z,ROBO,BAJA,4987144
IS-2366,2020-11-18T00:00:00Z,ROBO,CRITICA,9237483
IS-2367,2023-10-13T00:00:00Z,ACCIDENTE,MEDIA,8799633
IS-2368,2019-11-28T00:00:00Z,DANO ESTRUCTURAL,BAJA,18331
IS-2369,2022-10-13T00:00:00Z,VANDALISMO,BAJA,18597
IS-237,2020-04-06T00:00:00Z,VANDALISMO,ALTA,17599
IS-2370,2021-02-09T00:00:00Z,DANO ESTRUCTURAL,MEDIA,18140
IS-2371,2019-11-26T00:00:00Z,ACCIDENTE,BAJA,18326
IS-2372,2022-06-08T00:00:00Z,ROBO,MEDIA,17279
IS-2373,2019-12-04T00:00:00Z,ROBO,MEDIA,8914014
IS-2374,2023-02-27T00:00:00Z,CAIDA,MEDIA,16972
IS-2375,2023-01-19T00:00:00Z,ACCIDENTE,BAJA,18539
IS-2376,2024-06-05T00:00:00Z,VANDALISMO,ALTA,4704508
IS-2377,2022-08-16T00:00:00Z,DANO ESTRUCTURAL,BAJA,17491
IS-2378,2021-04-24T00:00:00Z,ROBO,MEDIA,18186
IS-2379,2023-09-06T00:00:00Z,CAIDA,BAJA,5213824
IS-238,2024-03-03T00:00:00Z,VANDALISMO,ALTA,17409
IS-2380,2021-01-31T00:00:00Z,ROBO,ALTA,16693
IS-2381,2023-12-27T00:00:00Z,DANO ESTRUCTURAL,CRITICA,17557
IS-2382,2022-03-02T00:00:00Z,ROBO,MEDIA,16887
IS-2383,2024-06-13T00:00:00Z,VANDALISMO,ALTA,17478
IS-2384,2023-03-05T00:00:00Z,CAIDA,MEDIA,17288
IS-2385,2021-02-23T00:00:00Z,DANO ESTRUCTURAL,MEDIA,17324
IS-2386,2023-11-30T00:00:00Z,VANDALISMO,BAJA,18211
IS-2387,2021-12-28T00:00:00Z,VANDALISMO,MEDIA,52197
IS-2388,2020-10-24T00:00:00Z,ROBO,BAJA,17698
IS-2389,2022-11-19T00:00:00Z,ROBO,BAJA,18565
IS-239,2020-05-16T00:00:00Z,CAIDA,CRITICA,17822
IS-2390,2021-08-02T00:00:00Z,ROBO,MEDIA,18574
IS-2391,2023-08-17T00:00:00Z,VANDALISMO,MEDIA,7928105
IS-2392,2024-08-08T00:00:00Z,DANO ESTRUCTURAL,CRITICA,4749887
IS-2393,2021-04-21T00:00:00Z,VANDALISMO,CRITICA,17849
IS-2394,2019-11-25T00:00:00Z,CAIDA,BAJA,5653881
IS-2395,2022-03-26T00:00:00Z,ROBO,ALTA,17902
IS-2396,2020-10-31T00:00:00Z,ROBO,MEDIA,52174
IS-2397,2020-09-02T00:00:00Z,ROBO,BAJA,17887
IS-2398,2021-12-05T00:00:00Z,DANO ESTRUCTURAL,CRITICA,17491
IS-2399,2023-11-19T00:00:00Z,ACCIDENTE,ALTA,5654053
IS-24,2024-06-03T00:00:00Z,CAIDA,MEDIA,18118
IS-240,2020-06-07T00:00:00Z,ACCIDENTE,CRITICA,17362
IS-2400,2023-12-20T00:00:00Z,CAIDA,BAJA,17070
IS-2401,2021-11-08T00:00:00Z,DANO ESTRUCTURAL,BAJA,17175
IS-2402,2021-10-17T00:00:00Z,ACCIDENTE,MEDIA,3573005
IS-2403,2021-12-22T00:00:00Z,VANDALISMO,ALTA,5246182
IS-2404,2020-01-21T00:00:00Z,CAIDA,ALTA,7943778
IS-2405,2022-03-28T00:00:00Z,VANDALISMO,ALTA,16783
IS-2406,2023-03-29T00:00:00Z,ROBO,ALTA,8775331
IS-2407,2024-03-27T00:00:00Z,ACCIDENTE,CRITICA,5195695
IS-2408,2021-10-29T00:00:00Z,ACCIDENTE,MEDIA,5653903
IS-2409,2024-03-20T00:00:00Z,ACCIDENTE,CRITICA,17815
IS-241,2021-09-21T00:00:00Z,ROBO,BAJA,18173
IS-2410,2020-02-23T00:00:00Z,CAIDA,MEDIA,18393
IS-2411,2024-07-15T00:00:00Z,ACCIDENTE,BAJA,3990963
IS-2412,2021-04-01T00:00:00Z,VANDALISMO,CRITICA,16783
IS-2413,2022-09-07T00:00:00Z,VANDALISMO,BAJA,7248182
IS-2414,2023-05-04T00:00:00Z,ROBO,ALTA,6819622
IS-2415,2022-06-04T00:00:00Z,VANDALISMO,ALTA,18474
IS-2416,2023-09-09T00:00:00Z,ROBO,CRITICA,18321
IS-2417,2023-03-31T00:00:00Z,ACCIDENTE,CRITICA,16922
IS-2418,2020-04-02T00:00:00Z,ACCIDENTE,CRITICA,17159
IS-2419,2024-07-23T00:00:00Z,ACCIDENTE,ALTA,18621
IS-242,2024-08-05T00:00:00Z,VANDALISMO,MEDIA,9046339
IS-2420,2020-07-12T00:00:00Z,ROBO,CRITICA,3991326
IS-2421,2021-12-22T00:00:00Z,CAIDA,MEDIA,18036
IS-2422,2021-08-08T00:00:00Z,DANO ESTRUCTURAL,ALTA,17191
IS-2423,2022-10-04T00:00:00Z,CAIDA,MEDIA,17836
IS-2424,2023-01-16T00:00:00Z,CAIDA,BAJA,17422
IS-2425,2020-12-04T00:00:00Z,CAIDA,CRITICA,17698
IS-2426,2023-11-22T00:00:00Z,VANDALISMO,MEDIA,6819617
IS-2427,2021-01-21T00:00:00Z,ACCIDENTE,CRITICA,17833
IS-2428,2019-12-20T00:00:00Z,ROBO,CRITICA,52122
IS-2429,2022-09-22T00:00:00Z,CAIDA,MEDIA,17207
IS-243,2024-07-27T00:00:00Z,VANDALISMO,MEDIA,16761
IS-2430,2022-07-31T00:00:00Z,ROBO,ALTA,18272
IS-2431,2024-03-14T00:00:00Z,VANDALISMO,CRITICA,17837
IS-2432,2023-08-02T00:00:00Z,DANO ESTRUCTURAL,MEDIA,18066
IS-2433,2024-07-20T00:00:00Z,ROBO,ALTA,5241173
IS-2434,2022-08-17T00:00:00Z,DANO ESTRUCTURAL,ALTA,18229
IS-2435,2021-08-08T00:00:00Z,CAIDA,ALTA,18066
IS-2436,2023-01-15T00:00:00Z,ROBO,BAJA,18486
IS-2437,2020-01-08T00:00:00Z,DANO ESTRUCTURAL,ALTA,18238
IS-2438,2021-12-31T00:00:00Z,CAIDA,MEDIA,52161
IS-2439,2024-06-09T00:00:00Z,CAIDA,CRITICA,17466
IS-244,2020-06-05T00:00:00Z,ACCIDENTE,BAJA,3568711
IS-2440,2024-01-10T00:00:00Z,CAIDA,BAJA,5237118
IS-2441,2024-10-09T00:00:00Z,VANDALISMO,BAJA,4996971
IS-2442,2022-11-15T00:00:00Z,DANO ESTRUCTURAL,CRITICA,5237111
IS-2443,2020-11-19T00:00:00Z,ACCIDENTE,MEDIA,18530
IS-2444,2024-10-13T00:00:00Z,DANO ESTRUCTURAL,ALTA,18506
IS-2445,2021-04-13T00:00:00Z,DANO ESTRUCTURAL,BAJA,17655
IS-2446,2021-09-27T00:00:00Z,ACCIDENTE,MEDIA,17161
IS-2447,2021-09-28T00:00:00Z,ACCIDENTE,ALTA,18338
IS-2448,2021-03-16T00:00:00Z,DANO ESTRUCTURAL,ALTA,18046
IS-2449,2024-02-06T00:00:00Z,CAIDA,MEDIA,17280
IS-245,2023-09-17T00:00:00Z,ROBO,MEDIA,17721
IS-2450,2023-12-04T00:00:00Z,DANO ESTRUCTURAL,MEDIA,18084
IS-2451,2024-09-04T00:00:00Z,ROBO,MEDIA,16678
IS-2452,2021-02-22T00:00:00Z,ACCIDENTE,BAJA,5654018
IS-2453,2021-03-02T00:00:00Z,DANO ESTRUCTURAL,BAJA,18260
IS-2454,2024-04-05T00:00:00Z,VANDALISMO,MEDIA,18548
IS-2455,2021-04-08T00:00:00Z,DANO ESTRUCTURAL,ALTA,52079
IS-2456,2023-08-10T00:00:00Z,ROBO,BAJA,17698
IS-2457,2021-04-27T00:00:00Z,ACCIDENTE,CRITICA,52215
IS-2458,2024-06-28T00:00:00Z,ROBO,BAJA,5237129
IS-2459,2020-11-28T00:00:00Z,ACCIDENTE,CRITICA,5204992
IS-246,2024-06-04T00:00:00Z,ROBO,BAJA,18618
IS-2460,2020-08-01T00:00:00Z,ACCIDENTE,ALTA,16827
IS-2461,2021-05-08T00:00:00Z,DANO ESTRUCTURAL,MEDIA,461181
IS-2462,2023-08-31T00:00:00Z,CAIDA,MEDIA,5158912
IS-2463,2021-08-09T00:00:00Z,ACCIDENTE,MEDIA,17382
IS-2464,2021-11-28T00:00:00Z,VANDALISMO,BAJA,18620
IS-2465,2020-01-28T00:00:00Z,VANDALISMO,CRITICA,18282
IS-2466,2022-07-30T00:00:00Z,DANO ESTRUCTURAL,CRITICA,17065
IS-2467,2022-02-24T00:00:00Z,ROBO,BAJA,17103
IS-2468,2023-11-15T00:00:00Z,ROBO,ALTA,18500
IS-2469,2024-09-18T00:00:00Z,ACCIDENTE,CRITICA,3566353
IS-247,2022-06-19T00:00:00Z,ROBO,CRITICA,18616
IS-2470,2020-05-15T00:00:00Z,ROBO,MEDIA,18316
IS-2471,2021-09-21T00:00:00Z,CAIDA,ALTA,16872
IS-2472,2020-11-08T00:00:00Z,ROBO,MEDIA,8927341
IS-2473,2023-02-07T00:00:00Z,ACCIDENTE,BAJA,461341
IS-2474,2021-07-27T00:00:00Z,DANO ESTRUCTURAL,MEDIA,18147
IS-2475,2020-07-03T00:00:00Z,VANDALISMO,CRITICA,16735
IS-2476,2021-04-20T00:00:00Z,CAIDA,CRITICA,52067
IS-2477,2024-01-17T00:00:00Z,ACCIDENTE,ALTA,17405
IS-2478,2024-09-24T00:00:00Z,ROBO,MEDIA,17611
IS-2479,2020-05-17T00:00:00Z,CAIDA,ALTA,4987160
IS-248,2024-04-17T00:00:00Z,ACCIDENTE,BAJA,16820
IS-2480,2021-07-17T00:00:00Z,ACCIDENTE,BAJA,18609
IS-2481,2023-05-20T00:00:00Z,CAIDA,ALTA,16725
IS-2482,2024-06-24T00:00:00Z,ACCIDENTE,BAJA,9271963
IS-2483,2024-06-30T00:00:00Z,CAIDA,ALTA,17986
IS-2484,2023-06-04T00:00:00Z,VANDALISMO,BAJA,17354
IS-2485,2022-12-12T00:00:00Z,ACCIDENTE,MEDIA,18490
IS-2486,2023-06-21T00:00:00Z,VANDALISMO,ALTA,8799600
IS-2487,2020-09-06T00:00:00Z,VANDALISMO,MEDIA,18364
IS-2488,2020-12-02T00:00:00Z,ROBO,ALTA,16855
IS-2489,2021-05-24T00:00:00Z,VANDALISMO,BAJA,17287
IS-249,2021-07-16T00:00:00Z,ACCIDENTE,CRITICA,17514
IS-2490,2022-12-08T00:00:00Z,CAIDA,BAJA,3566373
IS-2491,2022-02-25T00:00:00Z,ACCIDENTE,BAJA,16898
IS-2492,2019-10-16T00:00:00Z,CAIDA,BAJA,18640
IS-2493,2023-11-10T00:00:00Z,VANDALISMO,ALTA,8799606
IS-2494,2023-09-06T00:00:00Z,CAIDA,BAJA,5219932
IS-2495,2021-06-16T00:00:00Z,ROBO,MEDIA,18075
IS-2496,2022-09-19T00:00:00Z,ACCIDENTE,MEDIA,17087
IS-2497,2022-02-01T00:00:00Z,CAIDA,BAJA,17849
IS-2498,2020-03-07T00:00:00Z,DANO ESTRUCTURAL,BAJA,52181
IS-2499,2020-09-08T00:00:00Z,VANDALISMO,ALTA,3531284
IS-25,2021-06-03T00:00:00Z,ROBO,BAJA,52060
