ID,FECHA_REPORTE,TIPO_INCIDENTE,GRAVEDAD,AreaRecreativaID
1199,2022/08/18,Vandalismo,Media,5246197
1200,08-21-2023,Accidente,Crítica,17528
1201,03-08-2024,Accidente,Crítica,17671
1202,10-09-2024,Caída,Crítica,17209
1203,11-07-2023,Daño estructural,Crítica,18302
1204,2021-02-14,Daño estructural,Crítica,5213821
1205,2021/10/14,Daño estructural,Media,17333
1206,2022/08/13,Robo,Alta,18344
1207,2021-03-06,Accidente,Alta,18472
1208,17-09-2024,Daño estructural,Baja,16763
1209,29-10-2022,Accidente,Baja,5195385
1210,20-03-2024,Robo,Crítica,16683
1211,2023/08/25,Caída,Alta,16721
1212,10-27-2019,Robo,Media,5237108
1213,03-18-2020,Daño estructural,Baja,16865
1214,12-06-2021,Robo,Crítica,16992
1215,29/10/2020,Daño estructural,Media,17335
1216,2019-12-25,Accidente,Alta,18245
1217,2021-02-07,Vandalismo,Baja,18382
1218,2023/08/28,Dáñó éstrúctúrál,Alta,9492997
1219,2023/05/01,Dáñó éstrúctúrál,Crítica,16933
1220,2021/05/13,Accidente,Alta,16843
1221,07-17-2023,Accidente,Crítica,17093
1222,01-15-2022,Daño estructural,Baja,461181
1223,03-07-2022,Cáídá,Baja,17076
1224,15/05/2020,Caída,Alta,18346
1225,2021-11-30,Caída,Media,18503
1226,16-02-2021,Accídénté,Alta,9046339
1227,10-16-2020,Robo,Media,18200
1228,05-30-2023,Caída,Alta,5241169
1229,2024-10-01,Daño estructural,Media,52125
1230,2022-07-04,Accidente,Baja,18144
1231,03-26-2023,Vándálísmó,Baja,17489
1232,2019/12/24,Daño estructural,Alta,16724
1233,2024-07-15,Robo,Crítica,7248199
1234,09/04/2023,Accidente,Crítica,9237483
1235,11-16-2022,Róbó,Alta,18450
1236,13-10-2020,Daño estructural,Crítica,18252
1237,22/06/2020,Cáídá,Alta,17359
1238,2021/02/13,Accidente,Crítica,18409
1239,03-26-2023,Róbó,Baja,52153
1240,16/02/2023,Caída,Media,18555
1241,05-30-2020,Vándálísmó,Alta,52224
1242,01/09/2021,Caída,Crítica,17615
1243,09-09-2021,Robo,Crítica,18233
1244,2022/02/01,Caída,Media,17853
1245,2020/10/19,Daño estructural,Crítica,16835
1246,2023/10/25,Robo,Crítica,17091
1247,2022-06-10,Accidente,Baja,17874
1248,2024/06/14,Accidente,Alta,16853
1249,2021-08-22,Robo,Alta,18221
1250,2022/12/07,Robo,Alta,18554
1251,2023-06-08,Vandalismo,Crítica,16922
1252,2022/06/07,Caída,Alta,18371
1253,29/10/2021,Vandalismo,Baja,3962084
1254,2023/04/14,Robo,Crítica,8909085
1255,24-01-2023,Daño estructural,Crítica,16983
1256,2020/01/30,Daño estructural,Alta,4985928
1257,10/09/2020,Daño estructural,Alta,18598
1258,05-20-2024,Cáídá,Alta,17140
1259,19/06/2022,Daño estructural,Alta,17377
1260,28/09/2023,Caída,Baja,17372
1261,2022/10/06,Dáñó éstrúctúrál,Media,451351
1262,23/03/2020,Caída,Crítica,18614
1263,18-12-2020,Daño estructural,Crítica,18273
1264,19-08-2021,Vandalismo,Alta,3960567
1265,01-12-2020,Robo,Baja,17388
1266,02-24-2021,Accidente,Crítica,18273
1267,2023-11-28,Robo,Crítica,18188
1268,01-17-2023,Vandalismo,Media,17915
1269,2020-04-20,Vandalismo,Alta,9187084
1270,2020-06-21,Daño estructural,Crítica,16874
1271,2022-12-13,Daño estructural,Baja,8799543
1272,02-10-2022,Daño estructural,Media,5240297
1273,02-05-2021,Accidente,Baja,17472
1274,15/11/2022,Accidente,Baja,17330
1275,2023/02/12,Caída,Media,5174766
1276,01-01-2023,Vándálísmó,Crítica,18113
1277,30-12-2022,Accidente,Alta,16723
1278,02/02/2021,Caída,Crítica,18282
1279,2021-11-14,Accidente,Alta,18609
1280,2023/04/15,Vandalismo,Crítica,5653903
1281,06-10-2020,Vandalismo,Crítica,17653
1282,2022-01-05,Daño estructural,Media,16751
1283,2021/02/08,Caída,Alta,5237122
1284,05-09-2020,Accidente,Media,17379
1285,01-04-2024,Daño estructural,Baja,18336
1286,21-04-2022,Daño estructural,Media,17732
1287,2022/02/12,Robo,Baja,18044
1288,2021-01-07,Accidente,Baja,18615
1289,11-28-2019,Accidente,Crítica,16747
1290,2023-10-06,Accidente,Baja,17355
1291,07-12-2019,Robo,Alta,17438
1292,2024/05/25,Dáñó éstrúctúrál,Baja,18214
1293,2022/04/05,Robo,Alta,17254
1294,10/01/2022,Dáñó éstrúctúrál,Alta,52231
1295,29-07-2024,Daño estructural,Media,5653924
1296,2021-03-05,Vandalismo,Media,17074
1297,2020-03-03,Caída,Media,17402
1298,2020/01/24,Daño estructural,Baja,17370
1299,09-19-2023,Robo,Crítica,18319
1300,19/04/2021,Daño estructural,Alta,8799942
1301,2020/06/22,Accidente,Media,16987
1302,2021-07-16,Daño estructural,Crítica,3961443
1303,2021-09-30,Accidente,Media,9391954
1304,09/04/2023,Róbó,Alta,17275
1305,2024/07/29,Accidente,Crítica,5241178
1306,09-30-2024,Vandalismo,Alta,52135
1307,30/08/2020,Vandalismo,Media,7024214
1308,2023-06-27,Caída,Baja,3573208
1309,2020/03/25,Robo,Crítica,18117
1310,06-04-2021,Daño estructural,Crítica,17405
1311,2022-05-20,Caída,Crítica,18187
1312,26/11/2022,Robo,Media,17459
1313,18-05-2023,Accidente,Alta,17158
1314,2020-12-06,Daño estructural,Media,17459
1315,2020-12-21,Caída,Baja,18197
1316,04-28-2022,Accidente,Baja,16677
1317,2020-05-26,Accidente,Media,17746
1318,31/01/2023,Vandalismo,Baja,18398
1319,28-12-2019,Caída,Crítica,18629
1320,2022/09/07,Daño estructural,Crítica,7903107
1321,2023/12/31,Accidente,Baja,17931
1322,10-04-2024,Accidente,Media,18598
1323,12-07-2022,Robo,Alta,17921
1324,27-10-2020,Vandalismo,Crítica,17263
1325,16-05-2022,Accidente,Alta,3573058
1326,2021/06/04,Vandalismo,Crítica,17718
1327,22-08-2021,Caída,Crítica,16867
1328,2020/06/05,Robo,Baja,16702
1329,01-26-2022,Accidente,Crítica,16737
1330,2021-12-31,Accidente,Baja,17402
1331,09-02-2024,Daño estructural,Baja,17980
1332,12-22-2023,Vandalismo,Baja,7126494
1333,2021-02-28,Dáñó éstrúctúrál,Alta,17551
1334,18/10/2023,Robo,Crítica,5241167
1335,2022/10/15,Dáñó éstrúctúrál,Alta,7764194
1336,06-06-2021,Accidente,Media,18119
1337,29-12-2020,Caída,Media,17945
1338,10-03-2020,Daño estructural,Media,3566376
1339,11-09-2020,Accidente,Media,52210
1340,2021/02/19,Vandalismo,Baja,18397
1341,2019-12-01,Cáídá,Media,18036
1342,02-27-2020,Accidente,Media,5237124
1343,2020-05-04,Vandalismo,Baja,16859
1344,22/10/2019,Accidente,Alta,17400
1345,04-11-2024,Robo,Baja,17284
1346,2023/03/24,Vandalismo,Alta,18418
1347,04-27-2021,Róbó,Alta,17834
1348,2022/02/10,Robo,Crítica,18368
1349,2021/05/30,Vandalismo,Media,17993
1350,05-05-2024,Caída,Media,16731
1351,06/01/2024,Daño estructural,Media,3991132
1352,16/12/2019,Robo,Media,17910
1353,2024-06-13,Vandalismo,Crítica,52198
1354,27/05/2020,Accidente,Media,16822
1355,2024/08/29,Accidente,Crítica,17719
1356,2023-08-08,Daño estructural,Crítica,17550
1357,2024/01/11,Caída,Baja,18135
1358,2024-03-30,Caída,Crítica,17066
1359,08-12-2024,Daño estructural,Alta,5025103
1360,04/11/2021,Dáñó éstrúctúrál,Baja,9396658
1361,06-30-2021,Accidente,Crítica,18163
1362,26/11/2023,Caída,Baja,18204
1363,05-09-2023,Accídénté,Baja,17669
1364,2024/08/07,Daño estructural,Baja,17772
1365,13-08-2021,Accidente,Media,18349
1366,2020-03-15,Accídénté,Alta,5653905
1367,01/01/2023,Vandalismo,Alta,18570
1368,13-02-2024,Cáídá,Media,17881
1369,2023/10/30,Robo,Baja,18377
1370,2024-08-20,Vandalismo,Crítica,16970
1371,2024-01-19,Daño estructural,Crítica,18029
1372,12-28-2019,Robo,Crítica,18338
1373,2023/07/17,Caída,Alta,17517
1374,03-03-2024,Dáñó éstrúctúrál,Alta,17727
1375,2022-01-28,Robo,Baja,5654025
1376,2021-03-31,Vandalismo,Crítica,7838758
1377,01-31-2020,Caída,Media,17879
1378,2021/06/23,Daño estructural,Crítica,3962084
1379,2022-08-03,Vandalismo,Alta,17594
1380,2021-12-12,Accidente,Alta,18106
1381,30-07-2023,Dáñó éstrúctúrál,Media,16714
1382,2024-01-05,Vandalismo,Media,18063
1383,2022/08/29,Robo,Crítica,18225
1384,2020-03-12,Caída,Baja,3991326
1385,13/02/2020,Accídénté,Media,17941
1386,27-11-2023,Accidente,Crítica,17242
1387,2024-03-15,Daño estructural,Media,18498
1388,31-10-2023,Daño estructural,Crítica,7182696
1389,2024-04-30,Caída,Crítica,16751
1390,2021/06/19,Accidente,Crítica,3991299
1391,2022/05/12,Accidente,Media,8799543
1392,07-02-2020,Daño estructural,Baja,16816
1393,10/05/2021,Robo,Media,17561
1394,2023-05-26,Robo,Crítica,18238
1395,16-10-2020,Vandalismo,Alta,5237121
1396,06-06-2021,Caída,Crítica,52086
1397,29/09/2020,Daño estructural,Alta,16677
1398,14-07-2020,Vandalismo,Media,17353
1399,12-22-2020,Vandalismo,Alta,52056
1400,23-12-2023,Robo,Baja,18561
1401,2021-08-27,Vandalismo,Alta,3573049
1402,04-09-2020,Robo,Media,52210
1403,2020/06/27,Daño estructural,Media,7074605
1404,24-04-2023,Accidente,Crítica,17870
1405,2023/09/23,Caída,Media,18232
1406,10/11/2021,Caída,Crítica,7144369
1407,27/01/2023,Daño estructural,Media,6819623
1408,28/09/2020,Robo,Media,18477
1409,02-02-2024,Robo,Alta,18304
1410,08-02-2021,Accidente,Crítica,4731656
1411,2024/08/01,Daño estructural,Alta,18457
1412,2021/07/26,Cáídá,Alta,16885
1413,28/12/2023,Robo,Crítica,17528
1414,12-22-2023,Robo,Crítica,52218
1415,02-12-2020,Daño estructural,Alta,17758
1416,2024/01/19,Caída,Media,17518
1417,2022/05/14,Caída,Alta,17624
1418,07-12-2023,Róbó,Media,9049643
1419,2023/06/30,Robo,Crítica,16937
1420,04-01-2020,Robo,Alta,17369
1421,03/11/2022,Vandalismo,Media,52056
1422,2019/12/10,Robo,Media,5071645
1423,29/10/2020,Accidente,Crítica,17037
1424,13-08-2022,Vandalismo,Crítica,18046
1425,2022-07-02,Robo,Baja,16904
1426,2021/02/01,Vandalismo,Media,5246189
1427,30/06/2023,Daño estructural,Baja,18220
1428,14-08-2022,Daño estructural,Baja,5218564
1429,20-08-2021,Dáñó éstrúctúrál,Alta,16708
1430,11-13-2022,Cáídá,Baja,17474
1431,09-11-2020,Daño estructural,Media,17356
1432,07-10-2022,Caída,Crítica,5246186
1433,16/01/2022,Caída,Alta,17948
1434,14/06/2023,Daño estructural,Baja,7129053
1435,11-25-2022,Róbó,Baja,16959
1436,2022/09/06,Daño estructural,Media,16699
1437,06-22-2020,Daño estructural,Media,17203
1438,11/03/2024,Caída,Crítica,18540
1439,01-18-2020,Vandalismo,Alta,18099
1440,27/12/2022,Vandalismo,Media,18117
1441,03-13-2023,Robo,Media,18216
1442,30-06-2022,Accidente,Baja,3573056
1443,2020/06/12,Caída,Baja,18362
1444,2019/10/31,Vandalismo,Media,3568168
1445,2022/08/20,Robo,Baja,18366
1446,27/07/2021,Caída,Alta,18168
1447,2024-01-27,Daño estructural,Alta,3960567
1448,22-05-2020,Caída,Alta,18425
1449,2020-06-11,Daño estructural,Media,18067
1450,03-03-2021,Daño estructural,Media,17684
1451,25/04/2020,Vandalismo,Crítica,18086
1452,23/01/2022,Róbó,Baja,17174
1453,2021-12-10,Accídénté,Alta,17484
1454,04-20-2021,Dáñó éstrúctúrál,Crítica,7126590
1455,09-26-2020,Daño estructural,Alta,17160
1456,2020/10/15,Accidente,Crítica,16740
1457,23/05/2020,Daño estructural,Media,17992
1458,03-08-2020,Vandalismo,Alta,17279
1459,05-08-2023,Robo,Crítica,8799552
1460,2022-09-26,Dáñó éstrúctúrál,Baja,17491
1461,2023-08-29,Vandalismo,Crítica,5241183
1462,2024/08/31,Cáídá,Alta,18163
1463,2022-08-12,Dáñó éstrúctúrál,Alta,18190
1464,17/11/2020,Vandalismo,Alta,17245
1465,29-11-2022,Daño estructural,Baja,18182
1466,2019/11/22,Vandalismo,Alta,18148
1467,02/03/2023,Daño estructural,Baja,17265
1468,08-21-2023,Cáídá,Baja,18115
1469,12/01/2021,Vandalismo,Crítica,18117
1470,23/08/2024,Vandalismo,Media,17180
1471,25/10/2021,Dáñó éstrúctúrál,Baja,18609
1472,2023/07/12,Vandalismo,Baja,18045
1473,2024/03/16,Vandalismo,Baja,17374
1474,2021/10/18,Daño estructural,Baja,52209
1475,08-18-2023,Caída,Media,18098
1476,09-09-2021,Dáñó éstrúctúrál,Alta,17827
1477,12-01-2020,Robo,Alta,17869
1478,2019-10-29,Vandalismo,Crítica,18225
1479,2020-10-25,Accidente,Crítica,18398
1480,12-09-2022,Accidente,Alta,18498
1481,01/07/2023,Daño estructural,Crítica,52127
1482,02-11-2022,Vandalismo,Media,17771
1483,22-04-2021,Accidente,Crítica,16881
1484,24-05-2021,Róbó,Crítica,5241173
1485,23-05-2022,Accidente,Alta,3568711
1486,13-05-2024,Vandalismo,Baja,17214
1487,09-09-2022,Accídénté,Baja,17665
1488,2020/06/21,Accídénté,Crítica,17526
1489,22/12/2021,Caída,Media,17094
1490,2022/01/19,Dáñó éstrúctúrál,Alta,17760
1491,2024-10-11,Vandalismo,Crítica,5654016
1492,21/01/2022,Vándálísmó,Crítica,18300
1493,13-01-2023,Accidente,Crítica,17756
1494,22-06-2020,Caída,Crítica,3990960
1495,2023/12/16,Róbó,Baja,17198
1496,2022/06/15,Accidente,Baja,3573052
1497,06/06/2021,Robo,Media,18301
1498,21-01-2022,Daño estructural,Media,5010682
1499,2021-01-03,Accidente,Media,18016
1500,09/03/2021,Cáídá,Media,18301
1501,2022/05/09,Accidente,Crítica,18244
1502,08-21-2021,Daño estructural,Crítica,7903107
1503,09-15-2020,Cáídá,Crítica,16698
1504,03-14-2023,Robo,Crítica,17678
1505,2021-08-28,Daño estructural,Crítica,17606
1506,22-09-2023,Caída,Media,18510
1507,06-28-2022,Accídénté,Crítica,5246193
1508,2022/05/06,Róbó,Media,18166
1509,08-06-2024,Vándálísmó,Alta,18458
1510,2021-05-20,Vandalismo,Baja,17665
1511,2020/07/17,Vandalismo,Baja,18625
1512,10/08/2024,Robo,Crítica,7107707
1513,2020-06-01,Vándálísmó,Media,17618
1514,01-31-2021,Accidente,Media,18317
1515,2022/08/30,Daño estructural,Crítica,18005
1516,09-03-2024,Accidente,Media,16747
1517,13-01-2024,Robo,Baja,5241176
1518,2020/03/08,Vandalismo,Baja,7248141
1519,2023/12/19,Accidente,Media,16839
1520,07/11/2019,Róbó,Media,17827
1521,2022-02-09,Robo,Crítica,18541
1522,2020-07-08,Vandalismo,Alta,451569
1523,2023/07/19,Accidente,Baja,3569222
1524,20-05-2024,Robo,Crítica,17944
1525,2024/03/05,Daño estructural,Crítica,17644
1526,2024-08-27,Caída,Alta,16773
1527,06-21-2022,Dáñó éstrúctúrál,Media,17207
1528,09-29-2020,Robo,Crítica,18244
1529,29-01-2022,Cáídá,Crítica,17507
1530,26-03-2024,Accidente,Baja,52194
1531,22/08/2023,Robo,Baja,16764
1532,19-11-2021,Caída,Media,17476
1533,02-01-2021,Robo,Media,17720
1534,17/10/2019,Robo,Crítica,18410
1535,11-30-2020,Caída,Alta,52223
1536,2022/01/22,Accidente,Crítica,7165658
1537,2020-09-19,Vandalismo,Alta,17778
1538,08/05/2022,Vandalismo,Media,5025103
1539,03-24-2021,Daño estructural,Baja,18019
1540,14/12/2022,Accidente,Media,18377
1541,03-13-2022,Vandalismo,Media,4731210
1542,06-01-2021,Vándálísmó,Alta,16735
1543,17/08/2020,Caída,Crítica,17006
1544,2021-07-03,Vándálísmó,Crítica,17891
1545,03-14-2023,Daño estructural,Crítica,52101
1546,10-22-2022,Accídénté,Crítica,18371
1547,09-09-2023,Cáídá,Baja,18300
1548,2023-02-03,Accidente,Alta,17739
1549,2021/06/29,Caída,Crítica,7928425
1550,03-25-2021,Accidente,Baja,17040
1551,03-17-2023,Cáídá,Baja,18380
1552,01-26-2021,Daño estructural,Alta,3568306
1553,01-23-2021,Vandalismo,Crítica,17058
1554,08/12/2021,Vandalismo,Baja,3573049
1555,12-10-2021,Daño estructural,Alta,7107693
1556,2020/07/10,Caída,Baja,7927322
1557,25-05-2023,Daño estructural,Crítica,17487
1558,2021-01-25,Accidente,Alta,17522
1559,2022-08-23,Dáñó éstrúctúrál,Media,18348
1560,04-04-2020,Accídénté,Crítica,18477
1561,2024-01-05,Accídénté,Crítica,52119
1562,30/03/2020,Dáñó éstrúctúrál,Baja,17115
1563,26-02-2020,Daño estructural,Media,17402
1564,03-10-2022,Vándálísmó,Media,17462
1565,04-08-2020,Daño estructural,Alta,17577
1566,09-30-2023,Vandalismo,Media,17103
1567,2020/04/15,Accidente,Baja,18596
1568,28/08/2020,Accidente,Alta,17040
1569,06-30-2023,Robo,Media,4749898
1570,08-27-2020,Dáñó éstrúctúrál,Media,52185
1571,2022/04/23,Daño estructural,Crítica,17805
1572,05-05-2023,Caída,Crítica,18236
1573,03-03-2022,Caída,Crítica,18338
1574,08-03-2024,Accidente,Media,18480
1575,03/07/2021,Vandalismo,Alta,17670
1576,03/04/2023,Caída,Alta,4989404
1577,2020/03/19,Accídénté,Media,17374
1578,02-09-2020,Daño estructural,Media,9046350
1579,09-19-2023,Caída,Alta,5237108
1580,02-02-2020,Caída,Alta,16976
1581,2023-09-09,Róbó,Alta,52176
1582,17/05/2021,Vándálísmó,Alta,18007
1583,2021-03-18,Accídénté,Crítica,18260
1584,2023-03-13,Daño estructural,Crítica,16943
1585,21/05/2024,Robo,Alta,17123
1586,04-17-2020,Caída,Alta,52218
1587,21-10-2021,Daño estructural,Media,8800261
1588,29/10/2021,Accidente,Alta,5802272
1589,01-06-2024,Accidente,Alta,17154
1590,15-08-2020,Caída,Baja,17503
1591,2024/02/28,Caída,Crítica,18587
1592,2020-02-08,Vandalismo,Baja,18294
1593,01-31-2020,Accidente,Alta,9049643
1594,2021-09-10,Vandalismo,Media,18207
1595,10-29-2022,Vandalismo,Media,17258
1596,2020/09/20,Accídénté,Baja,18590
1597,05-07-2020,Robo,Crítica,17715
1598,11-08-2023,Daño estructural,Crítica,17688
1599,29-01-2022,Caída,Alta,7882667
1600,28-07-2024,Cáídá,Crítica,18443
1601,04-09-2022,Vandalismo,Baja,4796689
1602,06-18-2023,Caída,Crítica,17650
1603,08-16-2020,Accidente,Media,17910
1604,14/06/2024,Accidente,Crítica,4730856
1605,07-01-2020,Vándálísmó,Media,52057
1606,2024/09/24,Vandalismo,Crítica,17243
1607,29-06-2023,Accidente,Baja,5241179
1608,2023-02-03,Accidente,Alta,17572
1609,03/08/2022,Caída,Media,4986431
1610,24-05-2024,Daño estructural,Crítica,18538
1611,30/04/2024,Caída,Alta,17433
1612,2021-11-11,Caída,Media,8775336
1613,2022/08/26,Daño estructural,Baja,17775
1614,2023-03-03,Vandalismo,Alta,18494
1615,04/12/2020,Vandalismo,Baja,18005
1616,05-08-2023,Robo,Baja,17960
1617,15-06-2023,Robo,Crítica,17797
1618,21-07-2022,Daño estructural,Media,18048
1619,17/06/2020,Vandalismo,Alta,5220720
1620,13-09-2021,Accidente,Media,16739
1621,11-08-2021,Accidente,Crítica,17563
1622,03/06/2021,Vándálísmó,Alta,8799540
1623,12-02-2022,Accídénté,Crítica,18549
1624,26-07-2024,Daño estructural,Alta,17715
1625,2024/04/25,Caída,Media,17487
1626,2022/10/11,Robo,Baja,16916
1627,04-16-2022,Robo,Baja,5219920
1628,10/02/2020,Vándálísmó,Baja,7903120
1629,16-01-2023,Róbó,Baja,17759
1630,2020/06/11,Caída,Crítica,52143
1631,01-24-2020,Vandalismo,Alta,18513
1632,20-04-2023,Caída,Alta,17614
1633,01-31-2022,Caída,Alta,18086
1634,11-05-2020,Robo,Alta,17372
1635,06-27-2022,Accidente,Alta,18103
1636,06-06-2020,Daño estructural,Baja,17533
1637,2020/08/20,Daño estructural,Baja,18140
1638,11-02-2020,Vándálísmó,Crítica,52122
1639,10-31-2019,Accídénté,Media,5178801
1640,2020-11-26,Vandalismo,Baja,17821
1641,11-01-2022,Dáñó éstrúctúrál,Media,18008
1642,2024/08/22,Vandalismo,Alta,6909670
1643,02-29-2024,Accidente,Baja,5272342
1644,01-31-2023,Daño estructural,Media,17405
1645,10-23-2021,Accidente,Crítica,18301
1646,01-07-2024,Robo,Crítica,17437
1647,06/04/2022,Daño estructural,Baja,9181989
1648,2024-03-07,Accidente,Media,16997
1649,09-06-2021,Vandalismo,Crítica,16682
1650,2023/07/29,Accidente,Baja,17379
1651,2020-12-30,Daño estructural,Alta,3962563
1652,2019/11/26,Caída,Media,17907
1653,04/06/2023,Robo,Crítica,18570
1654,19/05/2024,Robo,Crítica,7021646
1655,26-03-2021,Daño estructural,Alta,8799638
1656,2023/09/09,Accidente,Crítica,52191
1657,2023/12/21,Accidente,Media,18005
1658,2022/05/04,Cáídá,Media,17559
1659,2022-07-16,Róbó,Crítica,3573466
1660,05-02-2024,Accidente,Crítica,5056315
1661,2022/09/20,Vandalismo,Crítica,17309
1662,13-09-2022,Vandalismo,Crítica,18307
1663,2023/12/15,Dáñó éstrúctúrál,Baja,18121
1664,13/07/2022,Robo,Media,17198
1665,2024/09/21,Accidente,Media,17521
1666,06-08-2023,Accidente,Crítica,18587
1667,2021/06/21,Caída,Alta,17813
1668,2020-08-04,Cáídá,Crítica,18486
1669,2019-12-30,Robo,Crítica,16990
1670,2022/05/05,Dáñó éstrúctúrál,Media,17132
1671,27/03/2020,Robo,Alta,18613
1672,2020/04/03,Daño estructural,Crítica,18299
1673,10-29-2019,Daño estructural,Alta,17901
1674,26/09/2020,Dáñó éstrúctúrál,Crítica,17465
1675,01-26-2020,Cáídá,Crítica,16913
1676,25-04-2022,Dáñó éstrúctúrál,Alta,17514
1677,01-07-2021,Daño estructural,Alta,18491
1678,2021/10/06,Accidente,Baja,17390
1679,03/07/2021,Accidente,Alta,18410
1680,09-06-2020,Vandalismo,Media,52204
1681,06-28-2024,Robo,Media,52054
1682,26/04/2022,Vandalismo,Alta,7927322
1683,12-11-2019,Vandalismo,Crítica,17318
1684,11-10-2022,Cáídá,Baja,17486
1685,07-05-2024,Róbó,Alta,18200
1686,30-10-2023,Robo,Alta,17944
1687,12-10-2021,Accidente,Baja,16670
1688,2020-11-18,Cáídá,Crítica,7897950
1689,09/12/2023,Robo,Baja,5071674
1690,05-10-2021,Caída,Crítica,18478
1691,2021-07-08,Robo,Alta,18471
1692,2019/11/19,Accidente,Baja,16840
1693,2022/10/19,Caída,Baja,17282
1694,16-07-2021,Robo,Crítica,16959
1695,2023/08/03,Robo,Media,17895
1696,17-09-2024,Robo,Alta,5246194
1697,01/04/2022,Daño estructural,Media,18584
1698,2021/10/27,Vandalismo,Alta,9492997
1699,2020/10/05,Accídénté,Crítica,17649
1700,2023/07/17,Vandalismo,Alta,18459
1701,05-31-2021,Daño estructural,Baja,5241169
1702,12-06-2022,Accídénté,Crítica,16695
1703,27/01/2021,Daño estructural,Alta,17760
1704,19/02/2020,Robo,Baja,16976
1705,01-26-2023,Caída,Baja,18272
1706,20-07-2021,Accidente,Media,52146
1707,06-28-2020,Accídénté,Baja,16670
1708,06-10-2020,Dáñó éstrúctúrál,Alta,8914012
1709,26-01-2023,Caída,Crítica,7127773
1710,07/09/2022,Accidente,Crítica,7928031
1711,14/05/2023,Robo,Baja,7906811
1712,2021/07/06,Accidente,Alta,7603212
1713,18/11/2021,Vandalismo,Alta,52110
1714,2020-06-21,Caída,Baja,18029
1715,31/10/2019,Accidente,Alta,16670
1716,02-08-2022,Dáñó éstrúctúrál,Baja,17064
1717,2020-05-31,Vandalismo,Media,5237120
1718,2020/12/12,Vandalismo,Crítica,16684
1719,16-05-2024,Vandalismo,Media,17131
1720,2024/09/10,Vandalismo,Media,18240
1721,14/12/2022,Accidente,Crítica,18169
1722,28-01-2020,Accidente,Media,18126
1723,2023/12/18,Accidente,Media,5240283
1724,2020/04/29,Vandalismo,Media,16867
1725,30-10-2021,Caída,Baja,18566
1726,09-04-2024,Caída,Baja,17431
1727,2022/02/12,Caída,Alta,18386
1728,2023-07-20,Accídénté,Baja,5241188
1729,2020-09-05,Caída,Crítica,18315
1730,2022/02/14,Vandalismo,Media,17840
1731,10-05-2022,Daño estructural,Baja,52161
1732,15-09-2021,Caída,Baja,18223
1733,17/11/2021,Daño estructural,Alta,4749887
1734,03-07-2023,Daño estructural,Baja,16891
1735,2021/01/07,Vandalismo,Alta,52158
1736,10-10-2023,Vandalismo,Baja,17736
1737,31-01-2023,Caída,Media,3568300
1738,23/04/2022,Accidente,Alta,5237127
1739,08-27-2021,Daño estructural,Crítica,18060
1740,11-12-2020,Vándálísmó,Crítica,16984
1741,2024-05-09,Dáñó éstrúctúrál,Crítica,52179
1742,2023/01/27,Caída,Media,4986142
1743,2020/12/04,Vándálísmó,Media,17105
1744,06/08/2021,Accidente,Alta,18484
1745,04-30-2023,Dáñó éstrúctúrál,Media,18334
1746,26-06-2022,Robo,Alta,18235
1747,2023/10/10,Róbó,Baja,6819621
1748,24-01-2023,Daño estructural,Baja,18229
1749,14/08/2023,Accidente,Media,17563
1750,06/07/2021,Accidente,Alta,18555
1751,2020/06/24,Robo,Crítica,18323
1752,10-17-2021,Róbó,Baja,17861
1753,24/10/2022,Caída,Baja,17952
1754,05-05-2020,Accidente,Baja,3568177
1755,2022/05/16,Accidente,Alta,18280
1756,28-10-2021,Accídénté,Crítica,52128
1757,07-11-2022,Accidente,Media,17891
1758,11-06-2024,Vandalismo,Baja,17857
1759,2023/01/05,Caída,Media,17523
1760,2021-04-14,Caída,Baja,17683
1761,08-12-2020,Dáñó éstrúctúrál,Baja,9391954
1762,2022/03/06,Caída,Alta,17175
1763,2023/08/10,Robo,Media,17299
1764,2021/09/04,Dáñó éstrúctúrál,Baja,18061
1765,2021-09-03,Accidente,Media,18604
1766,07-20-2023,Daño estructural,Media,18507
1767,11-29-2019,Accidente,Alta,3566373
1768,07-28-2022,Cáídá,Baja,17584
1769,05-26-2021,Dáñó éstrúctúrál,Media,17661
1770,2020/11/03,Vandalismo,Crítica,16766
1771,26/09/2024,Vandalismo,Alta,17464
1772,2020-09-22,Robo,Baja,17388
1773,23/02/2024,Robo,Baja,3531283
1774,02/12/2021,Vandalismo,Baja,16702
1775,2021-01-20,Vandalismo,Baja,18094
1776,2020-02-08,Accidente,Baja,7602250
1777,2021/12/09,Robo,Crítica,17498
1778,2021/08/23,Accidente,Baja,16901
1779,17-12-2023,Vandalismo,Alta,17938
1780,25/07/2023,Vandalismo,Baja,18020
1781,2019/10/29,Daño estructural,Media,17178
1782,09-05-2020,Daño estructural,Crítica,17316
1783,2020/06/19,Vandalismo,Crítica,16942
1784,2020-04-13,Vandalismo,Media,5237110
1785,05-12-2020,Accidente,Crítica,18585
1786,16/02/2022,Vandalismo,Media,17477
1787,2020/11/01,Caída,Crítica,17862
1788,2020-12-08,Accídénté,Media,16844
1789,28/09/2022,Accidente,Alta,18593
1790,01-04-2020,Daño estructural,Media,8776034
1791,12-13-2020,Daño estructural,Media,17804
1792,06-07-2023,Vandalismo,Crítica,18148
1793,2022/04/26,Daño estructural,Crítica,17348
1794,07-02-2024,Vándálísmó,Media,17393
1795,2021-04-23,Cáídá,Alta,18618
1796,08-03-2021,Daño estructural,Crítica,18310
