ID,PUNTUACION_ACCESIBILIDAD,PUNTUACION_CALIDAD,COMENTARIOS,AreaRecreativaID,FECHA
1502,4,4,Excelente,17485,07/05/2021
1503,5,5,Excelente,17029,2023/04/09
1504,5,5,Excelente,17174,26/09/2021
1505,2,1,Regular,3568306,27/09/2022
1506,5,5,Excelente,18211,2021/03/22
1507,4,3,Muy bueno,5241167,2022/12/10
1508,1,2,Regular,18577,04/06/2021
1509,3,3,Muy bueno,3739833,12/03/2023
1510,2,3,Aceptable,17464,28/03/2021
1511,3,4,Muy bueno,18537,08-25-2023
1512,4,3,Muy bueno,17487,01-15-2023
1513,5,4,Excelente,16820,28/10/2023
1514,1,2,Regular,17138,05-11-2021
1515,4,5,Excelente,17939,2023/11/23
1516,1,1,Deficiente,18551,19/06/2023
1517,4,4,Excelente,7927289,2021-05-16
1518,3,3,Muy bueno,17131,10-17-2022
1519,3,2,Aceptable,17331,2022/12/06
1520,1,2,Regular,5213820,01-19-2023
1521,5,4,Excelente,17702,16-03-2023
1522,5,5,Excelente,17744,2021/12/15
1523,4,5,Excelente,7165658,2023/10/16
1524,4,5,Excelente,17857,2023-03-16
1525,1,1,Deficiente,5178865,27/05/2021
1526,5,5,Excelente,5653942,04-02-2022
1527,3,4,Muy bueno,17885,2021/08/21
1528,4,5,Excelente,18049,2021/12/31
1529,1,1,Deficiente,18315,28/11/2021
1530,4,5,Excelente,17584,13-10-2021
1531,4,3,Muy bueno,17671,02-10-2023
1532,3,2,Aceptable,8776034,2022-04-28
1533,2,1,Regular,18222,01-09-2021
1534,5,5,Excelente,451569,2021/01/29
1535,5,4,Excelente,5237119,2022/06/13
1536,4,4,Excelente,17918,2022-05-24
1537,1,1,Deficiente,18635,2023-11-30
1538,5,5,Excelente,16701,2023/01/15
1539,4,4,Excelente,18000,09-27-2021
1540,3,4,Muy bueno,17279,2021/02/24
1541,1,2,Regular,17173,22-02-2022
1542,2,3,Aceptable,17718,06-21-2022
1543,4,4,Excelente,3568708,17-02-2023
1544,1,1,Deficiente,17169,2022/08/23
1545,5,5,Excelente,17559,2021/11/13
1546,2,2,Aceptable,3569210,01-05-2022
1547,1,1,Deficiente,17374,08-04-2022
1548,3,2,Aceptable,16976,15-03-2022
1549,2,2,Aceptable,17643,01/01/2023
1550,1,2,Regular,17299,2021-03-30
1551,1,1,Deficiente,18508,2023-01-20
1552,2,3,Aceptable,4986431,29/03/2023
1553,5,4,Excelente,18093,2023/03/04
1554,5,4,Excelente,17541,02/12/2023
1555,1,1,Deficiente,18298,10-07-2022
1556,2,2,Aceptable,16788,2023-09-10
1557,3,4,Muy bueno,18256,20/04/2023
1558,5,4,Excelente,17306,23-11-2021
1559,1,2,Regular,3576117,20-09-2022
1560,3,2,Aceptable,52041,02-01-2022
1561,3,2,Aceptable,17791,2021/04/03
1562,4,4,Excelente,18060,2023/01/13
1563,4,5,Excelente,52124,07-02-2023
1564,5,5,Excelente,52123,16/11/2023
1565,1,2,Regular,7248141,06/07/2021
1566,3,2,Aceptable,16970,2023/08/25
1567,4,4,Excelente,18134,12-06-2021
1568,1,1,Deficiente,18484,2021/08/23
1569,4,4,Excelente,16692,2021/07/20
1570,1,1,Deficiente,451593,27/05/2023
1571,4,3,Muy bueno,18596,2022/07/29
1572,2,1,Regular,16793,30/12/2022
1573,1,1,Deficiente,16850,2022/01/04
1574,2,3,Aceptable,16887,2021/12/24
1575,1,2,Regular,17872,28-05-2021
1576,2,1,Regular,6819616,08-02-2021
1577,3,3,Muy bueno,52206,2022/02/13
1578,4,3,Muy bueno,18127,12-18-2021
1579,2,2,Aceptable,17161,06-08-2022
1580,4,5,Excelente,52200,14/02/2022
1581,2,3,Aceptable,5653950,12-11-2021
1582,5,5,Excelente,18265,06-01-2021
1583,3,2,Aceptable,17380,27/11/2021
1584,2,3,Aceptable,17752,15-11-2023
1585,5,4,Excelente,16692,2021-08-21
1586,4,5,Excelente,17794,2022-10-19
1587,5,5,Excelente,3991087,05-21-2022
1588,1,1,Deficiente,52146,01/11/2023
1589,1,1,Deficiente,17757,2021/03/11
1590,1,1,Deficiente,18572,01-27-2023
1591,1,2,Regular,18326,2023/08/02
1592,4,5,Excelente,18049,31/08/2023
1593,3,4,Muy bueno,18242,07-24-2023
1594,1,2,Regular,17161,2023/04/01
1595,4,3,Muy bueno,3566346,16-05-2022
1596,1,1,Deficiente,18286,2023/09/17
1597,3,3,Muy bueno,17968,04/07/2022
1598,2,3,Aceptable,17195,07-01-2023
1599,4,3,Muy bueno,18513,11-12-2021
1600,5,4,Excelente,16838,02-22-2023
1601,5,5,Excelente,16777,03-01-2021
1602,2,1,Regular,9259976,07/05/2023
1603,3,4,Muy bueno,17404,2023/06/25
1604,2,2,Aceptable,18090,06-16-2021
1605,5,5,Excelente,18313,09/08/2021
1606,1,1,Deficiente,5195676,15-09-2023
1607,1,2,Regular,17462,27/06/2023
1608,2,2,Aceptable,7602200,2021-10-02
1609,3,2,Aceptable,18621,19/06/2021
1610,4,3,Muy bueno,7162223,04-21-2022
1611,5,5,Excelente,17059,10-26-2023
1612,2,1,Regular,3569250,09-06-2023
1613,4,3,Muy bueno,17924,10-03-2022
1614,3,2,Aceptable,7862341,13/09/2022
1615,5,5,Excelente,17404,03/06/2021
1616,1,2,Regular,3960929,16/01/2021
1617,2,3,Aceptable,17996,2022-05-30
1618,1,2,Regular,6819617,2022/01/23
1619,2,2,Aceptable,16669,2022/03/19
1620,4,4,Excelente,16924,2022/05/31
1621,1,2,Regular,4989404,05-09-2023
1622,2,2,Aceptable,18211,2023-02-23
1623,3,3,Muy bueno,17475,10-27-2023
1624,5,5,Excelente,16831,2022/06/21
1625,2,2,Aceptable,17155,12/03/2022
1626,1,1,Deficiente,18457,04-02-2023
1627,3,4,Muy bueno,17874,03-19-2021
1628,1,2,Regular,52055,15-10-2023
1629,3,4,Muy bueno,4731656,06/05/2022
1630,1,1,Deficiente,18336,2022/05/09
1631,4,3,Muy bueno,18355,04-15-2023
1632,2,1,Regular,461343,26/04/2023
1633,1,1,Deficiente,18098,07-08-2022
1634,1,2,Regular,52176,24/07/2021
1635,5,5,Excelente,52208,31-03-2023
1636,4,5,Excelente,17141,06-01-2022
1637,1,1,Deficiente,16746,2023-05-15
1638,2,3,Aceptable,17073,2022/12/12
1639,1,1,Deficiente,18635,2023/02/03
1640,5,4,Excelente,5209994,01-22-2021
1641,2,1,Regular,461181,2022/09/17
1642,4,5,Excelente,17739,2023-10-27
1643,2,2,Aceptable,18578,04-07-2023
1644,3,2,Aceptable,16675,08-30-2023
1645,3,2,Aceptable,18558,2022-08-19
1646,1,1,Deficiente,17679,29-06-2023
1647,4,5,Excelente,17607,2021/10/13
1648,5,5,Excelente,18276,14-09-2023
1649,2,1,Regular,18229,09-27-2022
1650,3,3,Muy bueno,17002,08-29-2023
1651,4,3,Muy bueno,16690,03-31-2022
1652,4,4,Excelente,17145,02-21-2023
1653,5,4,Excelente,7591499,09-01-2023
1654,2,2,Aceptable,18579,2022/03/28
1655,2,1,Regular,8799607,17/03/2022
1656,2,1,Regular,17351,01-10-2022
1657,2,2,Aceptable,16776,13/11/2022
1658,5,5,Excelente,18610,08-18-2021
1659,4,3,Muy bueno,17681,2023-01-27
1660,1,1,Deficiente,17120,07-13-2023
1661,4,4,Excelente,16755,12-05-2021
1662,1,2,Regular,17445,2021/04/22
1663,5,4,Excelente,16834,13/09/2022
1664,3,3,Muy bueno,17765,06-08-2021
1665,3,3,Muy bueno,8799547,29/07/2022
1666,1,1,Deficiente,3573466,06-25-2022
1667,1,1,Deficiente,5218552,2023-08-17
1668,3,2,Aceptable,16663,11-17-2021
1669,1,1,Deficiente,18520,2021/03/07
1670,1,1,Deficiente,18038,24/06/2023
1671,1,1,Deficiente,6843085,2022-08-07
1672,4,4,Excelente,5653971,24-03-2023
1673,3,3,Muy bueno,17508,18-08-2023
1674,1,1,Deficiente,18183,2021/11/06
1675,2,3,Aceptable,16927,2021-02-24
1676,2,3,Aceptable,18243,22/08/2022
1677,1,1,Deficiente,17097,2023-01-16
1678,1,2,Regular,18011,12-22-2021
1679,3,4,Muy bueno,18152,08-19-2022
1680,4,3,Muy bueno,7129038,2022-08-09
1681,3,4,Muy bueno,17140,2023/05/09
1682,5,5,Excelente,8799540,07/07/2023
1683,2,3,Aceptable,451351,2023/07/09
1684,3,2,Aceptable,7835585,08-12-2023
1685,2,3,Aceptable,17553,30-04-2022
1686,4,5,Excelente,17599,2021-01-24
1687,2,1,Regular,4737814,06-29-2021
1688,2,3,Aceptable,5237135,16/06/2021
1689,1,2,Regular,5654016,28-12-2023
1690,3,4,Muy bueno,17290,02/01/2023
1691,2,1,Regular,8799950,2021-12-16
1692,1,1,Deficiente,16855,10/07/2023
1693,3,4,Muy bueno,16756,17/08/2023
1694,3,4,Muy bueno,18034,03-31-2022
1695,3,3,Muy bueno,5246194,03-04-2021
1696,5,5,Excelente,3573466,2022-09-10
1697,2,1,Regular,17555,09-08-2021
1698,2,2,Aceptable,5246192,11-01-2021
1699,1,2,Regular,17975,19/02/2021
1700,4,3,Muy bueno,17135,06-01-2022
1701,2,1,Regular,17311,24-05-2023
1702,1,1,Deficiente,17194,2021/11/13
1703,3,2,Aceptable,16754,03-10-2023
1704,1,2,Regular,17907,20/03/2023
1705,1,1,Deficiente,18444,2021/03/29
1706,4,5,Excelente,17937,02-17-2023
1707,1,2,Regular,9438309,29-01-2021
1708,4,5,Excelente,5219515,05-04-2023
1709,4,3,Muy bueno,17137,10/02/2023
1710,5,5,Excelente,18530,16-12-2022
1711,4,5,Excelente,17375,2023/09/18
1712,1,1,Deficiente,5237124,2023/10/17
1713,1,1,Deficiente,5246182,2021/01/12
1714,3,3,Muy bueno,7107703,12/07/2022
1715,1,2,Regular,17419,2022-01-23
1716,2,1,Regular,9187543,06/11/2021
1717,5,5,Excelente,17409,11-08-2022
1718,3,4,Muy bueno,7602200,04-09-2021
1719,3,4,Muy bueno,18035,10/01/2021
1720,4,4,Excelente,17152,2022-09-02
1721,4,4,Excelente,18418,2023-09-10
1722,2,1,Regular,5219932,25/10/2023
1723,5,5,Excelente,17152,01-05-2022
1724,2,2,Aceptable,4749887,04-09-2021
1725,4,3,Muy bueno,18530,2021-03-20
1726,4,5,Excelente,7126508,2022-09-25
1727,1,1,Deficiente,5653942,19-02-2023
1728,1,1,Deficiente,52227,2021/04/22
1729,3,4,Muy bueno,5237138,2022-04-24
1730,3,2,Aceptable,5240105,03-03-2023
1731,1,2,Regular,52213,11-03-2021
1732,1,1,Deficiente,17295,2023/06/16
1733,1,1,Deficiente,17742,29-03-2021
1734,3,4,Muy bueno,16767,2023/12/26
1735,3,2,Aceptable,5211511,2022-08-11
1736,5,5,Excelente,18287,2021/09/04
1737,1,1,Deficiente,18284,2021-03-19
1738,1,2,Regular,52048,22-07-2023
1739,2,3,Aceptable,6779455,24-04-2021
1740,5,5,Excelente,18134,20/01/2021
1741,2,3,Aceptable,18405,21/06/2023
1742,4,4,Excelente,16910,14-04-2023
1743,4,4,Excelente,7591618,2022/10/10
1744,4,5,Excelente,8799550,10-20-2022
1745,4,4,Excelente,18057,06-11-2023
1746,5,4,Excelente,18532,26-01-2023
1747,3,3,Muy bueno,17193,2022/11/16
1748,3,3,Muy bueno,16762,10-20-2023
1749,4,3,Muy bueno,17196,11-17-2021
1750,1,1,Deficiente,5800211,04-03-2023
1751,2,2,Aceptable,5237125,2022-01-14
1752,4,5,Excelente,17333,2021/12/21
1753,1,1,Deficiente,17056,2023-05-06
1754,1,2,Regular,18625,11-27-2022
1755,2,3,Aceptable,17171,10-12-2022
1756,1,2,Regular,18176,2022-06-30
1757,1,1,Deficiente,5237115,09-24-2023
1758,4,4,Excelente,52207,03-21-2023
1759,4,3,Muy bueno,17853,09-06-2023
1760,3,4,Muy bueno,17814,13-05-2023
1761,4,3,Muy bueno,52149,2022/12/31
1762,4,5,Excelente,16928,2023-03-02
1763,4,5,Excelente,17743,2023-12-02
1764,1,2,Regular,9293991,2021-01-08
1765,3,3,Muy bueno,18441,05-02-2022
1766,3,2,Aceptable,52048,2023/05/23
1767,5,5,Excelente,18506,2022-10-02
1768,5,4,Excelente,5241178,19-02-2022
1769,1,2,Regular,18533,2023/04/09
1770,2,1,Regular,16852,11-02-2021
1771,4,5,Excelente,18360,2021-01-08
1772,1,1,Deficiente,18226,25/10/2021
1773,5,5,Excelente,18017,23-08-2021
1774,4,3,Muy bueno,17671,02/10/2021
1775,1,1,Deficiente,17876,11-05-2021
1776,4,5,Excelente,17175,2023/09/12
1777,5,4,Excelente,461343,2022/10/12
1778,2,1,Regular,16812,26/11/2021
1779,2,3,Aceptable,17371,2023-03-26
1780,1,1,Deficiente,5241174,04/06/2023
1781,1,2,Regular,17441,23/03/2023
1782,3,3,Muy bueno,18569,2023/12/25
1783,4,4,Excelente,17868,27-02-2023
1784,2,3,Aceptable,17397,05-07-2022
1785,3,4,Muy bueno,16998,2022/09/21
1786,1,1,Deficiente,17598,01-04-2023
1787,4,5,Excelente,16680,29-09-2022
1788,5,5,Excelente,18194,2021/12/16
1789,4,4,Excelente,52174,2023/05/28
1790,1,1,Deficiente,9046339,07-28-2023
1791,5,5,Excelente,3530623,2022-08-15
1792,4,5,Excelente,4730835,2021/01/08
1793,4,4,Excelente,18187,2021-03-11
1794,4,4,Excelente,461343,29-08-2023
1795,3,4,Muy bueno,17514,04-01-2021
1796,3,2,Aceptable,52041,2021/06/16
1797,5,5,Excelente,17760,2022/04/14
1798,2,2,Aceptable,5246193,2021-02-25
1799,4,5,Excelente,3994618,23-03-2021
1800,2,2,Aceptable,52224,17-10-2023
1801,5,5,Excelente,17120,09/03/2022
1802,1,1,Deficiente,8927341,2023-10-10
1803,2,3,Aceptable,17561,02/12/2021
1804,5,5,Excelente,5653905,10-03-2021
1805,5,5,Excelente,17034,20/09/2021
1806,2,1,Regular,16939,10-19-2023
1807,5,5,Excelente,18627,18-10-2022
1808,2,2,Aceptable,5654045,2021-12-08
1809,2,3,Aceptable,17620,2023/05/02
1810,3,3,Muy bueno,17165,06-15-2022
1811,2,3,Aceptable,18357,2021/03/20
1812,2,3,Aceptable,17492,10-29-2022
1813,3,3,Muy bueno,451531,2021-09-24
1814,5,4,Excelente,17009,30/03/2023
1815,5,5,Excelente,16962,11-03-2023
1816,3,3,Muy bueno,17727,10/07/2023
1817,2,2,Aceptable,17168,2021-10-26
1818,3,4,Muy bueno,17020,2023-05-30
1819,4,4,Excelente,52056,2021/04/12
1820,2,2,Aceptable,5241168,2023-01-26
1821,3,3,Muy bueno,17050,2023/05/21
1822,5,4,Excelente,5240285,18/07/2021
1823,2,3,Aceptable,6779455,28-04-2022
1824,2,3,Aceptable,52186,06-11-2021
1825,4,5,Excelente,17675,19-12-2021
1826,2,3,Aceptable,17254,2022-11-13
1827,4,5,Excelente,17102,28-01-2023
1828,5,5,Excelente,3576089,12-10-2021
1829,3,2,Aceptable,16920,26-12-2023
1830,4,4,Excelente,18210,2021/01/07
1831,2,2,Aceptable,17103,14/02/2023
1832,2,2,Aceptable,7591686,17/03/2021
1833,2,2,Aceptable,5237128,17-01-2021
1834,1,2,Regular,18538,2022/02/26
1835,4,3,Muy bueno,17939,02-24-2022
1836,3,2,Aceptable,17218,17/02/2023
1837,2,1,Regular,18574,17-08-2021
1838,4,5,Excelente,3573333,2022-12-21
1839,1,1,Deficiente,5653924,2021-12-02
1840,3,2,Aceptable,17739,05-07-2022
1841,1,2,Regular,16669,05-11-2022
1842,3,3,Muy bueno,17577,2021/12/22
1843,3,4,Muy bueno,3573051,01/10/2023
1844,1,2,Regular,18620,09-18-2021
1845,2,3,Aceptable,17335,2023-08-22
1846,1,1,Deficiente,451442,14-08-2021
1847,1,2,Regular,7902706,08-11-2022
1848,4,3,Muy bueno,17104,28/03/2022
1849,2,1,Regular,18492,2023/08/08
1850,2,1,Regular,17535,2023/02/07
1851,5,5,Excelente,18346,10-01-2021
1852,5,5,Excelente,18060,08/07/2023
1853,2,2,Aceptable,17700,2021/05/01
1854,5,4,Excelente,18462,25/07/2023
1855,4,4,Excelente,17201,05/08/2022
1856,4,5,Excelente,18301,2021/12/17
1857,3,3,Muy bueno,18240,12-14-2021
1858,5,5,Excelente,5237139,2021/05/20
1859,5,5,Excelente,17751,13-06-2021
1860,2,3,Aceptable,16964,11-29-2021
1861,5,4,Excelente,17622,2023-08-30
1862,1,1,Deficiente,18427,03-16-2022
1863,4,5,Excelente,5213834,2021-06-28
1864,4,3,Muy bueno,17002,11-02-2022
1865,3,3,Muy bueno,17399,2021/08/05
1866,4,3,Muy bueno,17615,2023/06/25
1867,5,5,Excelente,18203,2022-02-15
1868,3,4,Muy bueno,17567,2023/01/18
1869,3,4,Muy bueno,18450,03-01-2023
1870,2,1,Regular,18344,18/11/2021
1871,1,1,Deficiente,17453,2022-11-02
1872,2,1,Regular,16904,2022-05-05
1873,4,3,Muy bueno,18359,10-15-2021
1874,3,3,Muy bueno,7595816,2021-03-16
1875,4,3,Muy bueno,52061,23/05/2021
1876,1,2,Regular,18472,05-08-2023
1877,5,4,Excelente,18343,11-26-2023
1878,5,4,Excelente,16986,12-09-2021
1879,1,1,Deficiente,17735,26/01/2021
1880,1,1,Deficiente,5237133,11-20-2022
1881,1,1,Deficiente,17575,2023/01/31
1882,3,4,Muy bueno,17878,05-24-2022
1883,3,4,Muy bueno,17081,2021/08/10
1884,2,3,Aceptable,5261893,08-04-2023
1885,1,1,Deficiente,18208,11-11-2021
1886,4,5,Excelente,17670,11-15-2022
1887,4,3,Muy bueno,5220798,2023-11-22
1888,4,3,Muy bueno,8799601,07-05-2022
1889,3,3,Muy bueno,5246180,08-01-2022
1890,4,5,Excelente,5220720,17/11/2023
1891,2,3,Aceptable,7595816,02/08/2021
1892,3,4,Muy bueno,4749897,20-07-2022
1893,4,5,Excelente,52075,23/03/2021
1894,3,2,Aceptable,18461,2021-03-29
1895,2,2,Aceptable,5653737,25-09-2023
1896,4,5,Excelente,18345,21/12/2022
1897,2,2,Aceptable,9424149,28-11-2022
1898,3,4,Muy bueno,5241172,2022/08/01
1899,1,1,Deficiente,17004,03-28-2023
1900,1,2,Regular,5166868,07-05-2022
1901,3,3,Muy bueno,5240112,2022-11-22
1902,5,5,Excelente,17561,2023/05/11
1903,4,3,Muy bueno,3739833,2022/12/23
1904,1,1,Deficiente,16696,2022/01/23
1905,1,2,Regular,6843085,11-17-2021
1906,1,1,Deficiente,17898,2022-01-18
1907,2,2,Aceptable,17447,2023-02-05
1908,5,5,Excelente,18523,2022-07-20
1909,3,4,Muy bueno,18555,2023/08/30
1910,2,3,Aceptable,18060,2022/03/30
1911,5,5,Excelente,7889423,25-08-2021
1912,2,2,Aceptable,5240310,09-05-2022
1913,5,4,Excelente,17967,2022/01/21
1914,4,5,Excelente,7107695,2023-06-01
1915,2,1,Regular,17652,05/03/2022
1916,4,4,Excelente,17075,2022/01/06
1917,2,1,Regular,16730,2022-03-19
1918,4,4,Excelente,18273,03/01/2022
1919,5,4,Excelente,17282,2023-02-25
1920,1,2,Regular,17820,2021/12/28
1921,5,4,Excelente,17069,2021-05-10
1922,2,1,Regular,17901,25/08/2021
1923,4,5,Excelente,18561,03-03-2022
1924,2,2,Aceptable,5802272,2022-10-16
1925,4,3,Muy bueno,17467,2022/04/28
1926,1,1,Deficiente,5195695,05-03-2022
1927,1,2,Regular,17207,2022/11/05
1928,1,1,Deficiente,5213818,07-02-2022
1929,4,4,Excelente,7107693,2022/10/16
1930,4,4,Excelente,5219922,04/12/2023
1931,1,2,Regular,17582,04-02-2022
1932,5,4,Excelente,3566363,2022/03/24
1933,2,3,Aceptable,18352,2022/02/13
1934,2,2,Aceptable,5653963,2021/10/19
1935,4,3,Muy bueno,7928425,2021-05-10
1936,4,4,Excelente,5195695,2022-12-25
1937,2,2,Aceptable,17120,2023-09-27
1938,5,5,Excelente,17339,2021/01/11
1939,1,2,Regular,7280560,10-03-2021
1940,5,5,Excelente,7127775,2023/01/01
1941,3,3,Muy bueno,5204992,2021-08-14
1942,3,3,Muy bueno,17926,23-12-2022
1943,3,3,Muy bueno,17502,2021/08/31
1944,1,2,Regular,5174650,17-05-2021
1945,1,1,Deficiente,18133,09-01-2021
1946,1,1,Deficiente,5237108,12/10/2021
1947,1,2,Regular,17648,2021/01/11
1948,1,1,Deficiente,17457,2021/01/04
1949,4,5,Excelente,7928069,02-22-2022
1950,3,2,Aceptable,17577,11-10-2021
1951,1,1,Deficiente,17493,2023/02/21
1952,3,4,Muy bueno,17685,22/10/2022
1953,5,5,Excelente,16799,06-17-2021
1954,2,3,Aceptable,17833,30-05-2023
1955,2,2,Aceptable,5109124,25/07/2022
1956,4,4,Excelente,17186,13/07/2022
1957,1,2,Regular,18166,11-10-2023
1958,5,5,Excelente,17623,2023-11-05
1959,5,5,Excelente,52088,12-31-2023
1960,4,5,Excelente,5219928,2022-05-20
1961,5,4,Excelente,18353,07-29-2021
1962,4,4,Excelente,5237127,2022-12-02
1963,5,5,Excelente,17270,2021/06/14
1964,5,5,Excelente,17263,09-28-2022
1965,1,2,Regular,4989404,07-11-2022
1966,2,1,Regular,7125670,05-01-2023
1967,5,4,Excelente,17448,02-26-2022
1968,4,3,Muy bueno,16778,2023-09-10
1969,3,3,Muy bueno,17037,2023-12-04
1970,3,3,Muy bueno,17491,16/04/2023
1971,1,1,Deficiente,17842,09-25-2021
1972,4,3,Muy bueno,7861611,03/02/2021
1973,5,4,Excelente,17075,25-09-2021
1974,1,1,Deficiente,17892,18/11/2022
1975,2,3,Aceptable,17207,04-10-2021
1976,4,4,Excelente,17987,2022-09-10
1977,4,3,Muy bueno,16735,2022/01/09
1978,2,1,Regular,17830,02-12-2022
1979,1,2,Regular,17794,17-03-2021
1980,1,1,Deficiente,17942,12-04-2022
1981,4,4,Excelente,3573350,21/10/2022
1982,2,1,Regular,17339,29/11/2023
1983,2,2,Aceptable,17263,2022-07-01
1984,1,2,Regular,18407,07-11-2022
1985,2,1,Regular,3740788,12/09/2021
1986,3,2,Aceptable,6819625,21/04/2023
1987,4,3,Muy bueno,17642,07-09-2021
1988,5,4,Excelente,5272338,18-10-2021
1989,3,3,Muy bueno,17072,11/04/2023
1990,4,5,Excelente,18335,26/07/2021
1991,1,1,Deficiente,52079,23/07/2021
1992,5,4,Excelente,17201,2023/07/11
1993,4,3,Muy bueno,17789,2023-03-04
1994,4,5,Excelente,17265,2021-08-30
1995,4,5,Excelente,16904,11-06-2021
1996,4,4,Excelente,5209024,08-05-2021
1997,2,1,Regular,5246185,03/05/2021
1998,1,1,Deficiente,4988273,21-11-2022
1999,5,4,Excelente,17462,2021/04/05
2000,1,2,Regular,17304,2023/06/08
2001,4,5,Excelente,17345,12-07-2023
2002,3,2,Aceptable,18133,25/06/2022
2003,3,2,Aceptable,18471,2022-10-06
2004,3,2,Aceptable,5213834,2021/01/20
2005,3,2,Aceptable,18310,2023-02-17
2006,1,1,Deficiente,7126577,09-02-2022
2007,1,1,Deficiente,17422,2023/09/16
2008,2,2,Aceptable,52164,02-13-2023
2009,5,4,Excelente,52148,2021-08-06
2010,4,3,Muy bueno,18421,2022-01-27
2011,3,3,Muy bueno,18345,2022-02-23
2012,5,4,Excelente,5213832,2021-06-11
2013,5,4,Excelente,17819,25/10/2022
2014,2,2,Aceptable,3568959,04/11/2023
2015,1,1,Deficiente,17347,02-06-2021
2016,5,5,Excelente,18629,27/09/2021
2017,5,4,Excelente,18311,2022/04/06
2018,1,1,Deficiente,17748,2021/11/14
2019,4,5,Excelente,17350,2021/05/29
2020,4,3,Muy bueno,5174720,2021-08-06
2021,5,5,Excelente,17325,2021/11/06
2022,2,1,Regular,18382,2023-03-25
2023,5,5,Excelente,5209117,01-11-2021
2024,1,2,Regular,17030,16/03/2022
2025,5,4,Excelente,17629,02-13-2023
2026,5,5,Excelente,16840,09-04-2021
2027,1,1,Deficiente,5195676,2023/05/18
2028,5,5,Excelente,18196,2023-03-05
2029,5,5,Excelente,5220720,14/01/2023
2030,3,3,Muy bueno,17827,20/05/2022
2031,5,4,Excelente,3566353,31-12-2022
2032,4,3,Muy bueno,16685,2021-05-18
2033,1,1,Deficiente,18317,01-08-2021
2034,5,5,Excelente,18540,06/12/2023
2035,3,3,Muy bueno,7182696,15/02/2021
2036,1,2,Regular,18453,08-07-2021
2037,3,4,Muy bueno,17653,2022-09-24
2038,1,2,Regular,18013,01-11-2021
2039,4,4,Excelente,17454,05-15-2021
2040,3,3,Muy bueno,52101,2023-01-08
2041,5,5,Excelente,18246,2022/12/05
2042,5,5,Excelente,17103,23-09-2022
2043,1,2,Regular,18578,01/12/2023
2044,2,1,Regular,18169,2021-11-12
2045,1,2,Regular,16867,27-02-2022
2046,4,5,Excelente,17470,2021/06/08
2047,2,2,Aceptable,17242,2021/05/26
2048,4,3,Muy bueno,18491,24/04/2021
2049,4,3,Muy bueno,4738111,03-09-2022
2050,5,5,Excelente,16718,13-04-2021
2051,2,3,Aceptable,17614,2022-10-09
2052,3,2,Aceptable,8799603,29/06/2022
2053,3,2,Aceptable,18290,2023-02-07
2054,1,2,Regular,17857,2023-09-24
2055,3,3,Muy bueno,52125,26-10-2021
2056,4,4,Excelente,16862,2022/10/20
2057,4,3,Muy bueno,17695,2023-09-07
2058,3,4,Muy bueno,18193,07/08/2023
2059,3,3,Muy bueno,18019,12-05-2023
2060,5,5,Excelente,17255,12-31-2021
2061,3,2,Aceptable,18247,2023-10-25
2062,4,3,Muy bueno,18438,2022/07/02
2063,3,4,Muy bueno,5178801,2023/05/02
2064,3,3,Muy bueno,18281,09-04-2021
2065,2,2,Aceptable,17107,2021-08-28
2066,4,4,Excelente,8799603,2021-06-17
2067,1,2,Regular,18325,2023/03/12
2068,5,4,Excelente,17050,2021/01/27
2069,3,2,Aceptable,5241172,2023/11/25
2070,1,1,Deficiente,7107694,2022-11-05
2071,4,5,Excelente,18085,17-02-2022
2072,3,2,Aceptable,5199521,11-10-2022
2073,5,5,Excelente,17335,03-16-2022
2074,5,4,Excelente,16955,2023-10-20
2075,2,2,Aceptable,17648,09-24-2023
2076,1,1,Deficiente,16739,10/11/2023
2077,4,5,Excelente,52061,2021/10/11
2078,1,1,Deficiente,5218552,2021/02/16
2079,3,4,Muy bueno,17950,14/04/2023
2080,1,2,Regular,16771,2022/09/29
2081,3,4,Muy bueno,17614,2021/01/12
2082,4,3,Muy bueno,9187543,12-26-2021
2083,3,3,Muy bueno,17321,2022-03-20
2084,3,2,Aceptable,7168609,01-03-2023
2085,3,3,Muy bueno,5237111,15/12/2023
2086,5,5,Excelente,5237120,21/09/2021
2087,5,5,Excelente,7838817,12/03/2021
2088,4,4,Excelente,18205,2023/09/03
2089,1,1,Deficiente,8907324,05-17-2021
2090,3,4,Muy bueno,7861611,03-08-2022
2091,1,1,Deficiente,16755,2021/01/06
2092,1,1,Deficiente,17642,09-25-2022
2093,4,4,Excelente,17396,2021-06-23
2094,2,1,Regular,16851,2021-09-11
2095,5,5,Excelente,18493,15-09-2023
2096,1,1,Deficiente,17907,06-08-2021
2097,2,2,Aceptable,18211,30/09/2022
2098,1,1,Deficiente,5166868,2021/11/19
2099,1,1,Deficiente,3531283,01-18-2023
2100,4,4,Excelente,17793,2022/01/02
2101,2,3,Aceptable,5237133,27/05/2022
2102,3,2,Aceptable,17131,2022-12-05
2103,4,5,Excelente,18266,2021/11/06
2104,2,2,Aceptable,7180264,30/11/2023
2105,5,5,Excelente,52086,09-01-2022
2106,2,2,Aceptable,16728,08-20-2022
2107,4,3,Muy bueno,17660,11-02-2021
2108,5,4,Excelente,18629,2022/06/03
2109,4,3,Muy bueno,52182,2021/03/10
2110,2,2,Aceptable,5240107,2021/06/19
