ID,FECHA_INTERVENCION,TIPO_INTERVENCION,ESTADO_PREVIO,ESTADO_POSTERIOR,JuegoID,Tipo,Comentarios
"-645,00 MNT",2024-07-20,Correctivo,Bueno,Malo,5249926,preventivo,Comentario sobre el mantenimiento 645
"-646,00 MNT",2023-12-26,Emergencia,Bueno,Malo,22491,preventivo,Comentario sobre el mantenimiento 646
"-647,00 MNT",2024-02-11,Preventivo,Regular,Malo,19359,queja_usuario,Comentario sobre el mantenimiento 647
"-648,00 MNT",07-04-2024,Preventivo,Malo,Bueno,32896,queja_usuario,Comentario sobre el mantenimiento 648
"-649,00 MNT",2024-09-21,Preventivo,Malo,Regular,4793075,preventivo,Comentario sobre el mantenimiento 649
"-650,00 MNT",13/07/2024,Emergencia,Bueno,Bueno,3531331,queja_usuario,Comentario sobre el mantenimiento 650
"-651,00 MNT",04-25-2024,Correctivo,Bueno,Regular,5658743,queja_usuario,Comentario sobre el mantenimiento 651
"-652,00 MNT",01-08-2024,Correctivo,Bueno,Regular,4988410,queja_usuario,Comentario sobre el mantenimiento 652
"-653,00 MNT",2024/02/11,Preventivo,Malo,Malo,9291592,preventivo,Comentario sobre el mantenimiento 653
"-654,00 MNT",2024-04-01,Preventivo,Bueno,Malo,9294649,queja_usuario,Comentario sobre el mantenimiento 654
"-655,00 MNT",2023/12/20,Emergencia,Bueno,Malo,21107,preventivo,Comentario sobre el mantenimiento 655
"-656,00 MNT",11-13-2023,Preventivo,Malo,Malo,24988,queja_usuario,Comentario sobre el mantenimiento 656
"-657,00 MNT",26/09/2024,Emergencia,Regular,Bueno,5659426,preventivo,Comentario sobre el mantenimiento 657
"-658,00 MNT",2024-10-13,Emergencia,Malo,Regular,3961096,queja_usuario,Comentario sobre el mantenimiento 658
"-659,00 MNT",2024-05-22,Correctivo,Bueno,Malo,8803670,queja_usuario,Comentario sobre el mantenimiento 659
"-660,00 MNT",29-03-2024,Preventivo,Regular,Regular,8967517,queja_usuario,Comentario sobre el mantenimiento 660
"-661,00 MNT",2024-03-31,Correctivo,Bueno,Malo,4730836,preventivo,Comentario sobre el mantenimiento 661
"-662,00 MNT",12-06-2024,Emergencia,Regular,Regular,8819162,preventivo,Comentario sobre el mantenimiento 662
"-663,00 MNT",10-13-2024,Emergencia,Malo,Regular,7144136,queja_usuario,Comentario sobre el mantenimiento 663
"-664,00 MNT",2023/12/15,Preventivo,Regular,Bueno,7247728,preventivo,Comentario sobre el mantenimiento 664
"-665,00 MNT",12-29-2023,Preventivo,Bueno,Regular,9389907,queja_usuario,Comentario sobre el mantenimiento 665
"-666,00 MNT",12-05-2023,Correctivo,Bueno,Malo,19825,preventivo,Comentario sobre el mantenimiento 666
"-667,00 MNT",2024/06/28,Preventivo,Bueno,Bueno,7805728,queja_usuario,Comentario sobre el mantenimiento 667
"-668,00 MNT",15-06-2024,Correctivo,Regular,Malo,4940187,queja_usuario,Comentario sobre el mantenimiento 668
"-669,00 MNT",06-09-2024,Correctivo,Malo,Bueno,59182,queja_usuario,Comentario sobre el mantenimiento 669
"-670,00 MNT",2023/11/24,Emergencia,Malo,Malo,22422,preventivo,Comentario sobre el mantenimiento 670
"-671,00 MNT",03/07/2024,Emergencia,Regular,Malo,19859,preventivo,Comentario sobre el mantenimiento 671
"-672,00 MNT",30/01/2024,Preventivo,Regular,Malo,3566348,queja_usuario,Comentario sobre el mantenimiento 672
"-673,00 MNT",04-17-2024,Preventivo,Malo,Malo,58343,preventivo,Comentario sobre el mantenimiento 673
"-674,00 MNT",2024-05-21,Correctivo,Regular,Regular,5658834,queja_usuario,Comentario sobre el mantenimiento 674
"-675,00 MNT",02-16-2024,Correctivo,Malo,Malo,8954907,preventivo,Comentario sobre el mantenimiento 675
"-676,00 MNT",2024/05/12,Emergencia,Regular,Regular,32949,preventivo,Comentario sobre el mantenimiento 676
"-677,00 MNT",07-12-2024,Preventivo,Bueno,Regular,33305,queja_usuario,Comentario sobre el mantenimiento 677
"-678,00 MNT",2024-02-25,Preventivo,Regular,Regular,4987859,queja_usuario,Comentario sobre el mantenimiento 678
"-679,00 MNT",2024-04-29,Emergencia,Regular,Bueno,7853109,preventivo,Comentario sobre el mantenimiento 679
"-680,00 MNT",27-06-2024,Emergencia,Malo,Malo,6864932,queja_usuario,Comentario sobre el mantenimiento 680
"-681,00 MNT",28/07/2024,Preventivo,Bueno,Regular,18855,preventivo,Comentario sobre el mantenimiento 681
"-682,00 MNT",06/12/2023,Emergencia,Malo,Bueno,34074,preventivo,Comentario sobre el mantenimiento 682
"-683,00 MNT",2024/04/25,Emergencia,Malo,Bueno,5201909,preventivo,Comentario sobre el mantenimiento 683
"-684,00 MNT",2023/11/17,Preventivo,Regular,Regular,58486,preventivo,Comentario sobre el mantenimiento 684
"-685,00 MNT",13-12-2023,Preventivo,Bueno,Regular,5492699,queja_usuario,Comentario sobre el mantenimiento 685
"-686,00 MNT",2024-10-11,Preventivo,Regular,Malo,8803545,queja_usuario,Comentario sobre el mantenimiento 686
"-687,00 MNT",28/05/2024,Correctivo,Malo,Regular,7924749,queja_usuario,Comentario sobre el mantenimiento 687
"-688,00 MNT",2024/08/18,Correctivo,Regular,Regular,5182626,preventivo,Comentario sobre el mantenimiento 688
"-689,00 MNT",2024/03/22,Emergencia,Regular,Bueno,34007,preventivo,Comentario sobre el mantenimiento 689
"-690,00 MNT",07/01/2024,Preventivo,Regular,Regular,5601882,preventivo,Comentario sobre el mantenimiento 690
"-691,00 MNT",26-05-2024,Emergencia,Regular,Regular,7902161,queja_usuario,Comentario sobre el mantenimiento 691
"-692,00 MNT",06-02-2024,Correctivo,Malo,Regular,59859,queja_usuario,Comentario sobre el mantenimiento 692
"-693,00 MNT",2024/02/23,Preventivo,Malo,Regular,21449,queja_usuario,Comentario sobre el mantenimiento 693
"-694,00 MNT",05-29-2024,Emergencia,Regular,Malo,19800,queja_usuario,Comentario sobre el mantenimiento 694
"-695,00 MNT",12-10-2023,Correctivo,Regular,Bueno,53224,queja_usuario,Comentario sobre el mantenimiento 695
"-696,00 MNT",05/03/2024,Correctivo,Regular,Bueno,6781443,queja_usuario,Comentario sobre el mantenimiento 696
"-697,00 MNT",29-02-2024,Emergencia,Malo,Regular,7924756,preventivo,Comentario sobre el mantenimiento 697
"-698,00 MNT",06-10-2024,Preventivo,Regular,Regular,25052,queja_usuario,Comentario sobre el mantenimiento 698
"-699,00 MNT",2023/11/12,Emergencia,Bueno,Bueno,58485,queja_usuario,Comentario sobre el mantenimiento 699
"-700,00 MNT",12-22-2023,Preventivo,Bueno,Bueno,21473,preventivo,Comentario sobre el mantenimiento 700
"-701,00 MNT",12/11/2023,Emergencia,Bueno,Malo,9291001,preventivo,Comentario sobre el mantenimiento 701
"-702,00 MNT",27/01/2024,Correctivo,Malo,Malo,4737964,preventivo,Comentario sobre el mantenimiento 702
"-703,00 MNT",2023-10-18,Emergencia,Malo,Bueno,21871,queja_usuario,Comentario sobre el mantenimiento 703
"-704,00 MNT",09-04-2024,Emergencia,Malo,Regular,7794499,preventivo,Comentario sobre el mantenimiento 704
"-705,00 MNT",2024-10-05,Correctivo,Bueno,Regular,5174670,queja_usuario,Comentario sobre el mantenimiento 705
"-706,00 MNT",16-12-2023,Correctivo,Bueno,Bueno,9294505,preventivo,Comentario sobre el mantenimiento 706
"-707,00 MNT",26-12-2023,Correctivo,Regular,Regular,5231456,queja_usuario,Comentario sobre el mantenimiento 707
"-708,00 MNT",10-05-2024,Preventivo,Malo,Malo,5224234,queja_usuario,Comentario sobre el mantenimiento 708
"-709,00 MNT",2024/09/23,Preventivo,Regular,Regular,3580738,queja_usuario,Comentario sobre el mantenimiento 709
"-710,00 MNT",2023-11-05,Correctivo,Bueno,Regular,19478,queja_usuario,Comentario sobre el mantenimiento 710
"-711,00 MNT",29/10/2023,Emergencia,Malo,Regular,59704,queja_usuario,Comentario sobre el mantenimiento 711
"-712,00 MNT",2024/03/22,Preventivo,Malo,Regular,9182945,preventivo,Comentario sobre el mantenimiento 712
"-713,00 MNT",18-01-2024,Correctivo,Regular,Malo,5174010,preventivo,Comentario sobre el mantenimiento 713
"-714,00 MNT",11/03/2024,Correctivo,Malo,Regular,4731212,queja_usuario,Comentario sobre el mantenimiento 714
"-715,00 MNT",2024/06/03,Preventivo,Bueno,Bueno,21238,preventivo,Comentario sobre el mantenimiento 715
"-716,00 MNT",07-12-2024,Emergencia,Regular,Malo,19188,preventivo,Comentario sobre el mantenimiento 716
"-717,00 MNT",27/08/2024,Preventivo,Bueno,Malo,451325,queja_usuario,Comentario sobre el mantenimiento 717
"-718,00 MNT",11/12/2023,Correctivo,Malo,Malo,24820,preventivo,Comentario sobre el mantenimiento 718
"-719,00 MNT",07-16-2024,Emergencia,Regular,Bueno,59940,preventivo,Comentario sobre el mantenimiento 719
"-720,00 MNT",12-18-2023,Emergencia,Bueno,Regular,34095,queja_usuario,Comentario sobre el mantenimiento 720
"-721,00 MNT",2024-07-08,Emergencia,Malo,Malo,58591,preventivo,Comentario sobre el mantenimiento 721
"-722,00 MNT",2024/09/01,Emergencia,Regular,Bueno,35068,queja_usuario,Comentario sobre el mantenimiento 722
"-723,00 MNT",10/08/2024,Correctivo,Bueno,Bueno,4738618,queja_usuario,Comentario sobre el mantenimiento 723
"-724,00 MNT",09-20-2024,Preventivo,Regular,Malo,8987253,preventivo,Comentario sobre el mantenimiento 724
"-725,00 MNT",2023-12-01,Emergencia,Malo,Malo,3580691,queja_usuario,Comentario sobre el mantenimiento 725
"-726,00 MNT",14-05-2024,Correctivo,Regular,Bueno,8987311,preventivo,Comentario sobre el mantenimiento 726
"-727,00 MNT",08-20-2024,Emergencia,Malo,Malo,3531402,preventivo,Comentario sobre el mantenimiento 727
"-728,00 MNT",2024-03-20,Emergencia,Regular,Bueno,451360,preventivo,Comentario sobre el mantenimiento 728
"-729,00 MNT",20-12-2023,Preventivo,Bueno,Malo,21547,preventivo,Comentario sobre el mantenimiento 729
"-730,00 MNT",12-12-2023,Preventivo,Bueno,Bueno,3744279,preventivo,Comentario sobre el mantenimiento 730
"-731,00 MNT",2024-09-23,Emergencia,Malo,Bueno,4989416,preventivo,Comentario sobre el mantenimiento 731
"-732,00 MNT",2024-02-18,Preventivo,Malo,Bueno,32695,queja_usuario,Comentario sobre el mantenimiento 732
"-733,00 MNT",15/10/2023,Emergencia,Malo,Bueno,32653,preventivo,Comentario sobre el mantenimiento 733
"-734,00 MNT",26-04-2024,Correctivo,Regular,Malo,9294654,queja_usuario,Comentario sobre el mantenimiento 734
"-735,00 MNT",2024-04-11,Correctivo,Malo,Malo,5214665,queja_usuario,Comentario sobre el mantenimiento 735
"-736,00 MNT",07-02-2024,Emergencia,Malo,Malo,59560,queja_usuario,Comentario sobre el mantenimiento 736
"-737,00 MNT",21/01/2024,Emergencia,Malo,Regular,3565863,queja_usuario,Comentario sobre el mantenimiento 737
"-738,00 MNT",22/08/2024,Correctivo,Bueno,Malo,9177701,queja_usuario,Comentario sobre el mantenimiento 738
"-739,00 MNT",02-12-2024,Correctivo,Bueno,Bueno,33263,preventivo,Comentario sobre el mantenimiento 739
"-740,00 MNT",06/07/2024,Preventivo,Regular,Malo,7602195,preventivo,Comentario sobre el mantenimiento 740
"-741,00 MNT",09-03-2024,Emergencia,Malo,Regular,7896552,queja_usuario,Comentario sobre el mantenimiento 741
"-742,00 MNT",2024-05-18,Emergencia,Bueno,Bueno,9294023,preventivo,Comentario sobre el mantenimiento 742
"-743,00 MNT",01-29-2024,Correctivo,Bueno,Malo,7872668,preventivo,Comentario sobre el mantenimiento 743
"-744,00 MNT",04/07/2024,Correctivo,Regular,Malo,3567925,preventivo,Comentario sobre el mantenimiento 744
"-745,00 MNT",28-09-2024,Emergencia,Bueno,Regular,5133192,preventivo,Comentario sobre el mantenimiento 745
"-746,00 MNT",01-19-2024,Preventivo,Malo,Malo,33898,queja_usuario,Comentario sobre el mantenimiento 746
"-747,00 MNT",2024-07-24,Preventivo,Regular,Malo,7862413,preventivo,Comentario sobre el mantenimiento 747
"-748,00 MNT",11-19-2023,Correctivo,Malo,Bueno,9181921,preventivo,Comentario sobre el mantenimiento 748
"-749,00 MNT",09-01-2024,Preventivo,Regular,Malo,35228,queja_usuario,Comentario sobre el mantenimiento 749
"-750,00 MNT",01/03/2024,Preventivo,Regular,Regular,22058,preventivo,Comentario sobre el mantenimiento 750
"-751,00 MNT",11/01/2024,Preventivo,Bueno,Malo,59904,preventivo,Comentario sobre el mantenimiento 751
"-752,00 MNT",17/05/2024,Preventivo,Regular,Regular,21414,preventivo,Comentario sobre el mantenimiento 752
"-753,00 MNT",2024-07-10,Correctivo,Bueno,Malo,4987786,queja_usuario,Comentario sobre el mantenimiento 753
"-754,00 MNT",18-03-2024,Correctivo,Bueno,Bueno,5195680,preventivo,Comentario sobre el mantenimiento 754
"-755,00 MNT",2024/03/17,Correctivo,Malo,Bueno,8944180,queja_usuario,Comentario sobre el mantenimiento 755
"-756,00 MNT",2024-02-17,Correctivo,Bueno,Bueno,7902161,queja_usuario,Comentario sobre el mantenimiento 756
"-757,00 MNT",19/03/2024,Correctivo,Regular,Regular,33731,queja_usuario,Comentario sobre el mantenimiento 757
"-758,00 MNT",2024-06-13,Correctivo,Malo,Malo,9289326,preventivo,Comentario sobre el mantenimiento 758
"-759,00 MNT",31-08-2024,Preventivo,Bueno,Malo,59565,preventivo,Comentario sobre el mantenimiento 759
"-760,00 MNT",04-09-2024,Correctivo,Regular,Bueno,35124,queja_usuario,Comentario sobre el mantenimiento 760
"-761,00 MNT",08-26-2024,Correctivo,Bueno,Bueno,4988403,preventivo,Comentario sobre el mantenimiento 761
"-762,00 MNT",10/07/2024,Preventivo,Regular,Bueno,58175,preventivo,Comentario sobre el mantenimiento 762
"-763,00 MNT",09-05-2024,Preventivo,Regular,Bueno,21787,queja_usuario,Comentario sobre el mantenimiento 763
"-764,00 MNT",01-28-2024,Emergencia,Regular,Malo,5492708,preventivo,Comentario sobre el mantenimiento 764
"-765,00 MNT",2024/04/11,Preventivo,Regular,Malo,4737891,queja_usuario,Comentario sobre el mantenimiento 765
"-766,00 MNT",31-05-2024,Preventivo,Malo,Malo,19301,preventivo,Comentario sobre el mantenimiento 766
"-767,00 MNT",2023-10-29,Preventivo,Bueno,Malo,33905,queja_usuario,Comentario sobre el mantenimiento 767
"-768,00 MNT",03-14-2024,Preventivo,Regular,Bueno,4730915,preventivo,Comentario sobre el mantenimiento 768
"-769,00 MNT",19/10/2023,Emergencia,Malo,Regular,5492427,preventivo,Comentario sobre el mantenimiento 769
"-770,00 MNT",2024-07-08,Emergencia,Malo,Malo,19213,queja_usuario,Comentario sobre el mantenimiento 770
"-771,00 MNT",10-25-2023,Preventivo,Malo,Malo,59182,preventivo,Comentario sobre el mantenimiento 771
"-772,00 MNT",2024-06-19,Preventivo,Regular,Malo,33619,queja_usuario,Comentario sobre el mantenimiento 772
"-773,00 MNT",2024-04-14,Emergencia,Regular,Regular,8803427,preventivo,Comentario sobre el mantenimiento 773
"-774,00 MNT",31/08/2024,Preventivo,Bueno,Malo,6878766,queja_usuario,Comentario sobre el mantenimiento 774
"-775,00 MNT",2024-05-15,Correctivo,Malo,Regular,7588206,queja_usuario,Comentario sobre el mantenimiento 775
"-776,00 MNT",07/09/2024,Correctivo,Bueno,Regular,9435192,queja_usuario,Comentario sobre el mantenimiento 776
"-777,00 MNT",2024/08/30,Emergencia,Regular,Regular,8905846,preventivo,Comentario sobre el mantenimiento 777
"-778,00 MNT",08-10-2024,Emergencia,Malo,Bueno,21708,queja_usuario,Comentario sobre el mantenimiento 778
"-779,00 MNT",2023/11/27,Emergencia,Regular,Regular,22355,queja_usuario,Comentario sobre el mantenimiento 779
"-780,00 MNT",2024/09/03,Correctivo,Regular,Regular,9225691,queja_usuario,Comentario sobre el mantenimiento 780
"-781,00 MNT",04/06/2024,Preventivo,Malo,Bueno,34194,queja_usuario,Comentario sobre el mantenimiento 781
"-782,00 MNT",05/08/2024,Correctivo,Bueno,Regular,5201916,preventivo,Comentario sobre el mantenimiento 782
"-783,00 MNT",06-21-2024,Emergencia,Malo,Bueno,5658657,queja_usuario,Comentario sobre el mantenimiento 783
"-784,00 MNT",05-23-2024,Correctivo,Regular,Bueno,25555,preventivo,Comentario sobre el mantenimiento 784
"-785,00 MNT",12-26-2023,Correctivo,Malo,Bueno,4987183,queja_usuario,Comentario sobre el mantenimiento 785
"-786,00 MNT",2024-06-28,Emergencia,Bueno,Regular,3567982,queja_usuario,Comentario sobre el mantenimiento 786
"-787,00 MNT",21/09/2024,Preventivo,Bueno,Malo,5226189,queja_usuario,Comentario sobre el mantenimiento 787
"-788,00 MNT",11-30-2023,Emergencia,Regular,Bueno,22123,preventivo,Comentario sobre el mantenimiento 788
"-789,00 MNT",08-18-2024,Emergencia,Bueno,Bueno,33962,queja_usuario,Comentario sobre el mantenimiento 789
"-790,00 MNT",2024/09/19,Preventivo,Malo,Regular,6878798,preventivo,Comentario sobre el mantenimiento 790
"-791,00 MNT",25/09/2024,Preventivo,Bueno,Bueno,7933625,preventivo,Comentario sobre el mantenimiento 791
"-792,00 MNT",22-12-2023,Preventivo,Malo,Regular,8805703,queja_usuario,Comentario sobre el mantenimiento 792
"-793,00 MNT",2024-02-23,Correctivo,Malo,Bueno,19897,preventivo,Comentario sobre el mantenimiento 793
"-794,00 MNT",10-03-2024,Emergencia,Bueno,Bueno,35018,preventivo,Comentario sobre el mantenimiento 794
"-795,00 MNT",2024/02/25,Correctivo,Regular,Bueno,58194,queja_usuario,Comentario sobre el mantenimiento 795
"-796,00 MNT",2024-03-13,Emergencia,Malo,Regular,59026,queja_usuario,Comentario sobre el mantenimiento 796
"-797,00 MNT",2024/02/28,Preventivo,Regular,Regular,5659610,preventivo,Comentario sobre el mantenimiento 797
"-798,00 MNT",30-09-2024,Preventivo,Regular,Malo,8987280,preventivo,Comentario sobre el mantenimiento 798
"-799,00 MNT",09-02-2024,Correctivo,Regular,Bueno,3576498,queja_usuario,Comentario sobre el mantenimiento 799
"-800,00 MNT",19/06/2024,Correctivo,Bueno,Bueno,5133171,queja_usuario,Comentario sobre el mantenimiento 800
"-801,00 MNT",08-02-2024,Preventivo,Malo,Bueno,9180717,preventivo,Comentario sobre el mantenimiento 801
"-802,00 MNT",05-01-2024,Preventivo,Bueno,Malo,21139,queja_usuario,Comentario sobre el mantenimiento 802
"-803,00 MNT",06-09-2024,Emergencia,Regular,Bueno,7135416,preventivo,Comentario sobre el mantenimiento 803
"-804,00 MNT",27-06-2024,Correctivo,Regular,Malo,9389622,queja_usuario,Comentario sobre el mantenimiento 804
"-805,00 MNT",2024-08-17,Preventivo,Malo,Malo,7890585,preventivo,Comentario sobre el mantenimiento 805
"-806,00 MNT",2024/06/23,Emergencia,Bueno,Bueno,9050885,preventivo,Comentario sobre el mantenimiento 806
"-807,00 MNT",17-12-2023,Emergencia,Bueno,Bueno,34790,queja_usuario,Comentario sobre el mantenimiento 807
"-808,00 MNT",16-09-2024,Preventivo,Regular,Bueno,53177,preventivo,Comentario sobre el mantenimiento 808
"-809,00 MNT",01/03/2024,Correctivo,Regular,Bueno,3573457,preventivo,Comentario sobre el mantenimiento 809
"-810,00 MNT",2024/03/22,Preventivo,Malo,Regular,3851207,preventivo,Comentario sobre el mantenimiento 810
"-811,00 MNT",2024-04-09,Emergencia,Bueno,Malo,7125633,preventivo,Comentario sobre el mantenimiento 811
"-812,00 MNT",13/07/2024,Emergencia,Malo,Bueno,22162,queja_usuario,Comentario sobre el mantenimiento 812
"-813,00 MNT",09-23-2024,Correctivo,Regular,Malo,21056,queja_usuario,Comentario sobre el mantenimiento 813
"-814,00 MNT",02-04-2024,Preventivo,Malo,Regular,9391553,preventivo,Comentario sobre el mantenimiento 814
"-815,00 MNT",17/11/2023,Emergencia,Malo,Regular,5211517,preventivo,Comentario sobre el mantenimiento 815
"-816,00 MNT",2024-01-11,Correctivo,Regular,Regular,3568318,preventivo,Comentario sobre el mantenimiento 816
"-817,00 MNT",23-02-2024,Preventivo,Malo,Bueno,18785,queja_usuario,Comentario sobre el mantenimiento 817
"-818,00 MNT",2024-07-20,Emergencia,Bueno,Regular,5003242,queja_usuario,Comentario sobre el mantenimiento 818
"-819,00 MNT",08-19-2024,Emergencia,Bueno,Malo,5066102,queja_usuario,Comentario sobre el mantenimiento 819
"-820,00 MNT",09-12-2024,Preventivo,Malo,Bueno,9180977,queja_usuario,Comentario sobre el mantenimiento 820
"-821,00 MNT",01/12/2023,Emergencia,Malo,Bueno,9179452,queja_usuario,Comentario sobre el mantenimiento 821
"-822,00 MNT",09/09/2024,Correctivo,Bueno,Bueno,6878713,preventivo,Comentario sobre el mantenimiento 822
"-823,00 MNT",22/06/2024,Preventivo,Regular,Regular,21113,queja_usuario,Comentario sobre el mantenimiento 823
"-824,00 MNT",2024-05-10,Preventivo,Malo,Bueno,5241061,queja_usuario,Comentario sobre el mantenimiento 824
"-825,00 MNT",01-08-2024,Correctivo,Malo,Bueno,7898768,preventivo,Comentario sobre el mantenimiento 825
"-826,00 MNT",2023-12-11,Emergencia,Malo,Regular,21185,queja_usuario,Comentario sobre el mantenimiento 826
"-827,00 MNT",02/11/2023,Preventivo,Regular,Bueno,9430060,queja_usuario,Comentario sobre el mantenimiento 827
"-828,00 MNT",11-21-2023,Emergencia,Regular,Malo,22072,preventivo,Comentario sobre el mantenimiento 828
"-829,00 MNT",30-01-2024,Emergencia,Regular,Bueno,4986986,preventivo,Comentario sobre el mantenimiento 829
"-830,00 MNT",11-11-2023,Preventivo,Malo,Regular,4990337,preventivo,Comentario sobre el mantenimiento 830
"-831,00 MNT",2024-04-29,Emergencia,Bueno,Malo,3581567,preventivo,Comentario sobre el mantenimiento 831
"-832,00 MNT",05-26-2024,Correctivo,Malo,Malo,33617,queja_usuario,Comentario sobre el mantenimiento 832
"-833,00 MNT",11-10-2024,Preventivo,Bueno,Regular,59628,preventivo,Comentario sobre el mantenimiento 833
"-834,00 MNT",18/01/2024,Preventivo,Malo,Bueno,33427,preventivo,Comentario sobre el mantenimiento 834
"-835,00 MNT",2024/02/19,Preventivo,Malo,Malo,7603260,queja_usuario,Comentario sobre el mantenimiento 835
"-836,00 MNT",2024/06/21,Preventivo,Regular,Malo,3567951,queja_usuario,Comentario sobre el mantenimiento 836
"-837,00 MNT",11-16-2023,Emergencia,Bueno,Regular,58524,preventivo,Comentario sobre el mantenimiento 837
"-838,00 MNT",2023/10/24,Preventivo,Bueno,Bueno,9510570,preventivo,Comentario sobre el mantenimiento 838
"-839,00 MNT",2024-09-08,Preventivo,Bueno,Malo,34840,queja_usuario,Comentario sobre el mantenimiento 839
"-840,00 MNT",26-01-2024,Preventivo,Bueno,Bueno,7142114,queja_usuario,Comentario sobre el mantenimiento 840
"-841,00 MNT",10-20-2023,Correctivo,Malo,Regular,8891626,queja_usuario,Comentario sobre el mantenimiento 841
"-842,00 MNT",31-08-2024,Preventivo,Regular,Malo,9470463,queja_usuario,Comentario sobre el mantenimiento 842
"-843,00 MNT",07-14-2024,Correctivo,Malo,Bueno,9510572,preventivo,Comentario sobre el mantenimiento 843
"-844,00 MNT",2024-02-19,Correctivo,Regular,Malo,21442,queja_usuario,Comentario sobre el mantenimiento 844
"-845,00 MNT",09-08-2024,Correctivo,Regular,Bueno,59951,preventivo,Comentario sobre el mantenimiento 845
"-846,00 MNT",02-18-2024,Emergencia,Bueno,Malo,20310,queja_usuario,Comentario sobre el mantenimiento 846
"-847,00 MNT",2024/07/12,Emergencia,Bueno,Regular,7896552,preventivo,Comentario sobre el mantenimiento 847
"-848,00 MNT",2024-06-10,Correctivo,Bueno,Malo,58911,preventivo,Comentario sobre el mantenimiento 848
"-849,00 MNT",07-11-2023,Emergencia,Regular,Bueno,9158779,preventivo,Comentario sobre el mantenimiento 849
"-850,00 MNT",06-01-2024,Correctivo,Regular,Malo,3559806,queja_usuario,Comentario sobre el mantenimiento 850
"-851,00 MNT",24/06/2024,Preventivo,Malo,Bueno,9052184,queja_usuario,Comentario sobre el mantenimiento 851
"-852,00 MNT",2023-10-23,Correctivo,Malo,Malo,21148,preventivo,Comentario sobre el mantenimiento 852
"-853,00 MNT",07-08-2024,Emergencia,Bueno,Malo,4984748,preventivo,Comentario sobre el mantenimiento 853
"-854,00 MNT",2023/11/20,Preventivo,Bueno,Regular,20151,preventivo,Comentario sobre el mantenimiento 854
"-855,00 MNT",10-24-2023,Preventivo,Malo,Bueno,52905,queja_usuario,Comentario sobre el mantenimiento 855
"-856,00 MNT",09-04-2024,Preventivo,Regular,Malo,20310,queja_usuario,Comentario sobre el mantenimiento 856
"-857,00 MNT",30/05/2024,Preventivo,Malo,Bueno,25099,queja_usuario,Comentario sobre el mantenimiento 857
"-858,00 MNT",06/03/2024,Preventivo,Regular,Bueno,25837,queja_usuario,Comentario sobre el mantenimiento 858
"-859,00 MNT",2024-02-19,Preventivo,Bueno,Bueno,5239101,queja_usuario,Comentario sobre el mantenimiento 859
"-860,00 MNT",05-06-2024,Preventivo,Malo,Malo,58303,queja_usuario,Comentario sobre el mantenimiento 860
"-861,00 MNT",06-29-2024,Emergencia,Bueno,Bueno,3530371,preventivo,Comentario sobre el mantenimiento 861
"-862,00 MNT",26-09-2024,Correctivo,Bueno,Malo,33707,queja_usuario,Comentario sobre el mantenimiento 862
"-863,00 MNT",2024/10/09,Preventivo,Regular,Regular,5195392,preventivo,Comentario sobre el mantenimiento 863
"-864,00 MNT",14/08/2024,Emergencia,Regular,Bueno,9181805,preventivo,Comentario sobre el mantenimiento 864
"-865,00 MNT",24-01-2024,Emergencia,Regular,Malo,5239173,preventivo,Comentario sobre el mantenimiento 865
"-866,00 MNT",2023-11-22,Emergencia,Malo,Bueno,19107,queja_usuario,Comentario sobre el mantenimiento 866
"-867,00 MNT",2024/06/12,Preventivo,Regular,Bueno,4793820,queja_usuario,Comentario sobre el mantenimiento 867
"-868,00 MNT",2024-07-01,Emergencia,Regular,Malo,9289339,preventivo,Comentario sobre el mantenimiento 868
"-869,00 MNT",09-27-2024,Preventivo,Bueno,Malo,3576530,preventivo,Comentario sobre el mantenimiento 869
"-870,00 MNT",30-10-2023,Emergencia,Bueno,Regular,8987305,preventivo,Comentario sobre el mantenimiento 870
"-871,00 MNT",08-10-2024,Emergencia,Bueno,Regular,20820,queja_usuario,Comentario sobre el mantenimiento 871
"-872,00 MNT",14/05/2024,Emergencia,Malo,Malo,59556,queja_usuario,Comentario sobre el mantenimiento 872
"-873,00 MNT",2023/11/14,Preventivo,Regular,Bueno,9256438,preventivo,Comentario sobre el mantenimiento 873
"-874,00 MNT",16-04-2024,Preventivo,Regular,Malo,5658227,queja_usuario,Comentario sobre el mantenimiento 874
"-875,00 MNT",10/02/2024,Emergencia,Regular,Malo,34231,queja_usuario,Comentario sobre el mantenimiento 875
"-876,00 MNT",09-06-2024,Emergencia,Bueno,Bueno,20671,queja_usuario,Comentario sobre el mantenimiento 876
"-877,00 MNT",2024/01/01,Preventivo,Malo,Bueno,5249152,queja_usuario,Comentario sobre el mantenimiento 877
"-878,00 MNT",05-05-2024,Emergencia,Regular,Bueno,34155,queja_usuario,Comentario sobre el mantenimiento 878
"-879,00 MNT",2024-09-04,Correctivo,Regular,Regular,9277916,preventivo,Comentario sobre el mantenimiento 879
"-880,00 MNT",12-12-2023,Emergencia,Bueno,Bueno,9398415,queja_usuario,Comentario sobre el mantenimiento 880
"-881,00 MNT",2024/02/05,Preventivo,Malo,Regular,32848,preventivo,Comentario sobre el mantenimiento 881
"-882,00 MNT",2024-04-11,Preventivo,Regular,Malo,59902,preventivo,Comentario sobre el mantenimiento 882
"-883,00 MNT",2024-02-25,Preventivo,Malo,Regular,21483,preventivo,Comentario sobre el mantenimiento 883
